task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,execution_time,generation_status,generation_error_type,generation_error_message,generation_attempts
HumanEval/157,adversarial,gemma-4-26b:few_shot,20,3,0,23,0.87,100.0,100.0,0.0,2.29,79.02,6.82,0.035,13,1,5,0.0,0.792,1612,1837,8982,758.4,ok,,,1
HumanEval/150,consensus,gemma-4-26b:zero_shot,0,0,0,0,0,40.0,40.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,5275,3392,52777,5305.2,ok,,,1
HumanEval/159,actor_critic,gemma-4-26b:zero_shot,20,0,0,20,1.0,79.17,50.0,0.0,2.33,85.79,2.62,0.507,4,0,5,0.0,0.6,1356,1026,9841,1513.4,ok,,,1
HumanEval/141,actor_critic,gemma-4-26b:zero_shot,33,0,0,33,1.0,60.87,44.44,0.0,4.5,85.17,3.27,0.321,2,1,4,0.0,0.542,1072,194,6735,4493.32,ok,,,1
HumanEval/152,baseline,gemma-4-26b:few_shot,10,0,0,10,1.0,100.0,100.0,0.0,2.57,68.78,2.69,0.033,14,2,4,0.0,0.783,2538,2832,16360,614.64,ok,,,1
HumanEval/154,adversarial,gemma-4-26b:zero_shot,34,0,0,34,1.0,100.0,100.0,0.25,1.67,87.87,4.35,0.034,5,2,5,0.0,0.708,7382,6131,74690,1512.92,ok,,,1
HumanEval/151,actor_critic,gemma-4-26b:scot,19,3,0,22,0.864,100.0,100.0,0.0,2.43,78.07,4.27,0.108,13,1,5,0.0,0.792,1467,1336,10874,3754.52,ok,,,1
HumanEval/159,actor_critic,gemma-4-26b:scot,13,11,0,24,0.542,100.0,100.0,0.0,1.5,86.55,1.83,0.046,6,0,5,0.0,0.65,1524,1069,18187,2977.97,ok,,,1
HumanEval/154,baseline,gemma-4-26b:zero_shot,30,3,0,33,0.909,100.0,100.0,0.0,2.0,100.0,3.0,0.054,2,0,4,0.0,0.5,190,598,4377,1468.11,ok,,,1
HumanEval/141,consensus,gemma-4-26b:few_shot,0,0,0,0,0,10.0,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,1994,445,35204,7152.03,ok,,,1
HumanEval/156,baseline,gemma-4-26b:zero_shot,25,0,0,25,1.0,100.0,100.0,0.333,2.5,53.28,3.05,0.049,9,0,4,0.0,0.675,172,638,2998,799.1,ok,,,1
HumanEval/151,consensus,gemma-4-26b:scot,21,1,0,22,0.955,100.0,100.0,0.0,2.0,100.0,2.6,0.091,1,0,4,0.0,0.475,1938,591,9282,3580.06,ok,,,1
HumanEval/148,adversarial,gemma-4-26b:zero_shot,0,0,1,1,0.0,,,0.0,2.4,84.43,2.38,0.03,10,0,4,0.0,0.7,1055,2712,10954,2153.53,ok,,,1
HumanEval/141,actor_critic,gemma-4-26b:few_shot,11,2,0,13,0.846,92.0,90.0,0.0,4.67,74.26,2.05,0.025,23,0,4,0.0,0.7,806,397,3049,3411.57,ok,,,1
HumanEval/157,baseline,gemma-4-26b:scot,20,3,0,23,0.87,100.0,100.0,0.0,2.17,82.59,4.91,0.023,12,0,4,0.0,0.7,1910,3202,49214,641.2,ok,,,1
HumanEval/150,adversarial,gemma-4-26b:few_shot,20,0,0,20,1.0,100.0,100.0,0.5,2.75,84.0,5.5,0.042,10,1,4,0.0,0.742,0,0,0,707.53,ok,,,1
HumanEval/162,hybrid,gemma-4-26b:few_shot,6,6,0,12,0.5,100.0,100.0,0.0,2.0,83.63,3.18,0.09,6,1,4,0.0,0.642,1649,1578,5504,1414.47,ok,,,1
HumanEval/144,actor_critic,gemma-4-26b:scot,0,0,0,0,0,40.0,40.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,232,704,2763,3907.39,ok,,,1
HumanEval/145,adversarial,gemma-4-26b:scot,10,3,0,13,0.769,100.0,100.0,0.0,2.33,65.96,3.65,0.109,13,1,4,0.0,0.742,2871,3279,35640,871.77,ok,,,1
HumanEval/161,adversarial,gemma-4-26b:scot,27,1,0,28,0.964,100.0,100.0,0.0,2.0,92.0,3.53,0.037,4,1,5,0.0,0.642,237,1414,2433,603.13,ok,,,1
HumanEval/156,adversarial,gemma-4-26b:scot,28,0,0,28,1.0,100.0,100.0,0.333,2.29,68.53,3.63,0.043,7,0,4,0.0,0.625,629,2449,16215,760.61,ok,,,1
HumanEval/162,consensus,gemma-4-26b:zero_shot,0,0,0,0,0,22.22,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,6455,4309,54292,3453.51,ok,,,1
HumanEval/149,actor_critic,gemma-4-26b:few_shot,0,11,0,11,0.0,67.35,0.0,0.0,2.0,75.31,3.29,0.03,13,3,4,0.0,0.825,2300,4666,28397,4223.04,ok,,,1
HumanEval/159,consensus,gemma-4-26b:scot,0,0,0,0,0,28.57,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2168,1597,37699,6778.92,ok,,,1
HumanEval/153,hybrid,gemma-4-26b:scot,9,3,0,12,0.75,92.5,83.33,0.0,4.0,80.55,2.07,0.034,24,1,4,0.0,0.742,2050,1499,5038,1702.73,ok,,,1
HumanEval/140,baseline,gemma-4-26b:scot,0,0,0,0,0,25.0,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2340,1558,39933,1396.43,ok,,,1
HumanEval/146,consensus,gemma-4-26b:zero_shot,0,0,0,0,0,18.18,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,5097,1852,79425,4316.07,ok,,,1
HumanEval/153,actor_critic,gemma-4-26b:few_shot,12,0,0,12,1.0,98.11,83.33,0.4,1.83,76.37,2.52,0.061,22,3,4,0.0,0.825,3999,2346,26189,3642.73,ok,,,1
HumanEval/152,adversarial,gemma-4-26b:zero_shot,15,1,0,16,0.938,94.74,95.0,0.0,1.67,80.23,5.31,0.021,8,1,6,0.0,0.742,448,2263,4977,4472.74,ok,,,1
HumanEval/141,hybrid,gemma-4-26b:scot,37,1,0,38,0.974,100.0,100.0,0.0,1.86,83.63,3.45,0.05,13,1,5,0.0,0.792,2498,5581,10519,3366.85,ok,,,1
HumanEval/144,consensus,gemma-4-26b:zero_shot,55,0,0,55,1.0,100.0,100.0,0.0,2.5,84.31,5.31,0.065,5,0,4,0.0,0.575,6408,6854,48583,4705.43,ok,,,1
HumanEval/156,adversarial,gemma-4-26b:zero_shot,30,6,0,36,0.833,100.0,100.0,0.0,1.67,86.14,3.63,0.037,0,0,0,1.0,0.0,1349,1916,16408,567.41,ok,,,1
HumanEval/157,actor_critic,gemma-4-26b:zero_shot,0,29,0,29,0.0,42.31,42.0,0.0,1.75,86.87,8.09,0.191,14,1,5,0.0,0.792,2209,1896,9892,5492.63,ok,,,1
HumanEval/139,hybrid,gemma-4-26b:scot,0,0,1,1,0.0,,,0.0,2.29,79.94,3.6,0.044,0,0,0,1.0,0.0,3868,4021,58317,1399.2,ok,,,1
HumanEval/139,actor_critic,gemma-4-26b:scot,9,1,0,10,0.9,90.91,100.0,0.0,1.33,93.93,1.8,0.09,6,1,5,0.0,0.692,428,272,6034,4935.64,ok,,,1
HumanEval/160,baseline,gemma-4-26b:zero_shot,0,0,0,0,0,22.22,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2459,1624,40114,3969.63,ok,,,1
HumanEval/156,actor_critic,gemma-4-26b:zero_shot,32,3,0,35,0.914,100.0,100.0,0.0,1.5,98.75,3.16,0.036,3,0,5,0.0,0.575,3223,1638,21746,3354.36,ok,,,1
HumanEval/163,actor_critic,gemma-4-26b:zero_shot,21,0,0,21,1.0,91.3,100.0,0.0,2.67,85.51,4.91,0.299,7,0,5,0.0,0.675,1687,2585,22018,5525.29,ok,,,1
HumanEval/145,consensus,gemma-4-26b:scot,0,0,0,0,0,15.38,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2956,0,35721,4547.65,ok,,,1
HumanEval/149,baseline,gemma-4-26b:few_shot,8,0,0,8,1.0,100.0,100.0,1.0,2.12,78.61,1.9,0.056,6,2,3,0.0,0.633,966,3178,5765,1728.22,ok,,,1
HumanEval/139,adversarial,gemma-4-26b:few_shot,13,2,0,15,0.867,95.0,100.0,0.0,2.14,77.55,4.73,0.042,13,1,5,0.0,0.792,317,1197,2548,1699.51,ok,,,1
HumanEval/147,baseline,gemma-4-26b:few_shot,10,0,0,10,1.0,100.0,100.0,0.25,2.0,94.77,1.47,0.082,4,0,4,0.0,0.55,1301,2640,8698,823.68,ok,,,1
HumanEval/152,actor_critic,gemma-4-26b:zero_shot,9,0,0,9,1.0,88.89,89.0,0.0,2.0,100.0,2.15,0.129,2,0,4,0.0,0.5,4202,5676,25171,3169.64,ok,,,1
HumanEval/140,actor_critic,gemma-4-26b:zero_shot,38,0,0,38,1.0,80.0,66.67,0.0,1.67,86.74,6.07,0.127,4,0,5,0.0,0.6,2071,306,36592,3849.87,ok,,,1
HumanEval/149,baseline,gemma-4-26b:scot,10,1,0,11,0.909,100.0,100.0,0.0,2.12,80.99,2.38,0.03,9,2,4,0.0,0.758,868,3480,5170,505.53,ok,,,1
HumanEval/143,actor_critic,gemma-4-26b:few_shot,8,0,0,8,1.0,100.0,100.0,0.333,3.38,72.2,2.85,0.015,19,1,3,0.0,0.692,3592,1399,12633,3007.75,ok,,,1
HumanEval/140,actor_critic,gemma-4-26b:few_shot,34,6,0,40,0.85,100.0,100.0,0.0,1.75,90.93,6.0,0.035,7,0,5,0.0,0.675,1480,467,8261,5588.68,ok,,,1
HumanEval/152,adversarial,gemma-4-26b:few_shot,15,1,0,16,0.938,100.0,100.0,0.0,1.67,84.24,4.38,0.031,10,2,5,0.0,0.833,456,1224,2545,2076.38,ok,,,1
HumanEval/143,hybrid,gemma-4-26b:scot,0,20,0,20,0.0,44.12,0.0,0.0,2.4,80.87,3.25,0.017,8,0,4,0.0,0.65,2235,2140,15592,2178.52,ok,,,1
HumanEval/157,adversarial,gemma-4-26b:scot,20,4,0,24,0.833,100.0,100.0,0.0,1.86,79.55,6.18,0.035,12,1,5,0.0,0.792,236,1594,3123,554.99,ok,,,1
HumanEval/139,hybrid,gemma-4-26b:zero_shot,26,3,0,29,0.897,100.0,100.0,0.0,2.17,80.32,3.33,0.045,11,0,5,0.0,0.75,2431,1685,8083,1349.99,ok,,,1
HumanEval/140,baseline,gemma-4-26b:zero_shot,18,0,0,18,1.0,100.0,100.0,0.0,1.5,100.0,3.5,0.04,4,1,5,0.0,0.642,347,645,6084,367.51,ok,,,1
HumanEval/163,adversarial,gemma-4-26b:scot,0,17,0,17,0.0,55.56,56.0,0.0,2.67,88.42,4.45,0.04,6,0,4,0.0,0.6,0,0,0,468.65,ok,,,1
HumanEval/163,hybrid,gemma-4-26b:zero_shot,38,2,0,40,0.95,100.0,100.0,0.0,2.67,88.6,6.55,0.033,4,0,4,0.0,0.55,2285,3314,20436,1709.87,ok,,,1
HumanEval/160,actor_critic,gemma-4-26b:scot,0,0,1,1,0.0,,,0.0,1.67,70.84,4.73,0.01,14,1,6,0.0,0.792,1874,365,6314,2203.79,ok,,,1
HumanEval/161,baseline,gemma-4-26b:zero_shot,22,0,0,22,1.0,100.0,100.0,0.667,2.0,100.0,1.89,0.04,2,1,4,0.0,0.542,2976,1559,14776,435.4,ok,,,1
HumanEval/151,baseline,gemma-4-26b:few_shot,8,0,0,8,1.0,100.0,100.0,0.333,2.5,71.47,2.13,0.165,12,1,3,0.0,0.692,2661,4799,25657,768.28,ok,,,1
HumanEval/146,adversarial,gemma-4-26b:zero_shot,22,0,0,22,1.0,77.5,60.0,0.0,2.5,79.57,4.77,0.066,5,1,4,0.0,0.617,3720,4531,56381,848.13,ok,,,1
HumanEval/139,adversarial,gemma-4-26b:zero_shot,14,5,0,19,0.737,94.12,100.0,0.0,2.0,85.24,3.47,0.036,10,0,5,0.0,0.75,3522,4785,19267,2046.17,ok,,,1
HumanEval/139,actor_critic,gemma-4-26b:zero_shot,12,4,0,16,0.75,100.0,100.0,0.0,1.5,88.66,2.67,0.042,6,0,5,0.0,0.65,692,301,3819,2368.46,ok,,,1
HumanEval/148,consensus,gemma-4-26b:zero_shot,0,0,0,0,0,22.22,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,2072,0,34837,2533.44,ok,,,1
HumanEval/145,hybrid,gemma-4-26b:few_shot,0,17,0,17,0.0,33.33,0.0,0.0,2.0,91.09,2.4,0.058,2,0,4,0.0,0.5,4291,3946,15974,2089.64,ok,,,1
HumanEval/161,actor_critic,gemma-4-26b:few_shot,6,1,0,7,0.857,100.0,100.0,0.0,4.57,66.36,2.89,0.063,28,2,4,0.0,0.783,4234,3470,18984,3717.97,ok,,,1
HumanEval/158,consensus,gemma-4-26b:scot,0,0,0,0,0,16.67,0.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,4920,4721,53472,3106.49,ok,,,1
HumanEval/140,adversarial,gemma-4-26b:few_shot,25,0,0,25,1.0,100.0,100.0,0.0,2.0,90.44,4.86,0.026,4,1,5,0.0,0.642,922,3925,25232,899.0,ok,,,1
HumanEval/160,actor_critic,gemma-4-26b:few_shot,12,1,0,13,0.923,80.33,100.0,0.0,3.0,68.19,3.42,0.036,42,2,5,0.0,0.833,1434,452,4844,4513.17,ok,,,1
HumanEval/158,adversarial,gemma-4-26b:zero_shot,8,2,0,10,0.8,73.47,33.33,0.0,2.91,66.28,5.4,0.048,18,2,3,0.0,0.733,752,4022,8244,1351.68,ok,,,1
HumanEval/145,consensus,gemma-4-26b:few_shot,13,2,0,15,0.867,100.0,100.0,0.0,2.0,100.0,1.9,0.082,3,0,4,0.0,0.525,6019,2999,24191,3192.2,ok,,,1
HumanEval/161,actor_critic,gemma-4-26b:scot,19,0,0,19,1.0,100.0,100.0,0.667,2.0,61.42,2.11,0.062,5,0,4,0.0,0.575,1005,1036,10145,3730.94,ok,,,1
HumanEval/148,actor_critic,gemma-4-26b:scot,0,0,1,1,0.0,,,0.0,2.0,73.62,3.0,0.08,10,0,5,0.0,0.75,803,2,9650,4410.76,ok,,,1
HumanEval/163,hybrid,gemma-4-26b:scot,0,0,1,1,0.0,,,0.0,3.0,83.29,5.45,0.037,11,0,4,0.0,0.7,2338,2403,10150,3415.9,ok,,,1
HumanEval/153,baseline,gemma-4-26b:scot,9,0,0,9,1.0,97.5,83.33,0.4,2.86,79.53,1.81,0.056,19,0,4,0.0,0.7,417,1239,2942,1818.39,ok,,,1
HumanEval/149,hybrid,gemma-4-26b:scot,0,0,1,1,0.0,,,0.0,2.2,83.06,2.38,0.014,4,0,4,0.0,0.55,2362,4144,10056,2659.16,ok,,,1
HumanEval/152,actor_critic,gemma-4-26b:scot,9,0,0,9,1.0,100.0,100.0,0.0,2.5,75.58,3.85,0.031,12,2,4,0.0,0.783,4246,2959,47028,3355.78,ok,,,1
HumanEval/144,hybrid,gemma-4-26b:scot,0,0,1,1,0.0,,,0.0,3.5,80.59,6.92,0.047,10,1,4,0.0,0.742,2460,3077,24953,3835.36,ok,,,1
HumanEval/157,baseline,gemma-4-26b:zero_shot,19,3,0,22,0.864,100.0,100.0,0.0,2.0,94.51,3.45,0.048,4,0,4,0.0,0.55,455,1217,5612,1097.5,ok,,,1
HumanEval/150,actor_critic,gemma-4-26b:few_shot,25,1,0,26,0.962,100.0,100.0,0.0,1.75,90.61,4.7,0.022,9,0,5,0.0,0.725,1257,765,17090,3017.56,ok,,,1
HumanEval/154,actor_critic,gemma-4-26b:scot,0,0,1,1,0.0,,,0.0,3.67,67.06,3.47,0.06,28,1,4,0.0,0.742,4212,2604,23221,6318.97,ok,,,2
HumanEval/146,adversarial,gemma-4-26b:few_shot,0,19,0,19,0.0,34.48,0.0,0.0,2.0,93.59,4.38,0.028,5,1,5,0.0,0.667,1323,3199,10468,1340.19,ok,,,1
HumanEval/142,adversarial,gemma-4-26b:zero_shot,11,0,0,11,1.0,100.0,100.0,0.4,2.0,71.06,3.74,0.029,11,3,5,0.0,0.875,383,2008,7649,1705.96,ok,,,1
HumanEval/144,actor_critic,gemma-4-26b:few_shot,34,0,0,34,1.0,100.0,100.0,0.0,1.5,100.0,4.23,0.045,3,0,5,0.0,0.575,987,0,33752,3474.3,ok,,,1
HumanEval/142,baseline,gemma-4-26b:few_shot,7,0,0,7,1.0,100.0,100.0,0.6,2.14,44.43,3.53,0.039,7,2,3,0.0,0.658,1389,948,36722,749.31,ok,,,1
HumanEval/147,adversarial,gemma-4-26b:few_shot,10,1,0,11,0.909,100.0,100.0,0.0,1.8,69.68,3.47,0.039,5,1,5,0.0,0.667,1221,1815,8317,1509.08,ok,,,1
HumanEval/155,hybrid,gemma-4-26b:few_shot,26,1,0,27,0.963,100.0,100.0,0.0,3.0,91.78,4.09,0.023,71,3,4,0.0,0.825,4561,4212,21860,2359.26,ok,,,1
HumanEval/157,baseline,gemma-4-26b:few_shot,16,3,0,19,0.842,100.0,100.0,0.0,2.0,91.24,3.45,0.022,7,0,4,0.0,0.625,1922,1989,7766,423.19,ok,,,1
HumanEval/141,adversarial,gemma-4-26b:scot,30,0,0,30,1.0,100.0,100.0,0.25,2.0,83.48,2.86,0.049,12,1,4,0.0,0.742,651,1334,7329,563.52,ok,,,1
HumanEval/153,baseline,gemma-4-26b:zero_shot,14,0,0,14,1.0,96.97,83.33,0.2,3.25,85.6,1.93,0.049,15,0,4,0.0,0.7,338,868,2855,508.35,ok,,,1
HumanEval/156,consensus,gemma-4-26b:scot,0,0,0,0,0,18.18,18.0,0.0,0,100.0,0.0,0.0,0,0,0,1.0,0.0,1827,0,34592,4044.74,ok,,,1
HumanEval/151,hybrid,gemma-4-26b:few_shot,18,4,0,22,0.818,100.0,100.0,0.0,2.5,81.42,3.8,0.118,11,1,4,0.0,0.742,2088,2208,6335,2001.38,ok,,,1
HumanEval/148,baseline,gemma-4-26b:zero_shot,0,0,1,1,0.0,,,0.0,2.0,100.0,1.9,0.023,2,0,4,0.0,0.5,266,551,4931,1250.24,ok,,,1
