task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/140,consensus,gemma-1b:scot,0,0,0,0,0.0,15.0,,1.0,4.0,89.98,1.71,0.668,3714.0,3215.0,6929.0
HumanEval/140,consensus,gemma-1b:zero_shot,2,7,0,9,0.222,77.0,,1.0,2.5,72.86,3.07,0.374,5169.0,3725.0,8894.0
HumanEval/140,soa,gemma-1b:scot,0,0,0,0,0.0,15.0,,1.0,4.0,91.47,1.57,0.678,248.0,187.0,435.0
HumanEval/140,soa,gemma-1b:few_shot,0,0,0,0,0.0,12.0,,1.0,4.0,91.79,1.5,0.685,595.0,371.0,966.0
HumanEval/140,consensus,gemma-1b:cot,0,0,0,0,0.0,12.0,,1.0,4.0,89.89,1.64,0.658,1375.0,759.0,2134.0
HumanEval/140,coa,gemma-1b:cot,0,0,0,0,0.0,11.0,,1.0,4.0,75.32,4.29,0.232,227.0,131.0,358.0
HumanEval/140,coa,gemma-1b:zero_shot,0,0,0,0,0.0,11.0,,1.0,4.0,77.49,4.29,0.378,169.0,122.0,291.0
HumanEval/140,swarm,gemma-1b:few_shot,1,0,0,1,1.0,75.0,,0.0,8.0,63.3,2.57,0.086,601.0,505.0,1106.0
HumanEval/140,coa,gemma-1b:few_shot,0,0,0,0,0.0,11.0,,1.0,4.0,75.92,4.86,0.335,703.0,184.0,887.0
HumanEval/140,coa,gemma-1b:scot,0,0,0,0,0.0,23.0,,1.0,3.0,86.24,2.93,0.307,949.0,292.0,1241.0
HumanEval/146,baseline,gemma-1b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4826.0,4318.0,9144.0
HumanEval/142,baseline,gemma-1b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5110.0,4571.0,9681.0
HumanEval/141,baseline,gemma-1b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5828.0,5143.0,10971.0
HumanEval/146,baseline,gemma-1b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5469.0,4786.0,10255.0
HumanEval/141,baseline,gemma-1b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3968.0,3649.0,7617.0
HumanEval/145,baseline,gemma-1b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4566.0,4054.0,8620.0
HumanEval/145,baseline,gemma-1b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4208.0,3854.0,8062.0
HumanEval/144,baseline,gemma-1b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6757.0,5374.0,12131.0
HumanEval/146,baseline,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6940.0,5767.0,12707.0
HumanEval/144,baseline,gemma-1b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8075.0,6333.0,14408.0
HumanEval/142,baseline,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7450.0,6063.0,13513.0
HumanEval/146,baseline,gemma-1b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8316.0,6594.0,14910.0
HumanEval/142,baseline,gemma-1b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8718.0,6853.0,15571.0
HumanEval/142,baseline,gemma-1b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3269.0,3283.0,6552.0
HumanEval/143,baseline,gemma-1b:scot,0,0,0,0,0.0,13.0,,1.0,3.0,85.74,1.55,0.789,3666.0,3849.0,7515.0
HumanEval/143,baseline,gemma-1b:cot,0,0,0,0,0.0,10.0,,1.0,3.0,85.1,1.5,0.794,2515.0,2634.0,5149.0
HumanEval/143,baseline,gemma-1b:few_shot,0,0,0,0,0.0,14.0,,1.0,3.67,82.36,2.15,0.646,2243.0,2360.0,4603.0
HumanEval/143,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,13.0,,1.0,3.0,85.74,1.55,0.789,1560.0,1675.0,3235.0
HumanEval/147,baseline,gemma-1b:few_shot,0,0,0,0,0.0,15.0,,1.0,6.0,83.77,1.29,0.678,411.0,299.0,710.0
HumanEval/141,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,11.0,,1.0,6.0,83.63,1.05,0.763,3948.0,4220.0,8168.0
HumanEval/147,baseline,gemma-1b:cot,0,0,0,0,0.0,12.0,,1.0,7.0,77.25,1.18,0.687,1853.0,1980.0,3833.0
HumanEval/147,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,16.0,,1.0,7.0,79.56,1.24,0.681,1087.0,1163.0,2250.0
HumanEval/147,baseline,gemma-1b:scot,0,0,0,0,0.0,16.0,,1.0,7.0,79.56,1.24,0.681,3666.0,3849.0,7515.0
HumanEval/145,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,16.0,,1.0,3.0,81.49,0.65,0.717,1087.0,1163.0,2250.0
HumanEval/148,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,13.0,,1.0,6.0,85.59,1.38,0.681,670.0,679.0,1349.0
HumanEval/145,baseline,gemma-1b:scot,0,0,0,0,0.0,14.0,,1.0,3.0,96.16,1.0,0.554,1346.0,1398.0,2744.0
HumanEval/141,baseline,gemma-1b:cot,0,0,0,0,0.0,7.0,,1.0,6.0,87.62,1.18,0.87,2855.0,2979.0,5834.0
HumanEval/144,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,19.0,,1.0,2.5,88.59,2.0,0.69,3063.0,3264.0,6327.0
HumanEval/144,baseline,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.059,5791.0,12410.0,18201.0
HumanEval/148,baseline,gemma-1b:few_shot,0,0,0,0,0.0,9.0,,1.0,17.0,79.73,1.62,0.666,752.0,798.0,1550.0
HumanEval/148,baseline,gemma-1b:cot,0,0,0,0,0.0,12.0,,1.0,5.0,83.43,1.24,0.722,317.0,337.0,654.0
HumanEval/148,baseline,gemma-1b:scot,0,0,0,0,0.0,14.0,,1.0,5.0,89.81,2.24,0.573,1088.0,1397.0,2485.0
HumanEval/149,baseline,gemma-1b:cot,0,0,0,0,0.0,25.0,,1.0,1.0,100.0,0.14,0.214,745.0,47.0,792.0
HumanEval/149,baseline,gemma-1b:few_shot,0,1,0,1,0.0,64.0,,1.0,4.5,83.74,1.38,0.669,1173.0,429.0,1602.0
HumanEval/149,baseline,gemma-1b:scot,3,3,0,6,0.5,68.0,,1.0,1.86,59.45,0.76,0.007,2155.0,655.0,2810.0
HumanEval/149,baseline,gemma-1b:zero_shot,4,2,0,6,0.667,76.0,,1.0,2.14,84.35,1.62,0.627,2407.0,1099.0,3506.0
HumanEval/150,baseline,gemma-1b:few_shot,0,0,0,0,0.0,17.0,,1.0,4.0,95.13,1.4,0.671,3580.0,1400.0,4980.0
HumanEval/150,baseline,gemma-1b:cot,0,0,0,0,0.0,17.0,,1.0,4.0,97.14,1.4,0.672,2925.0,1246.0,4171.0
HumanEval/150,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,25.0,,1.0,3.0,97.82,1.3,0.741,3730.0,1536.0,5266.0
HumanEval/150,baseline,gemma-1b:scot,0,2,0,2,0.0,33.0,,1.0,14.0,57.62,5.3,0.253,4209.0,2551.0,6760.0
HumanEval/151,baseline,gemma-1b:zero_shot,1,3,0,4,0.25,60.0,,1.0,4.4,75.26,2.33,0.43,4991.0,3126.0,8117.0
HumanEval/151,baseline,gemma-1b:cot,0,0,0,0,0.0,14.0,,1.0,4.0,85.42,1.0,0.868,262.0,198.0,460.0
HumanEval/151,baseline,gemma-1b:scot,0,0,0,0,0.0,15.0,,1.0,5.0,90.4,1.2,0.777,543.0,426.0,969.0
HumanEval/151,baseline,gemma-1b:few_shot,0,0,0,0,0.0,14.0,,1.0,4.0,85.42,1.0,0.888,380.0,210.0,590.0
HumanEval/152,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,27.0,,1.0,3.0,91.76,1.54,0.874,670.0,302.0,972.0
HumanEval/152,baseline,gemma-1b:cot,0,0,0,0,0.0,20.0,,1.0,3.0,71.56,0.62,0.062,348.0,68.0,416.0
HumanEval/152,baseline,gemma-1b:scot,0,0,0,0,0.0,27.0,,1.0,3.0,91.76,1.54,0.872,715.0,370.0,1085.0
HumanEval/152,baseline,gemma-1b:few_shot,0,0,0,0,0.0,27.0,,1.0,3.0,91.43,1.54,0.88,466.0,307.0,773.0
HumanEval/153,baseline,gemma-1b:cot,0,0,0,0,0.0,7.0,,1.0,5.0,87.23,1.19,0.78,857.0,407.0,1264.0
HumanEval/153,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,10.0,,1.0,5.0,86.87,1.22,0.772,1190.0,815.0,2005.0
HumanEval/153,baseline,gemma-1b:scot,0,0,0,0,0.0,12.0,,1.0,3.0,85.54,1.04,0.762,1600.0,1221.0,2821.0
HumanEval/153,baseline,gemma-1b:few_shot,0,0,0,0,0.0,9.0,,1.0,4.5,82.76,1.56,0.73,2109.0,1715.0,3824.0
HumanEval/154,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,9.0,,1.0,9.0,85.26,1.35,0.781,984.0,290.0,1274.0
HumanEval/154,baseline,gemma-1b:cot,0,0,0,0,0.0,9.0,,1.0,4.0,93.1,0.94,0.875,1734.0,492.0,2226.0
HumanEval/154,baseline,gemma-1b:scot,0,0,0,0,0.0,12.0,,1.0,4.0,93.68,1.0,0.866,1994.0,697.0,2691.0
HumanEval/154,baseline,gemma-1b:few_shot,2,0,0,2,1.0,57.0,,0.0,2.67,63.25,0.82,0.024,359.0,130.0,489.0
HumanEval/155,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,14.0,,1.0,3.0,94.75,1.36,0.562,1529.0,287.0,1816.0
HumanEval/155,baseline,gemma-1b:cot,0,0,0,0,0.0,14.0,,1.0,3.0,94.75,1.36,0.562,1714.0,444.0,2158.0
HumanEval/155,baseline,gemma-1b:scot,0,0,0,0,0.0,17.0,,1.0,3.0,93.65,1.45,0.554,204.0,160.0,364.0
HumanEval/155,baseline,gemma-1b:few_shot,1,3,0,4,0.25,77.0,,1.0,2.2,81.87,2.18,0.419,303.0,284.0,587.0
HumanEval/156,baseline,gemma-1b:zero_shot,13,3,0,16,0.812,85.0,,1.0,2.06,66.19,2.89,0.256,171.0,850.0,1021.0
HumanEval/156,baseline,gemma-1b:few_shot,0,0,0,0,0.0,10.0,,1.0,4.0,88.3,1.26,0.438,347.0,340.0,687.0
HumanEval/156,baseline,gemma-1b:cot,0,0,0,0,0.0,11.0,,1.0,3.0,90.72,1.16,0.467,576.0,647.0,1223.0
HumanEval/156,baseline,gemma-1b:scot,10,3,0,13,0.769,83.0,,1.0,2.07,70.44,2.47,0.281,248.0,753.0,1001.0
HumanEval/157,baseline,gemma-1b:scot,0,0,0,0,0.0,57.0,,1.0,1.0,73.59,1.18,0.829,1141.0,911.0,2052.0
HumanEval/158,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,11.0,,1.0,6.0,90.54,1.53,0.677,915.0,399.0,1314.0
HumanEval/158,baseline,gemma-1b:cot,0,0,0,0,0.0,9.0,,1.0,6.0,90.89,1.4,0.696,235.0,238.0,473.0
HumanEval/158,baseline,gemma-1b:few_shot,0,0,0,0,0.0,9.0,,1.0,6.0,91.48,1.4,0.741,1010.0,468.0,1478.0
HumanEval/158,baseline,gemma-1b:scot,0,0,0,0,0.0,12.0,,1.0,6.0,90.28,1.47,0.69,1264.0,709.0,1973.0
HumanEval/157,baseline,gemma-1b:few_shot,0,0,0,0,0.0,50.0,,1.0,1.0,62.07,1.09,0.854,738.0,155.0,893.0
HumanEval/157,baseline,gemma-1b:cot,0,0,0,0,0.0,50.0,,1.0,1.0,62.07,1.09,0.84,1485.0,554.0,2039.0
HumanEval/157,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,40.0,,1.0,4.0,78.48,1.27,0.839,1653.0,713.0,2366.0
HumanEval/159,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,33.0,,1.0,1.0,49.34,1.0,0.901,362.0,351.0,713.0
HumanEval/159,baseline,gemma-1b:cot,0,0,0,0,0.0,19.0,,1.0,2.0,53.29,1.07,0.873,1135.0,729.0,1864.0
HumanEval/159,baseline,gemma-1b:scot,0,0,0,0,0.0,33.0,,1.0,1.0,49.34,1.0,0.901,1574.0,1080.0,2654.0
HumanEval/159,baseline,gemma-1b:few_shot,3,0,0,3,1.0,85.0,,0.2,2.0,72.67,0.21,0.152,2112.0,1174.0,3286.0
HumanEval/160,baseline,gemma-1b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,388.0,737.0
HumanEval/160,baseline,gemma-1b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,742.0,1539.0
HumanEval/161,baseline,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.0,944.0,2707.0
HumanEval/160,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,10.0,,1.0,8.0,80.47,1.62,0.687,272.0,411.0,683.0
HumanEval/160,baseline,gemma-1b:cot,0,0,0,0,0.0,8.0,,1.0,9.0,77.57,1.42,0.753,330.0,401.0,731.0
HumanEval/161,baseline,gemma-1b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,202.0,1149.0
HumanEval/161,baseline,gemma-1b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,202.0,448.0
HumanEval/161,baseline,gemma-1b:cot,0,0,0,0,0.0,11.0,,1.0,4.0,89.78,1.05,0.756,227.0,186.0,413.0
HumanEval/162,baseline,gemma-1b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,423.0,1105.0
HumanEval/162,baseline,gemma-1b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,559.0,1442.0
HumanEval/163,baseline,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,190.0,670.0
HumanEval/162,baseline,gemma-1b:zero_shot,0,0,0,0,0.0,28.0,,1.0,2.0,100.0,1.09,0.685,143.0,142.0,285.0
HumanEval/162,baseline,gemma-1b:few_shot,0,0,0,0,0.0,24.0,,1.0,2.0,100.0,1.0,0.695,462.0,281.0,743.0
HumanEval/163,baseline,gemma-1b:cot,0,0,0,0,0.0,12.0,,1.0,5.0,92.31,1.91,0.653,219.0,213.0,432.0
HumanEval/163,baseline,gemma-1b:scot,0,0,0,0,0.0,22.0,,1.0,4.0,94.1,1.45,0.725,457.0,393.0,850.0
HumanEval/163,baseline,gemma-1b:few_shot,0,1,0,1,0.0,55.0,,1.0,3.5,90.99,1.82,0.631,794.0,646.0,1440.0
HumanEval/141,adversarial,gemma-1b:zero_shot,2,1,0,3,0.667,45.0,,1.0,9.0,67.11,2.55,0.438,2165.0,2048.0,4213.0
HumanEval/145,adversarial,gemma-1b:zero_shot,0,0,0,0,0.0,15.0,,1.0,2.0,95.72,0.95,0.669,4458.0,3513.0,7971.0
HumanEval/143,adversarial,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,9.5,73.67,3.35,0.474,5437.0,4385.0,9822.0
HumanEval/142,adversarial,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,139.0
HumanEval/144,adversarial,gemma-1b:zero_shot,0,0,0,0,0.0,19.0,,1.0,2.5,88.59,2.0,0.686,0.0,0.0,0.0
HumanEval/148,adversarial,gemma-1b:zero_shot,0,0,0,0,0.0,13.0,,1.0,6.0,85.59,1.38,0.681,163.0,0.0,163.0
HumanEval/149,adversarial,gemma-1b:zero_shot,4,2,0,6,0.667,76.0,,1.0,2.14,84.35,1.62,0.634,0.0,0.0,0.0
HumanEval/150,adversarial,gemma-1b:zero_shot,3,2,0,5,0.6,89.0,,1.0,2.33,84.97,2.3,0.496,193.0,0.0,193.0
HumanEval/146,adversarial,gemma-1b:zero_shot,2,6,0,8,0.25,74.0,,1.0,2.33,76.53,2.38,0.515,0.0,0.0,0.0
HumanEval/147,adversarial,gemma-1b:zero_shot,0,0,0,0,0.0,16.0,,1.0,7.0,79.56,1.24,0.681,582.0,304.0,886.0
HumanEval/151,adversarial,gemma-1b:zero_shot,6,3,0,9,0.667,80.0,,1.0,2.3,76.82,2.4,0.496,0.0,0.0,0.0
HumanEval/153,adversarial,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,69.0,250.0
HumanEval/155,adversarial,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,131.0,881.0
HumanEval/152,adversarial,gemma-1b:zero_shot,0,0,0,0,0.0,27.0,,1.0,3.0,91.43,1.54,0.871,0.0,0.0,0.0
HumanEval/154,adversarial,gemma-1b:zero_shot,2,2,0,4,0.5,54.0,,1.0,5.8,65.86,2.88,0.379,0.0,0.0,0.0
HumanEval/159,adversarial,gemma-1b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2074.0,1613.0,3687.0
HumanEval/156,adversarial,gemma-1b:zero_shot,8,5,0,13,0.615,83.0,,1.0,2.07,69.58,2.58,0.277,633.0,325.0,958.0
HumanEval/157,adversarial,gemma-1b:zero_shot,4,2,0,6,0.667,95.0,,1.0,1.86,86.23,2.27,0.54,0.0,0.0,0.0
HumanEval/161,adversarial,gemma-1b:zero_shot,4,4,0,8,0.5,70.0,,1.0,2.0,82.71,1.68,0.479,3745.0,2987.0,6732.0
HumanEval/158,adversarial,gemma-1b:zero_shot,0,0,0,0,0.0,11.0,,1.0,6.0,90.54,1.53,0.677,3745.0,2987.0,6732.0
HumanEval/160,adversarial,gemma-1b:zero_shot,0,9,0,9,0.0,44.0,,1.0,2.7,73.79,2.23,0.515,3745.0,2987.0,6732.0
HumanEval/162,adversarial,gemma-1b:zero_shot,3,4,0,7,0.429,78.0,,1.0,2.0,80.41,2.36,0.329,3745.0,2987.0,6732.0
HumanEval/163,adversarial,gemma-1b:zero_shot,2,5,0,7,0.286,94.0,,1.0,2.25,79.85,2.91,0.401,3745.0,2987.0,6732.0
