task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score
HumanEval/140,atomic_swarm,gemma-12b:cot,0,3,0,3,0.0,64.71,0.0,1.0,1.75,93.47,1.29,0.701,1510,0,1510,2,1,3,0.333,0.408
HumanEval/140,hybrid,gemma-12b:cot,9,16,0,25,0.36,89.04,50.0,1.0,2.0,64.67,5.64,0.202,1345,0,1345,24,1,3,0.0,0.692
HumanEval/140,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.93,77.44,2.71,0.335,2445,0,2445,13,1,3,0.0,0.692
HumanEval/140,swarm,gemma-12b:cot,0,1,0,1,0.0,53.85,0.0,1.0,1.5,88.36,1.0,0.767,4344,0,4344,1,0,3,0.0,0.425
HumanEval/140,soa,gemma-12b:scot,0,14,0,14,0.0,84.21,0.0,1.0,1.93,75.78,2.79,0.347,6980,0,6980,14,1,3,0.0,0.692
HumanEval/140,competitive,gemma-12b:few_shot,0,12,0,12,0.0,82.35,0.0,1.0,1.92,78.91,2.5,0.405,0,0,0,12,1,3,0.0,0.692
HumanEval/140,swarm,gemma-12b:scot,0,2,0,2,0.0,66.67,0.0,1.0,1.67,77.63,2.0,0.437,415,0,415,0,0,3,0.0,0.4
HumanEval/140,baseline,gemma-12b:few_shot,0,11,0,11,0.0,81.25,0.0,1.0,1.92,80.59,2.36,0.42,2069,0,2069,11,1,3,0.0,0.692
HumanEval/140,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.93,77.44,2.71,0.389,1190,0,1190,13,1,3,0.0,0.692
HumanEval/140,atomic_swarm,gemma-12b:scot,0,3,0,3,0.0,64.71,0.0,1.0,1.75,93.47,1.29,0.701,1225,0,1225,2,1,3,0.333,0.408
HumanEval/140,actor_critic,gemma-12b:scot,6,9,0,15,0.4,89.83,75.0,1.0,2.11,68.89,4.64,0.271,466,0,466,0,0,0,1.0,0.0
HumanEval/140,coa,gemma-12b:scot,0,11,0,11,0.0,81.82,0.0,1.0,1.92,81.27,2.64,0.407,169,0,169,7,0,3,0.364,0.484
HumanEval/140,soa,gemma-12b:few_shot,0,15,0,15,0.0,85.0,0.0,1.0,1.94,74.33,2.93,0.338,779,0,779,15,1,3,0.0,0.692
HumanEval/140,coa,gemma-12b:few_shot,0,11,0,11,0.0,81.82,0.0,1.0,1.92,81.27,2.64,0.404,3135,0,3135,7,0,3,0.364,0.484
HumanEval/140,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.94,74.57,3.0,0.333,1383,0,1383,15,1,3,0.0,0.692
HumanEval/140,swarm,gemma-12b:few_shot,0,1,0,1,0.0,53.85,0.0,1.0,1.5,88.36,1.0,0.776,4892,0,4892,1,0,3,0.0,0.425
HumanEval/140,actor_critic,gemma-12b:few_shot,11,1,0,12,0.917,84.62,0.0,1.0,1.86,78.8,3.5,0.328,5331,0,5331,12,1,3,0.0,0.692
HumanEval/140,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.93,77.44,2.71,0.346,6823,0,6823,13,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.93,75.98,2.86,0.346,0,0,0,14,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-12b:cot,14,2,0,16,0.875,91.3,80.0,1.0,2.22,66.39,5.21,0.262,985,0,985,16,1,3,0.0,0.692
HumanEval/140,hybrid,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,2.04,60.99,6.36,0.18,1749,0,1749,11,3,3,0.0,0.775
HumanEval/140,actor_critic,gemma-12b:cot,8,11,0,19,0.421,88.89,0.0,1.0,1.91,69.47,4.57,0.243,5899,0,5899,0,0,0,1.0,0.0
HumanEval/140,consensus,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.93,77.44,2.71,0.344,1491,0,1491,13,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-12b:scot,10,0,0,10,1.0,88.0,75.0,0.0,2.38,71.74,4.0,0.319,615,0,615,0,0,0,1.0,0.0
HumanEval/140,atomic_swarm,gemma-12b:few_shot,0,3,0,3,0.0,64.71,0.0,1.0,1.75,93.47,1.29,0.701,334,0,334,2,1,3,0.333,0.408
HumanEval/140,adversarial,gemma-12b:few_shot,4,8,0,12,0.333,88.89,75.0,1.0,2.13,72.23,4.29,0.286,1305,0,1305,0,0,0,1.0,0.0
HumanEval/140,self_healing,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.93,75.98,2.86,0.358,0,0,0,14,1,3,0.0,0.692
HumanEval/140,self_healing,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.92,78.96,2.57,0.38,637,816,1453,12,1,3,0.0,0.692
HumanEval/140,self_healing,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.92,78.96,2.57,0.38,1277,8686,9963,12,1,3,0.0,0.692
HumanEval/140,self_healing,gemma-12b:few_shot,0,0,0,0,0,9.09,0.0,1.0,4.5,81.48,3.0,0.445,1255,8192,9447,0,0,0,1.0,0.0
HumanEval/141,competitive,gemma-12b:zero_shot,0,9,0,9,0.0,50.0,0.0,1.0,3.7,70.5,2.32,0.448,0,0,0,25,0,3,0.0,0.65
HumanEval/141,baseline,gemma-12b:zero_shot,0,9,0,9,0.0,50.0,0.0,1.0,3.9,69.19,2.41,0.443,2457,0,2457,29,1,3,0.0,0.692
HumanEval/141,competitive,gemma-12b:cot,0,9,0,9,0.0,49.18,0.0,1.0,4.0,68.52,2.45,0.428,0,0,0,29,0,3,0.0,0.65
HumanEval/141,coa,gemma-12b:zero_shot,0,9,0,9,0.0,56.1,0.0,1.0,1.9,83.37,1.68,0.576,868,0,868,5,0,3,0.444,0.414
HumanEval/141,baseline,gemma-12b:cot,0,10,0,10,0.0,39.76,0.0,1.0,5.64,56.52,3.45,0.331,340,0,340,50,0,3,0.0,0.65
HumanEval/141,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,4.18,65.25,2.77,0.411,280,0,280,33,1,3,0.0,0.692
HumanEval/141,atomic_swarm,gemma-12b:zero_shot,0,3,0,3,0.0,37.93,0.0,1.0,1.75,85.55,1.0,0.75,881,0,881,3,1,3,0.0,0.517
HumanEval/141,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,28.0,0.0,1.0,1.5,72.22,0.82,0.796,4174,0,4174,1,0,3,0.0,0.425
HumanEval/141,coa,gemma-12b:cot,0,9,0,9,0.0,56.1,0.0,1.0,1.9,83.37,1.68,0.567,899,0,899,5,0,3,0.444,0.414
HumanEval/141,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,6.21,46.97,5.23,0.236,2820,0,2820,0,0,0,1.0,0.0
HumanEval/141,soa,gemma-12b:cot,0,0,1,1,0.0,,,1.0,4.18,65.25,2.77,0.418,617,0,617,34,1,3,0.0,0.692
HumanEval/141,baseline,gemma-12b:scot,6,2,0,8,0.75,75.0,50.0,1.0,4.18,67.46,3.45,0.393,7180,0,7180,0,0,0,1.0,0.0
HumanEval/141,swarm,gemma-12b:cot,0,1,0,1,0.0,28.0,0.0,1.0,1.5,72.22,0.82,0.793,183,0,183,1,0,3,0.0,0.425
HumanEval/141,hybrid,gemma-12b:cot,5,2,0,7,0.714,70.33,45.0,1.0,5.8,62.54,3.95,0.335,6821,0,6821,0,0,0,1.0,0.0
HumanEval/141,competitive,gemma-12b:scot,0,9,0,9,0.0,47.54,0.0,1.0,4.0,68.52,2.45,0.432,0,0,0,28,0,3,0.0,0.65
HumanEval/141,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,3.58,67.24,2.64,0.414,3405,0,3405,30,1,3,0.0,0.692
HumanEval/141,actor_critic,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.164,6821,0,6821,0,0,0,1.0,0.0
HumanEval/141,competitive,gemma-12b:few_shot,0,9,0,9,0.0,50.85,0.0,1.0,3.8,69.83,2.36,0.434,0,0,0,27,0,3,0.0,0.65
HumanEval/141,consensus,gemma-12b:cot,0,0,1,1,0.0,,,1.0,3.67,66.63,2.68,0.409,2386,0,2386,31,1,3,0.0,0.692
HumanEval/141,baseline,gemma-12b:few_shot,0,9,0,9,0.0,54.55,0.0,1.0,3.4,72.6,2.18,0.478,4615,0,4615,24,1,3,0.0,0.692
HumanEval/141,swarm,gemma-12b:scot,0,1,0,1,0.0,25.0,0.0,1.0,1.5,61.65,0.82,0.78,4161,0,4161,1,0,3,0.0,0.425
HumanEval/141,soa,gemma-12b:scot,0,0,1,1,0.0,,,1.0,4.55,62.98,2.95,0.397,1213,0,1213,38,1,3,0.0,0.692
HumanEval/141,coa,gemma-12b:scot,0,9,0,9,0.0,56.1,0.0,1.0,1.9,83.37,1.68,0.576,2379,0,2379,5,0,3,0.444,0.414
HumanEval/141,atomic_swarm,gemma-12b:scot,0,3,0,3,0.0,37.93,0.0,1.0,1.75,85.55,1.0,0.75,4439,0,4439,3,1,3,0.0,0.517
HumanEval/141,actor_critic,gemma-12b:cot,0,0,1,1,0.0,,,1.0,3.27,54.38,3.95,0.308,4157,0,4157,47,1,3,0.0,0.692
HumanEval/141,adversarial,gemma-12b:zero_shot,6,1,0,7,0.857,69.23,45.45,1.0,4.0,69.78,3.27,0.398,558,0,558,0,0,0,1.0,0.0
HumanEval/141,atomic_swarm,gemma-12b:cot,0,3,0,3,0.0,37.93,0.0,1.0,1.75,85.55,1.0,0.75,1815,0,1815,3,1,3,0.0,0.517
HumanEval/141,soa,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,4.18,65.25,2.77,0.411,280,0,280,33,1,3,0.0,0.692
HumanEval/141,coa,gemma-12b:few_shot,0,9,0,9,0.0,56.1,0.0,1.0,1.9,83.37,1.68,0.576,282,0,282,5,0,3,0.444,0.414
HumanEval/141,adversarial,gemma-12b:cot,7,1,0,8,0.875,75.61,50.0,1.0,4.18,67.33,3.45,0.383,0,0,0,0,0,0,1.0,0.0
HumanEval/141,hybrid,gemma-12b:scot,11,2,0,13,0.846,70.37,45.83,1.0,2.44,70.16,3.32,0.415,0,0,0,0,0,0,1.0,0.0
HumanEval/141,atomic_swarm,gemma-12b:few_shot,0,3,0,3,0.0,37.93,0.0,1.0,1.75,85.55,1.0,0.75,605,0,605,3,1,3,0.0,0.517
HumanEval/141,swarm,gemma-12b:few_shot,0,1,0,1,0.0,28.0,0.0,1.0,1.5,72.22,0.82,0.793,180,0,180,1,0,3,0.0,0.425
HumanEval/141,adversarial,gemma-12b:few_shot,9,0,0,9,1.0,75.9,54.17,0.0,3.36,70.18,3.41,0.385,891,0,891,18,1,3,0.0,0.692
HumanEval/141,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,3.67,66.63,2.68,0.409,3643,0,3643,31,1,3,0.0,0.692
HumanEval/141,adversarial,gemma-12b:scot,13,0,0,13,1.0,69.62,45.83,0.0,2.53,71.86,3.23,0.442,2301,0,2301,13,1,3,0.0,0.692
HumanEval/141,actor_critic,gemma-12b:few_shot,8,4,0,12,0.667,80.22,54.55,1.0,3.36,66.07,3.86,0.347,450,0,450,24,2,3,0.0,0.733
HumanEval/141,consensus,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,4.0,66.41,2.68,0.413,2301,0,2301,31,0,3,0.0,0.65
HumanEval/141,hybrid,gemma-12b:few_shot,9,1,0,10,0.9,72.22,53.85,1.0,5.29,52.86,5.23,0.301,9580,0,9580,48,3,3,0.0,0.775
HumanEval/141,self_healing,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,3.73,68.25,2.55,0.436,0,0,0,28,0,3,0.0,0.65
HumanEval/141,self_healing,gemma-12b:scot,0,0,1,1,0.0,,,1.0,3.91,67.01,2.64,0.42,4441,1023,5464,31,0,3,0.0,0.65
HumanEval/141,self_healing,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,3.82,67.63,2.59,0.424,0,0,0,29,0,3,0.0,0.65
HumanEval/141,self_healing,gemma-12b:cot,0,0,1,1,0.0,,,1.0,3.73,68.25,2.55,0.435,2632,269,2901,28,0,3,0.0,0.65
HumanEval/141,actor_critic,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.96,64.89,3.14,0.4,1166,0,1166,25,1,3,0.0,0.692
HumanEval/142,competitive,gemma-12b:zero_shot,5,5,0,10,0.5,74.07,50.0,1.0,2.23,73.37,2.68,0.458,0,0,0,0,0,0,1.0,0.0
HumanEval/142,baseline,gemma-12b:zero_shot,0,10,0,10,0.0,30.77,0.0,1.0,1.91,63.02,4.26,0.263,432,0,432,0,0,3,0.0,0.4
HumanEval/142,coa,gemma-12b:zero_shot,0,7,0,7,0.0,62.79,0.0,1.0,1.9,75.21,2.05,0.495,1113,0,1113,5,1,3,0.111,0.539
HumanEval/142,baseline,gemma-12b:cot,0,9,0,9,0.0,74.07,0.0,1.0,1.9,65.02,2.95,0.379,2263,0,2263,0,0,3,0.0,0.4
HumanEval/142,competitive,gemma-12b:cot,5,5,0,10,0.5,74.07,50.0,1.0,2.23,73.37,2.68,0.458,0,0,0,0,0,0,1.0,0.0
HumanEval/142,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.94,69.44,2.32,0.449,224,0,224,16,2,3,0.0,0.733
HumanEval/142,swarm,gemma-12b:zero_shot,0,1,0,1,0.0,33.33,0.0,1.0,1.5,88.36,0.74,0.82,366,0,366,1,1,3,0.0,0.467
HumanEval/142,atomic_swarm,gemma-12b:zero_shot,0,3,0,3,0.0,48.15,0.0,1.0,1.5,95.19,1.11,0.74,1624,0,1624,3,1,4,0.0,0.567
HumanEval/142,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.04,56.58,4.63,0.31,3073,0,3073,14,2,4,0.0,0.783
HumanEval/142,actor_critic,gemma-12b:zero_shot,4,11,0,15,0.267,80.56,57.14,1.0,2.22,66.34,3.53,0.394,1402,0,1402,0,0,0,1.0,0.0
HumanEval/142,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.18,73.53,2.16,0.584,2415,0,2415,11,2,3,0.0,0.733
HumanEval/142,coa,gemma-12b:cot,0,7,0,7,0.0,62.79,0.0,1.0,1.9,75.15,2.05,0.495,3460,0,3460,5,1,3,0.111,0.539
HumanEval/142,soa,gemma-12b:cot,0,0,1,1,0.0,,,1.0,1.93,73.17,2.11,0.477,1221,0,1221,14,2,3,0.0,0.733
HumanEval/142,swarm,gemma-12b:cot,0,1,0,1,0.0,33.33,0.0,1.0,1.5,86.9,0.79,0.799,2909,0,2909,1,1,3,0.0,0.467
HumanEval/142,competitive,gemma-12b:scot,5,5,0,10,0.5,74.07,50.0,1.0,2.23,73.37,2.68,0.458,0,0,0,0,0,0,1.0,0.0
HumanEval/142,atomic_swarm,gemma-12b:cot,0,3,0,3,0.0,48.15,0.0,1.0,1.5,94.49,1.16,0.726,525,0,525,3,1,4,0.0,0.567
HumanEval/142,baseline,gemma-12b:scot,2,7,0,9,0.222,73.08,50.0,1.0,2.25,59.16,3.79,0.28,303,0,303,0,0,0,1.0,0.0
HumanEval/142,hybrid,gemma-12b:cot,6,6,0,12,0.5,75.44,50.0,1.0,2.2,71.51,2.79,0.414,6759,0,6759,0,0,0,1.0,0.0
HumanEval/142,actor_critic,gemma-12b:cot,8,8,0,16,0.5,80.95,66.67,1.0,2.37,61.86,4.0,0.344,0,0,0,0,0,0,1.0,0.0
HumanEval/142,consensus,gemma-12b:cot,0,10,0,10,0.0,38.71,0.0,1.0,2.18,71.3,3.16,0.387,3216,0,3216,11,2,3,0.0,0.733
HumanEval/142,baseline,gemma-12b:few_shot,0,10,0,10,0.0,62.16,0.0,1.0,1.91,80.6,1.58,0.559,3536,0,3536,10,2,3,0.0,0.733
HumanEval/142,competitive,gemma-12b:few_shot,5,5,0,10,0.5,74.07,50.0,1.0,2.23,73.37,2.68,0.458,0,0,0,0,0,0,1.0,0.0
HumanEval/142,soa,gemma-12b:scot,0,0,1,1,0.0,,,1.0,1.93,73.17,2.11,0.477,511,0,511,14,2,3,0.0,0.733
HumanEval/142,swarm,gemma-12b:scot,0,1,0,1,0.0,33.33,0.0,1.0,1.5,86.9,0.79,0.789,212,0,212,1,1,3,0.0,0.467
HumanEval/142,atomic_swarm,gemma-12b:scot,0,3,0,3,0.0,48.15,0.0,1.0,1.5,95.19,1.11,0.74,770,0,770,3,1,4,0.0,0.567
HumanEval/142,coa,gemma-12b:scot,0,7,0,7,0.0,62.79,0.0,1.0,1.9,74.67,2.05,0.479,226,0,226,4,1,3,0.111,0.514
HumanEval/142,hybrid,gemma-12b:scot,5,5,0,10,0.5,74.07,50.0,1.0,2.23,61.14,4.21,0.3,2514,0,2514,0,0,0,1.0,0.0
HumanEval/142,adversarial,gemma-12b:zero_shot,5,5,0,10,0.5,79.41,66.67,1.0,2.54,65.77,3.16,0.404,7353,0,7353,0,0,0,1.0,0.0
HumanEval/142,consensus,gemma-12b:scot,0,9,0,9,0.0,37.29,0.0,1.0,2.2,71.28,2.95,0.405,3902,0,3902,10,2,3,0.0,0.733
HumanEval/142,atomic_swarm,gemma-12b:few_shot,0,3,0,3,0.0,48.15,0.0,1.0,1.5,95.19,1.11,0.74,222,0,222,3,1,4,0.0,0.567
HumanEval/142,actor_critic,gemma-12b:scot,2,10,0,12,0.167,76.67,50.0,1.0,2.47,66.32,3.0,0.387,1031,0,1031,0,0,0,1.0,0.0
HumanEval/142,soa,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,1.94,69.44,2.32,0.449,4352,0,4352,16,2,3,0.0,0.733
HumanEval/142,coa,gemma-12b:few_shot,0,7,0,7,0.0,62.79,0.0,1.0,1.9,75.21,2.05,0.495,2105,0,2105,5,1,3,0.111,0.539
