task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,elapsed_s,prompt_tokens,completion_tokens,total_tokens
HumanEval/153,soa,gemma-12b:scot,0,13,0,13,0.0,67.0,,1.0,2.0,77.15,1.7,0.525,19.42,2996.0,0.0,2996.0
HumanEval/154,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,50.58,2.82,0.02,16.04,354.0,0.0,354.0
HumanEval/154,soa,gemma-12b:scot,16,2,0,18,0.889,77.0,,1.0,2.1,62.35,3.24,0.342,16.71,825.0,0.0,825.0
HumanEval/154,soa,gemma-12b:cot,4,0,0,4,1.0,78.0,,0.0,8.33,58.73,3.53,0.308,18.29,237.0,0.0,237.0
HumanEval/154,soa,gemma-12b:few_shot,5,0,0,5,1.0,100.0,,0.5,7.8,41.38,2.29,0.046,15.02,355.0,0.0,355.0
HumanEval/155,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,56.04,3.27,0.039,20.11,349.0,0.0,349.0
HumanEval/155,soa,gemma-12b:scot,10,0,0,10,1.0,100.0,,0.4,2.0,54.32,1.91,0.07,20.45,1224.0,0.0,1224.0
HumanEval/155,soa,gemma-12b:cot,13,0,0,13,1.0,100.0,,0.4,2.0,50.62,2.45,0.03,22.25,1407.0,0.0,1407.0
HumanEval/155,soa,gemma-12b:few_shot,8,1,0,9,0.889,100.0,,1.0,2.0,56.53,1.64,0.055,21.18,1708.0,0.0,1708.0
HumanEval/156,soa,gemma-12b:cot,1,2,0,3,0.333,65.0,,1.0,22.0,28.64,3.95,0.062,16.88,384.0,0.0,384.0
HumanEval/156,soa,gemma-12b:zero_shot,2,3,0,5,0.4,50.0,,1.0,16.0,24.77,4.68,0.03,18.09,553.0,0.0,553.0
HumanEval/156,soa,gemma-12b:scot,3,3,0,6,0.5,86.0,,1.0,7.67,35.61,3.11,0.087,14.9,1156.0,0.0,1156.0
HumanEval/156,soa,gemma-12b:few_shot,1,2,0,3,0.333,71.0,,1.0,10.67,41.81,2.16,0.118,14.32,1501.0,0.0,1501.0
HumanEval/157,soa,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,5.38,56.29,4.09,0.07,16.65,166.0,0.0,166.0
HumanEval/157,soa,gemma-12b:cot,2,5,0,7,0.286,80.0,,1.0,3.78,63.83,5.09,0.277,19.34,1683.0,0.0,1683.0
HumanEval/157,soa,gemma-12b:scot,4,3,0,7,0.571,86.0,,1.0,4.56,66.18,4.36,0.294,19.65,1459.0,0.0,1459.0
HumanEval/157,soa,gemma-12b:few_shot,3,2,0,5,0.6,83.0,,1.0,4.2,52.47,1.91,0.027,18.61,495.0,0.0,495.0
HumanEval/158,soa,gemma-12b:cot,15,0,0,15,1.0,85.0,,0.0,2.29,63.64,3.53,0.32,16.29,739.0,0.0,739.0
HumanEval/158,soa,gemma-12b:few_shot,9,3,0,12,0.75,100.0,,1.0,2.0,52.19,1.67,0.025,14.46,1092.0,0.0,1092.0
HumanEval/158,soa,gemma-12b:scot,14,0,0,14,1.0,84.0,,0.0,2.31,64.9,3.4,0.331,16.09,254.0,0.0,254.0
HumanEval/159,soa,gemma-12b:cot,13,0,0,13,1.0,100.0,,0.2,2.0,51.01,0.93,0.027,16.75,418.0,0.0,418.0
HumanEval/159,soa,gemma-12b:scot,15,1,0,16,0.938,100.0,,1.0,2.0,47.9,1.14,0.03,18.0,855.0,0.0,855.0
HumanEval/159,soa,gemma-12b:few_shot,11,1,0,12,0.917,100.0,,1.0,2.0,52.58,0.83,0.026,18.68,1645.0,0.0,1645.0
HumanEval/160,soa,gemma-12b:cot,10,3,0,13,0.769,90.0,,1.0,2.07,66.95,3.04,0.456,16.45,584.0,0.0,584.0
HumanEval/160,soa,gemma-12b:scot,8,3,0,11,0.727,89.0,,1.0,2.08,70.06,2.73,0.503,15.95,793.0,0.0,793.0
HumanEval/160,soa,gemma-12b:few_shot,8,2,0,10,0.8,100.0,,1.0,2.0,48.21,1.58,0.074,15.53,446.0,0.0,446.0
HumanEval/161,soa,gemma-12b:scot,7,2,0,9,0.778,81.0,,1.0,3.45,63.24,3.0,0.348,15.26,623.0,0.0,623.0
HumanEval/161,soa,gemma-12b:cot,6,4,0,10,0.6,80.0,,1.0,3.5,61.16,3.21,0.312,18.83,379.0,0.0,379.0
HumanEval/161,soa,gemma-12b:few_shot,6,2,0,8,0.75,100.0,,1.0,3.0,50.53,1.32,0.13,15.03,343.0,0.0,343.0
HumanEval/162,soa,gemma-12b:scot,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.311,14.54,218.0,0.0,218.0
HumanEval/162,soa,gemma-12b:few_shot,2,3,0,5,0.4,88.0,,1.0,2.8,57.34,1.55,0.011,15.52,563.0,0.0,563.0
HumanEval/162,soa,gemma-12b:cot,3,7,0,10,0.3,83.0,,1.0,2.08,70.84,3.18,0.289,18.46,762.0,0.0,762.0
HumanEval/163,soa,gemma-12b:zero_shot,9,2,0,11,0.818,100.0,,1.0,1.73,53.62,2.36,0.188,17.41,159.0,0.0,159.0
HumanEval/163,soa,gemma-12b:cot,9,5,0,14,0.643,100.0,,1.0,1.57,50.8,3.18,0.156,17.44,693.0,0.0,693.0
HumanEval/163,soa,gemma-12b:few_shot,8,2,0,10,0.8,100.0,,1.0,2.0,54.11,1.91,0.209,13.86,851.0,0.0,851.0
HumanEval/163,soa,gemma-12b:scot,9,1,0,10,0.9,95.0,,1.0,2.25,73.66,3.45,0.367,17.65,236.0,0.0,236.0
HumanEval/139,swarm,gemma-12b:cot,1,1,0,2,0.5,76.0,,1.0,1.5,73.18,0.67,0.065,24.21,254.0,0.0,254.0
HumanEval/139,swarm,gemma-12b:few_shot,1,0,0,1,1.0,77.0,,0.0,2.0,81.86,0.27,0.11,24.8,693.0,0.0,693.0
HumanEval/139,atomic_swarm,gemma-12b:zero_shot,1,1,0,2,0.5,95.0,,1.0,1.67,68.04,0.8,0.093,22.66,546.0,0.0,546.0
HumanEval/139,swarm,gemma-12b:scot,1,0,0,1,1.0,77.0,,0.0,2.0,81.86,0.27,0.11,26.49,1058.0,0.0,1058.0
HumanEval/139,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,77.0,,0.0,2.0,79.74,0.33,0.187,27.55,1271.0,0.0,1271.0
HumanEval/139,atomic_swarm,gemma-12b:scot,1,1,0,2,0.5,82.0,,1.0,1.33,68.72,1.07,0.088,21.85,1698.0,0.0,1698.0
HumanEval/139,atomic_swarm,gemma-12b:cot,1,2,0,3,0.333,92.0,,1.0,2.33,64.48,1.13,0.072,24.26,204.0,0.0,204.0
HumanEval/139,atomic_swarm,gemma-12b:few_shot,3,0,0,3,1.0,100.0,,0.25,2.0,69.94,0.53,0.13,22.25,322.0,0.0,322.0
HumanEval/139,consensus,gemma-12b:cot,3,3,0,6,0.5,89.0,,1.0,2.5,63.26,1.93,0.083,28.38,3475.0,0.0,3475.0
HumanEval/139,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.12,63.11,2.13,0.06,27.46,1123.0,0.0,1123.0
HumanEval/139,hybrid,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,70.98,1.33,0.069,21.43,530.0,0.0,530.0
HumanEval/139,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.75,56.87,5.33,0.067,54.18,2337.0,0.0,2337.0
HumanEval/139,hybrid,gemma-12b:few_shot,11,4,0,15,0.733,81.0,,1.0,2.25,68.17,5.47,0.192,55.64,2633.0,0.0,2633.0
HumanEval/139,coa,gemma-12b:few_shot,6,2,0,8,0.75,100.0,,1.0,2.0,73.22,1.87,0.08,84.49,534.0,0.0,534.0
HumanEval/139,coa,gemma-12b:cot,5,4,0,9,0.556,100.0,,1.0,2.11,66.41,2.4,0.066,92.24,208.0,0.0,208.0
HumanEval/139,coa,gemma-12b:scot,7,2,0,9,0.778,100.0,,1.0,1.67,71.63,2.47,0.066,94.19,435.0,0.0,435.0
HumanEval/139,coa,gemma-12b:zero_shot,6,2,0,8,0.75,100.0,,1.0,1.88,71.2,2.33,0.075,96.14,585.0,0.0,585.0
HumanEval/139,hybrid,gemma-12b:cot,0,0,1,1,0.0,,,1.0,2.67,58.93,2.53,0.08,95.66,2956.0,0.0,2956.0
HumanEval/139,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.6,72.94,1.73,0.088,115.32,3943.0,0.0,3943.0
HumanEval/139,consensus,gemma-12b:few_shot,1,2,0,3,0.333,100.0,,1.0,3.67,77.77,0.8,0.099,103.07,958.0,0.0,958.0
HumanEval/140,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,100.0,,0.25,2.0,81.86,0.29,0.282,27.65,4359.0,0.0,4359.0
HumanEval/140,swarm,gemma-12b:cot,2,0,0,2,1.0,100.0,,0.25,2.0,74.61,0.43,0.029,27.79,4754.0,0.0,4754.0
HumanEval/140,swarm,gemma-12b:scot,0,1,0,1,0.0,100.0,,1.0,2.0,100.0,0.79,0.094,23.69,6441.0,0.0,6441.0
HumanEval/140,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,100.0,,0.25,2.0,69.94,0.57,0.087,17.64,165.0,0.0,165.0
HumanEval/140,atomic_swarm,gemma-12b:cot,3,0,0,3,1.0,95.0,,0.25,2.67,66.18,1.0,0.133,19.88,779.0,0.0,779.0
HumanEval/140,swarm,gemma-12b:few_shot,1,1,0,2,0.5,100.0,,1.0,2.0,74.61,0.43,0.052,23.4,168.0,0.0,168.0
HumanEval/140,atomic_swarm,gemma-12b:few_shot,2,0,0,2,1.0,94.0,,0.0,2.0,69.94,0.57,0.056,18.65,1053.0,0.0,1053.0
HumanEval/140,atomic_swarm,gemma-12b:scot,9,1,0,10,0.9,100.0,,1.0,2.0,50.0,2.5,0.047,20.89,2640.0,0.0,2640.0
HumanEval/140,coa,gemma-12b:zero_shot,11,0,0,11,1.0,100.0,,0.25,2.0,72.61,1.93,0.077,19.38,1944.0,0.0,1944.0
HumanEval/140,coa,gemma-12b:cot,5,2,0,7,0.714,84.0,,1.0,2.36,67.71,2.29,0.064,25.64,2669.0,0.0,2669.0
HumanEval/140,coa,gemma-12b:scot,8,0,0,8,1.0,91.0,,0.25,2.0,72.75,1.93,0.066,25.29,4342.0,0.0,4342.0
HumanEval/140,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,59.05,2.29,0.069,37.98,4096.0,0.0,4096.0
HumanEval/140,consensus,gemma-12b:few_shot,6,5,0,11,0.545,100.0,,1.0,2.0,53.88,1.57,0.08,34.68,5575.0,0.0,5575.0
HumanEval/140,consensus,gemma-12b:cot,8,7,0,15,0.533,100.0,,1.0,2.0,48.87,2.21,0.071,38.77,1291.0,0.0,1291.0
HumanEval/140,coa,gemma-12b:few_shot,7,0,0,7,1.0,90.0,,0.25,2.0,74.81,1.79,0.071,22.01,3241.0,0.0,3241.0
HumanEval/140,consensus,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.07,57.57,2.29,0.048,37.9,2743.0,0.0,2743.0
HumanEval/140,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,53.4,3.0,0.033,24.36,1158.0,0.0,1158.0
HumanEval/140,hybrid,gemma-12b:cot,9,19,0,28,0.321,90.0,,1.0,2.07,52.87,5.5,0.191,65.74,2281.0,0.0,2281.0
HumanEval/140,hybrid,gemma-12b:scot,13,2,0,15,0.867,90.0,,1.0,2.31,64.49,3.93,0.314,63.21,1561.0,0.0,1561.0
HumanEval/140,hybrid,gemma-12b:few_shot,0,0,1,1,0.0,,,1.0,2.04,52.83,6.07,0.036,59.51,1746.0,0.0,1746.0
HumanEval/141,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,38.0,,0.0,2.0,81.86,0.18,0.117,20.96,3320.0,0.0,3320.0
HumanEval/141,swarm,gemma-12b:cot,1,0,0,1,1.0,54.0,,0.25,2.0,81.86,0.18,0.11,22.06,4314.0,0.0,4314.0
HumanEval/141,swarm,gemma-12b:scot,1,0,0,1,1.0,61.0,,0.0,2.0,81.86,0.18,0.174,21.46,243.0,0.0,243.0
HumanEval/141,atomic_swarm,gemma-12b:zero_shot,3,0,0,3,1.0,86.0,,0.25,2.0,69.94,0.36,0.026,17.67,521.0,0.0,521.0
HumanEval/141,swarm,gemma-12b:few_shot,1,0,0,1,1.0,62.0,,0.0,2.0,81.86,0.18,0.105,22.56,180.0,0.0,180.0
HumanEval/141,atomic_swarm,gemma-12b:few_shot,3,0,0,3,1.0,86.0,,0.25,2.0,69.94,0.36,0.025,18.83,1377.0,0.0,1377.0
HumanEval/141,atomic_swarm,gemma-12b:cot,17,1,0,18,0.944,100.0,,1.0,2.0,45.59,1.77,0.011,22.42,923.0,0.0,923.0
HumanEval/141,atomic_swarm,gemma-12b:scot,3,0,0,3,1.0,86.0,,0.25,2.0,67.83,0.45,0.052,20.29,3220.0,0.0,3220.0
HumanEval/141,coa,gemma-12b:zero_shot,9,0,0,9,1.0,95.0,,0.25,2.0,76.88,1.05,0.039,19.38,2159.0,0.0,2159.0
HumanEval/141,consensus,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,4.0,48.8,2.09,0.01,38.92,4424.0,0.0,4424.0
HumanEval/141,coa,gemma-12b:scot,10,0,0,10,1.0,95.0,,0.25,2.0,74.65,1.14,0.038,23.67,5123.0,0.0,5123.0
HumanEval/141,consensus,gemma-12b:cot,7,3,0,10,0.7,91.0,,1.0,4.3,40.42,2.0,0.014,43.86,7343.0,0.0,7343.0
HumanEval/141,consensus,gemma-12b:scot,6,3,0,9,0.667,88.0,,1.0,4.22,42.61,1.77,0.01,40.71,9293.0,0.0,9293.0
HumanEval/141,consensus,gemma-12b:few_shot,9,1,0,10,0.9,92.0,,1.0,3.1,46.71,1.45,0.016,36.84,10820.0,0.0,10820.0
HumanEval/141,coa,gemma-12b:cot,6,0,0,6,1.0,94.0,,0.25,3.22,64.39,1.59,0.058,28.39,11160.0,0.0,11160.0
HumanEval/141,coa,gemma-12b:few_shot,6,2,0,8,0.75,81.0,,1.0,4.45,51.3,2.55,0.022,28.41,458.0,0.0,458.0
HumanEval/141,hybrid,gemma-12b:cot,6,2,0,8,0.75,68.0,,1.0,5.6,58.39,3.32,0.389,33.13,6546.0,0.0,6546.0
HumanEval/141,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,5.36,49.76,3.14,0.014,72.49,3183.0,0.0,3183.0
HumanEval/141,hybrid,gemma-12b:scot,15,0,0,15,1.0,72.0,,0.0,2.44,68.34,2.68,0.518,94.92,3431.0,0.0,3431.0
HumanEval/141,hybrid,gemma-12b:few_shot,3,1,0,4,0.75,68.0,,1.0,14.6,55.55,4.23,0.028,102.79,9634.0,0.0,9634.0
HumanEval/142,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,50.0,,0.2,2.0,81.86,0.21,0.06,23.16,147.0,0.0,147.0
HumanEval/142,swarm,gemma-12b:cot,2,0,0,2,1.0,58.0,,0.2,2.0,69.77,0.53,0.062,27.0,872.0,0.0,872.0
HumanEval/142,swarm,gemma-12b:scot,1,0,0,1,1.0,55.0,,0.2,2.0,76.55,0.37,0.061,24.72,633.0,0.0,633.0
HumanEval/142,atomic_swarm,gemma-12b:zero_shot,2,1,0,3,0.667,100.0,,1.0,1.67,68.87,0.58,0.071,24.91,2583.0,0.0,2583.0
HumanEval/142,swarm,gemma-12b:few_shot,0,1,0,1,0.0,100.0,,1.0,2.0,75.97,0.21,0.077,27.18,3093.0,0.0,3093.0
HumanEval/142,atomic_swarm,gemma-12b:cot,1,2,0,3,0.333,89.0,,1.0,1.67,84.39,0.68,0.061,21.35,280.0,0.0,280.0
HumanEval/142,atomic_swarm,gemma-12b:scot,1,2,0,3,0.333,97.0,,1.0,1.67,71.78,0.84,0.095,26.12,2068.0,0.0,2068.0
HumanEval/142,atomic_swarm,gemma-12b:few_shot,1,2,0,3,0.333,100.0,,1.0,2.0,69.94,0.42,0.062,19.27,3256.0,0.0,3256.0
HumanEval/142,coa,gemma-12b:zero_shot,2,5,0,7,0.286,95.0,,1.0,2.0,66.06,1.53,0.026,21.84,445.0,0.0,445.0
HumanEval/142,coa,gemma-12b:cot,6,5,0,11,0.545,95.0,,1.0,2.0,67.6,1.63,0.043,21.51,962.0,0.0,962.0
HumanEval/142,consensus,gemma-12b:few_shot,4,6,0,10,0.4,100.0,,1.0,2.0,53.79,1.11,0.06,31.77,1209.0,0.0,1209.0
HumanEval/142,consensus,gemma-12b:cot,4,9,0,13,0.308,100.0,,1.0,2.0,50.19,1.42,0.029,38.06,2792.0,0.0,2792.0
HumanEval/142,consensus,gemma-12b:zero_shot,4,8,0,12,0.333,75.0,,1.0,2.29,68.42,2.37,0.58,41.6,5323.0,0.0,5323.0
HumanEval/142,consensus,gemma-12b:scot,2,8,0,10,0.2,100.0,,1.0,2.0,46.7,2.16,0.083,40.13,7718.0,0.0,7718.0
HumanEval/142,coa,gemma-12b:scot,2,8,0,10,0.2,92.0,,1.0,2.0,60.38,2.0,0.04,28.36,912.0,0.0,912.0
HumanEval/142,coa,gemma-12b:few_shot,4,5,0,9,0.444,95.0,,1.0,2.22,69.03,1.32,0.071,26.06,402.0,0.0,402.0
HumanEval/142,hybrid,gemma-12b:cot,6,7,0,13,0.462,76.0,,1.0,2.27,66.04,2.37,0.474,27.76,3049.0,0.0,3049.0
HumanEval/142,hybrid,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.96,41.53,3.05,0.029,34.94,4762.0,0.0,4762.0
HumanEval/142,hybrid,gemma-12b:few_shot,17,7,0,24,0.708,87.0,,1.0,2.26,54.01,4.74,0.356,33.25,1770.0,0.0,1770.0
HumanEval/142,hybrid,gemma-12b:scot,6,4,0,10,0.6,79.0,,1.0,2.67,65.63,4.21,0.342,37.93,3632.0,0.0,3632.0
HumanEval/143,swarm,gemma-12b:zero_shot,1,0,0,1,1.0,100.0,,1.0,2.0,78.02,0.3,0.064,19.39,3052.0,0.0,3052.0
HumanEval/143,swarm,gemma-12b:cot,1,4,0,5,0.2,59.0,,1.0,2.33,56.52,0.9,0.056,27.57,8764.0,0.0,8764.0
HumanEval/143,swarm,gemma-12b:few_shot,0,1,0,1,0.0,100.0,,0.667,2.0,81.86,0.2,0.091,20.5,183.0,0.0,183.0
HumanEval/143,swarm,gemma-12b:scot,3,4,0,7,0.429,71.0,,1.0,2.25,48.71,1.85,0.064,28.24,5121.0,0.0,5121.0
HumanEval/143,atomic_swarm,gemma-12b:zero_shot,1,2,0,3,0.333,78.0,,1.0,2.0,64.64,0.7,0.07,16.88,911.0,0.0,911.0
