task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,elapsed_s,prompt_tokens,completion_tokens,total_tokens
HumanEval/152,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/151,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.025,,0,0,0
HumanEval/151,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.025,,0,0,0
HumanEval/153,baseline,gemma-1b:zero_shot,0,0,0,0,0,10.0,,1.0,5.0,86.87,1.22,0.772,,333,408,741
HumanEval/153,baseline,gemma-1b:scot,0,0,0,0,0,12.0,,1.0,3.0,85.54,1.04,0.762,,743,814,1557
HumanEval/154,baseline,gemma-1b:scot,0,0,0,0,0,12.0,,1.0,4.0,93.68,1.0,0.866,,593,205,798
HumanEval/154,baseline,gemma-1b:zero_shot,0,0,0,0,0,9.0,,1.0,9.0,85.26,1.35,0.781,,776,495,1271
HumanEval/153,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.017,,0,0,0
HumanEval/153,baseline,gemma-4b:zero_shot,12,0,0,12,1.0,72.0,,0.2,2.38,75.72,1.93,0.495,,333,0,333
HumanEval/153,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.017,,0,0,0
HumanEval/153,baseline,gemma-12b:zero_shot,12,1,0,13,0.923,78.0,,1.0,2.33,70.02,2.22,0.476,,1109,495,1604
HumanEval/153,baseline,gemma-4b:scot,0,0,7,7,0.0,26.0,,1.0,2.62,65.34,2.74,0.416,,1519,495,2014
HumanEval/154,baseline,gemma-4b:zero_shot,6,1,0,7,0.857,69.0,,1.0,4.11,65.61,2.82,0.362,,593,0,593
HumanEval/153,baseline,gemma-12b:scot,9,1,0,10,0.9,76.0,,1.0,2.5,69.76,2.93,0.395,,410,0,410
HumanEval/154,baseline,gemma-4b:scot,2,3,0,5,0.4,57.0,,1.0,5.83,70.79,3.88,0.281,,853,0,853
HumanEval/154,baseline,gemma-12b:zero_shot,2,1,0,3,0.667,71.0,,1.0,11.2,59.53,3.29,0.323,,183,0,183
HumanEval/154,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/155,baseline,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,3.0,94.75,1.36,0.562,,127,157,284
HumanEval/155,baseline,gemma-1b:scot,0,0,0,0,0,17.0,,1.0,3.0,93.65,1.45,0.554,,331,317,648
HumanEval/154,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/154,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/154,baseline,gemma-12b:scot,11,2,0,13,0.846,75.0,,1.0,2.27,72.0,4.06,0.273,,591,317,908
HumanEval/155,baseline,gemma-4b:zero_shot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,,127,0,127
HumanEval/155,baseline,gemma-4b:scot,8,2,0,10,0.8,84.0,,1.0,2.09,77.67,4.73,0.212,,331,0,331
HumanEval/155,baseline,gemma-12b:zero_shot,10,2,0,12,0.833,100.0,,1.0,2.0,51.76,2.27,0.028,,458,0,458
HumanEval/156,baseline,gemma-1b:scot,10,5,0,15,0.667,84.0,,1.0,2.06,68.07,2.68,0.264,,623,1664,2287
HumanEval/156,baseline,gemma-1b:zero_shot,10,5,0,15,0.667,84.0,,1.0,2.06,67.28,2.79,0.261,,375,833,1208
HumanEval/155,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.036,,0,0,0
HumanEval/155,baseline,gemma-12b:scot,8,2,0,10,0.8,84.0,,1.0,2.17,68.21,3.45,0.285,,204,0,204
HumanEval/155,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.036,,0,0,0
HumanEval/155,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.036,,0,0,0
HumanEval/156,baseline,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,,171,0,171
HumanEval/156,baseline,gemma-4b:scot,0,1,0,1,0.0,76.0,,1.0,14.5,70.94,3.32,0.207,,248,0,248
HumanEval/156,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.042,,0,0,0
HumanEval/156,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.042,,0,0,0
HumanEval/156,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.042,,0,0,0
HumanEval/156,baseline,gemma-12b:zero_shot,1,2,0,3,0.333,60.0,,1.0,21.67,28.96,3.89,0.055,,416,158,574
HumanEval/156,baseline,gemma-12b:scot,5,2,0,7,0.714,84.0,,1.0,6.22,61.55,5.16,0.159,,248,0,248
HumanEval/157,baseline,gemma-1b:scot,0,0,0,0,0,57.0,,1.0,1.0,73.59,1.18,0.829,,245,158,403
HumanEval/157,baseline,gemma-1b:zero_shot,4,1,0,5,0.8,95.0,,1.0,2.33,84.94,2.27,0.555,,584,509,1093
HumanEval/157,baseline,gemma-4b:zero_shot,3,2,0,5,0.6,88.0,,1.0,4.33,73.03,3.45,0.38,,168,0,168
HumanEval/157,baseline,gemma-4b:scot,3,1,0,4,0.75,86.0,,1.0,3.2,74.27,3.91,0.327,,413,0,413
HumanEval/158,baseline,gemma-1b:zero_shot,0,0,0,0,0,11.0,,1.0,6.0,90.54,1.53,0.677,,422,244,666
HumanEval/158,baseline,gemma-1b:scot,0,0,0,0,0,12.0,,1.0,6.0,90.28,1.47,0.69,,254,241,495
HumanEval/157,baseline,gemma-12b:zero_shot,3,4,0,7,0.429,88.0,,1.0,4.33,66.85,4.27,0.305,,168,0,168
HumanEval/157,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.022,,0,0,0
HumanEval/157,baseline,gemma-12b:scot,6,2,0,8,0.75,96.0,,1.0,2.0,69.58,4.64,0.28,,245,0,245
HumanEval/157,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.022,,0,0,0
HumanEval/158,baseline,gemma-4b:zero_shot,8,4,0,12,0.667,83.0,,1.0,2.31,69.61,3.07,0.347,,177,0,177
HumanEval/157,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.022,,0,0,0
HumanEval/158,baseline,gemma-4b:scot,9,1,0,10,0.9,81.0,,1.0,2.36,76.74,3.8,0.296,,254,0,254
HumanEval/158,baseline,gemma-12b:zero_shot,10,3,0,13,0.769,84.0,,1.0,2.33,66.2,3.27,0.343,,177,0,177
HumanEval/158,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/158,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/158,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/158,baseline,gemma-12b:scot,8,1,0,9,0.889,81.0,,1.0,2.45,73.91,4.2,0.283,,1475,1068,2543
HumanEval/159,baseline,gemma-1b:cot,0,0,0,0,0,20.0,,1.0,2.0,48.64,1.03,0.888,,782,717,1499
HumanEval/159,baseline,gemma-1b:zero_shot,0,0,0,0,0,33.0,,1.0,1.0,49.34,1.0,0.901,,362,351,713
HumanEval/159,baseline,gemma-1b:scot,0,0,0,0,0,33.0,,1.0,1.0,49.34,1.0,0.901,,1221,1068,2289
HumanEval/159,baseline,gemma-4b:zero_shot,4,7,0,11,0.364,85.0,,1.0,1.92,77.53,1.79,0.689,,362,0,362
HumanEval/159,baseline,gemma-4b:cot,2,7,0,9,0.222,83.0,,1.0,1.9,76.83,1.69,0.702,,420,0,420
HumanEval/159,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.038,,0,0,0
HumanEval/159,baseline,gemma-12b:zero_shot,13,0,0,13,1.0,100.0,,0.2,2.0,51.01,0.93,0.032,,801,0,801
HumanEval/160,baseline,gemma-1b:cot,0,0,0,0,0,7.0,,1.0,9.0,80.54,1.62,0.716,,1041,754,1795
HumanEval/160,baseline,gemma-1b:zero_shot,0,0,0,0,0,10.0,,1.0,8.0,80.99,1.65,0.725,,711,369,1080
HumanEval/159,baseline,gemma-4b:scot,2,9,0,11,0.182,85.0,,1.0,1.92,67.85,2.31,0.535,,439,0,439
HumanEval/159,baseline,gemma-12b:scot,5,3,0,8,0.625,85.0,,1.0,2.1,66.95,2.28,0.476,,439,0,439
HumanEval/159,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.038,,0,0,0
HumanEval/160,baseline,gemma-1b:scot,0,0,0,0,0,17.0,,1.0,4.0,73.87,1.19,0.828,,349,309,658
HumanEval/159,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.038,,0,0,0
HumanEval/160,baseline,gemma-4b:zero_shot,4,7,0,11,0.364,90.0,,1.0,2.42,67.46,3.04,0.461,,272,0,272
HumanEval/160,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.035,,0,0,0
HumanEval/161,baseline,gemma-1b:zero_shot,0,0,0,0,0,12.0,,1.0,5.0,88.43,1.21,0.612,,169,202,371
HumanEval/161,baseline,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,4.0,89.78,1.05,0.756,,396,388,784
HumanEval/160,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.035,,0,0,0
HumanEval/160,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.035,,0,0,0
HumanEval/160,baseline,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,47.41,2.69,0.07,,668,388,1056
HumanEval/160,baseline,gemma-4b:cot,4,9,0,13,0.308,91.0,,1.0,2.36,65.07,3.35,0.435,,998,388,1386
HumanEval/160,baseline,gemma-4b:scot,2,11,0,13,0.154,89.0,,1.0,2.36,70.95,2.88,0.389,,1347,388,1735
HumanEval/160,baseline,gemma-12b:scot,5,4,0,9,0.556,81.0,,1.0,4.27,64.2,3.5,0.315,,1696,388,2084
HumanEval/161,baseline,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,4.0,90.19,1.11,0.76,,246,189,435
HumanEval/161,baseline,gemma-4b:zero_shot,10,4,0,14,0.714,82.0,,1.0,2.27,68.58,2.68,0.358,,169,0,169
HumanEval/161,baseline,gemma-4b:cot,9,5,0,14,0.643,82.0,,1.0,2.27,68.58,2.68,0.335,,396,0,396
HumanEval/161,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/161,baseline,gemma-12b:zero_shot,7,3,0,10,0.7,82.0,,1.0,3.5,60.67,3.32,0.325,,169,0,169
HumanEval/161,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/161,baseline,gemma-4b:scot,7,5,0,12,0.583,81.0,,1.0,2.31,73.39,3.47,0.247,,415,0,415
HumanEval/162,baseline,gemma-1b:zero_shot,0,0,0,0,0,28.0,,1.0,2.0,100.0,1.09,0.685,,558,142,700
HumanEval/161,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/161,baseline,gemma-12b:scot,8,2,0,10,0.8,83.0,,1.0,2.58,72.03,3.53,0.107,,246,0,246
HumanEval/162,baseline,gemma-1b:cot,0,0,0,0,0,19.0,,1.0,2.0,100.0,0.91,0.708,,447,136,583
HumanEval/162,baseline,gemma-1b:scot,0,0,0,0,0,28.0,,1.0,2.0,100.0,1.09,0.685,,220,142,362
HumanEval/163,baseline,gemma-1b:zero_shot,0,0,0,0,0,21.0,,1.0,4.0,94.1,1.45,0.714,,505,190,695
HumanEval/162,baseline,gemma-4b:zero_shot,2,6,0,8,0.25,78.0,,1.0,2.2,74.5,2.82,0.264,,143,0,143
HumanEval/162,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/162,baseline,gemma-4b:cot,2,7,0,9,0.222,82.0,,1.0,2.09,73.71,2.91,0.292,,344,0,344
HumanEval/162,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/162,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/162,baseline,gemma-12b:scot,3,2,0,5,0.6,77.0,,1.0,2.14,79.41,3.91,0.217,,868,190,1058
HumanEval/162,baseline,gemma-12b:zero_shot,3,7,0,10,0.3,83.0,,1.0,2.08,73.92,3.27,0.281,,648,190,838
HumanEval/162,baseline,gemma-4b:scot,2,4,0,6,0.333,78.0,,1.0,2.0,79.69,4.09,0.202,,1088,190,1278
HumanEval/163,baseline,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,5.0,92.31,1.91,0.653,,219,213,432
HumanEval/163,baseline,gemma-1b:scot,0,0,0,0,0,22.0,,1.0,5.0,94.5,1.64,0.69,,238,198,436
HumanEval/163,baseline,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.069,,0,0,0
HumanEval/163,baseline,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.069,,0,0,0
HumanEval/163,baseline,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.069,,0,0,0
HumanEval/163,baseline,gemma-12b:zero_shot,10,3,0,13,0.769,96.0,,1.0,1.93,68.58,4.27,0.337,,734,223,957
HumanEval/163,baseline,gemma-4b:zero_shot,5,7,0,12,0.417,96.0,,1.0,2.23,71.45,3.91,0.312,,354,223,577
HumanEval/163,baseline,gemma-4b:cot,5,7,0,12,0.417,96.0,,1.0,2.23,70.9,3.91,0.32,,573,223,796
HumanEval/163,baseline,gemma-4b:scot,2,5,0,7,0.286,92.0,,1.0,2.38,75.94,4.82,0.27,,972,223,1195
HumanEval/163,baseline,gemma-12b:scot,6,2,0,8,0.75,92.0,,1.0,2.5,72.25,5.27,0.208,,1210,223,1433
HumanEval/151,self_healing,gemma-1b:zero_shot,0,0,0,0,0,12.0,,1.0,5.0,89.43,1.13,0.788,,487,737,1224
HumanEval/151,adversarial,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.025,,0,0,0
HumanEval/151,self_healing,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.025,,0,0,0
HumanEval/152,self_healing,gemma-1b:zero_shot,0,0,0,0,0,27.0,,1.0,3.0,91.43,1.54,0.873,,303,59,362
HumanEval/151,adversarial,gemma-1b:scot,1,4,0,5,0.2,57.0,,1.0,4.67,68.59,2.73,0.405,,1541,667,2208
HumanEval/152,adversarial,gemma-1b:zero_shot,0,0,0,0,0,27.0,,1.0,3.0,91.43,1.54,0.871,,659,362,1021
HumanEval/152,adversarial,gemma-1b:scot,0,0,0,0,0,27.0,,1.0,3.0,91.76,1.54,0.887,,0,0,0
HumanEval/151,adversarial,gemma-4b:scot,10,3,0,13,0.769,81.0,,1.0,2.14,73.01,4.13,0.312,,782,0,782
HumanEval/152,self_healing,gemma-1b:scot,0,0,0,0,0,27.0,,1.0,3.0,91.76,1.54,0.872,,582,0,582
HumanEval/151,adversarial,gemma-12b:scot,0,0,1,1,0.0,,,1.0,2.0,64.11,1.47,0.174,,303,0,303
HumanEval/151,self_healing,gemma-12b:zero_shot,15,0,0,15,1.0,83.0,,0.167,2.19,69.22,3.07,0.407,,582,0,582
HumanEval/152,self_healing,gemma-4b:zero_shot,8,0,0,8,1.0,97.0,,0.0,2.33,77.0,2.92,0.581,,925,0,925
HumanEval/152,adversarial,gemma-4b:zero_shot,8,0,0,8,1.0,97.0,,0.0,2.33,77.0,2.92,0.581,,0,0,0
HumanEval/152,adversarial,gemma-4b:scot,0,0,0,0,0,36.0,,1.0,2.0,48.77,2.54,0.563,,0,0,0
HumanEval/152,adversarial,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/152,self_healing,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/152,adversarial,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/151,self_healing,gemma-4b:scot,9,1,0,10,0.9,79.0,,1.0,2.27,74.66,2.4,0.48,,279,0,279
HumanEval/152,self_healing,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/152,adversarial,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.08,57.58,2.54,0.028,,0,0,0
HumanEval/152,adversarial,gemma-12b:scot,10,0,0,10,1.0,98.0,,0.0,2.25,72.8,3.46,0.548,,1067,949,2016
HumanEval/153,self_healing,gemma-1b:zero_shot,0,0,0,0,0,9.0,,1.0,6.0,86.74,1.22,0.79,,1232,0,1232
HumanEval/153,self_healing,gemma-1b:scot,0,0,0,0,0,10.0,,1.0,5.0,86.87,1.22,0.765,,3015,0,3015
HumanEval/152,self_healing,gemma-12b:scot,8,0,0,8,1.0,98.0,,0.0,2.2,67.9,4.69,0.507,,1821,0,1821
HumanEval/152,self_healing,gemma-4b:scot,7,2,0,9,0.778,98.0,,1.0,1.9,70.06,4.85,0.47,,1821,0,1821
HumanEval/153,adversarial,gemma-1b:zero_shot,0,0,0,0,0,10.0,,1.0,5.0,87.51,1.22,0.77,,990,0,990
HumanEval/153,adversarial,gemma-1b:scot,0,0,0,0,0,10.0,,1.0,5.0,86.87,1.22,0.765,,1821,0,1821
HumanEval/152,self_healing,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.9,63.79,1.92,0.021,,0,0,0
HumanEval/153,adversarial,gemma-4b:zero_shot,9,3,0,12,0.75,72.0,,1.0,2.38,75.72,1.93,0.499,,0,0,0
HumanEval/153,adversarial,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.017,,0,0,0
HumanEval/153,adversarial,gemma-4b:scot,6,2,0,8,0.75,68.0,,1.0,2.56,65.54,2.7,0.411,,1014,0,1014
HumanEval/153,self_healing,gemma-4b:scot,0,0,0,0,0,12.0,,1.0,7.0,35.3,2.48,0.405,,399,0,399
HumanEval/153,self_healing,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.017,,0,0,0
HumanEval/153,self_healing,gemma-12b:zero_shot,13,0,0,13,1.0,78.0,,0.2,2.33,70.02,2.22,0.484,,322,0,322
HumanEval/153,adversarial,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.017,,0,0,0
HumanEval/153,self_healing,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.017,,0,0,0
HumanEval/153,self_healing,gemma-4b:zero_shot,8,3,0,11,0.727,73.0,,1.0,2.5,75.69,1.93,0.503,,344,833,1177
HumanEval/153,adversarial,gemma-12b:zero_shot,13,0,0,13,1.0,78.0,,0.2,2.33,70.45,2.22,0.488,,0,0,0
HumanEval/154,self_healing,gemma-1b:zero_shot,0,0,0,0,0,12.0,,1.0,4.0,93.68,1.0,0.836,,0,0,0
HumanEval/153,adversarial,gemma-12b:scot,11,0,0,11,1.0,73.0,,0.2,2.5,75.79,1.93,0.53,,445,734,1179
HumanEval/154,adversarial,gemma-1b:zero_shot,1,3,0,4,0.25,65.0,,1.0,5.4,67.28,2.76,0.395,,196,0,196
HumanEval/154,self_healing,gemma-1b:scot,0,0,0,0,0,9.0,,1.0,9.0,85.26,1.35,0.781,,0,0,0
HumanEval/153,self_healing,gemma-12b:scot,10,0,0,10,1.0,77.0,,0.2,2.5,72.29,2.07,0.491,,196,0,196
HumanEval/154,adversarial,gemma-1b:scot,13,0,0,13,1.0,73.0,,0.0,2.14,71.19,2.53,0.404,,0,0,0
HumanEval/154,adversarial,gemma-4b:zero_shot,6,1,0,7,0.857,67.0,,1.0,3.78,68.7,2.71,0.374,,196,0,196
HumanEval/154,adversarial,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/154,self_healing,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/154,adversarial,gemma-4b:scot,0,0,0,0,0,16.0,,1.0,3.0,42.58,1.94,0.421,,0,0,0
HumanEval/154,adversarial,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/154,self_healing,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.016,,0,0,0
HumanEval/154,adversarial,gemma-12b:scot,10,0,0,10,1.0,72.0,,0.0,2.33,72.36,2.35,0.467,,0,0,0
HumanEval/154,adversarial,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,5.11,41.74,5.47,0.107,,0,0,0
HumanEval/155,adversarial,gemma-1b:zero_shot,1,6,0,7,0.143,82.0,,1.0,2.12,74.97,2.82,0.338,,1395,998,2393
HumanEval/154,self_healing,gemma-4b:zero_shot,6,1,0,7,0.857,68.0,,1.0,4.0,66.31,2.76,0.368,,193,160,353
HumanEval/154,self_healing,gemma-4b:scot,10,2,0,12,0.833,69.0,,1.0,2.31,74.38,3.53,0.315,,0,0,0
HumanEval/155,self_healing,gemma-1b:scot,0,0,0,0,0,17.0,,1.0,3.0,93.65,1.45,0.554,,1095,160,1255
HumanEval/155,adversarial,gemma-1b:scot,1,5,0,6,0.167,80.0,,1.0,2.14,77.57,2.55,0.364,,923,160,1083
HumanEval/154,self_healing,gemma-12b:scot,13,2,0,15,0.867,74.0,,1.0,2.12,66.99,2.76,0.387,,0,0,0
HumanEval/155,self_healing,gemma-1b:zero_shot,0,0,0,0,0,17.0,,1.0,3.0,93.65,1.45,0.554,,140,0,140
HumanEval/155,self_healing,gemma-4b:zero_shot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,,0,0,0
HumanEval/155,adversarial,gemma-4b:zero_shot,11,0,0,11,1.0,84.0,,0.0,2.08,68.87,3.45,0.279,,140,0,140
HumanEval/155,self_healing,gemma-4b:scot,6,0,0,6,1.0,84.0,,0.0,3.14,76.62,4.64,0.206,,396,0,396
HumanEval/155,adversarial,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.036,,0,0,0
HumanEval/155,self_healing,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.036,,0,0,0
HumanEval/155,adversarial,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.036,,0,0,0
HumanEval/155,adversarial,gemma-4b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.297,,386,0,386
HumanEval/155,self_healing,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.036,,0,0,0
HumanEval/155,adversarial,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.75,57.44,3.45,0.059,,674,0,674
HumanEval/155,adversarial,gemma-12b:scot,11,0,0,11,1.0,85.0,,0.0,2.15,67.72,3.64,0.264,,0,0,0
HumanEval/156,adversarial,gemma-1b:zero_shot,7,5,0,12,0.583,83.0,,1.0,2.08,70.8,2.47,0.286,,0,0,0
HumanEval/156,adversarial,gemma-1b:scot,7,5,0,12,0.583,83.0,,1.0,2.08,70.8,2.47,0.286,,1965,658,2623
HumanEval/155,self_healing,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,1.69,57.52,3.55,0.056,,1965,658,2623
HumanEval/156,self_healing,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,3.0,90.33,1.21,0.464,,0,0,0
HumanEval/155,self_healing,gemma-12b:scot,10,0,0,10,1.0,100.0,,0.4,2.0,54.32,1.91,0.07,,1481,310,1791
HumanEval/156,self_healing,gemma-4b:scot,10,0,0,10,1.0,81.0,,0.0,2.09,75.66,3.26,0.198,,0,0,0
HumanEval/156,adversarial,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,,0,0,0
HumanEval/156,adversarial,gemma-4b:scot,2,2,0,4,0.5,81.0,,1.0,6.0,70.39,3.74,0.178,,0,0,0
HumanEval/156,self_healing,gemma-1b:scot,7,3,0,10,0.7,81.0,,1.0,2.09,73.4,2.26,0.305,,0,0,0
HumanEval/156,adversarial,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.042,,0,0,0
HumanEval/156,self_healing,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.042,,0,0,0
HumanEval/156,adversarial,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.042,,0,0,0
HumanEval/156,adversarial,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.042,,0,0,0
HumanEval/156,self_healing,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.042,,0,0,0
HumanEval/156,adversarial,gemma-12b:zero_shot,0,3,0,3,0.0,60.0,,1.0,15.4,49.67,4.58,0.155,,181,69,250
HumanEval/156,self_healing,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,,2418,1208,3626
