task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,elapsed_s,prompt_tokens,completion_tokens,total_tokens
HumanEval/141,competitive,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.001,,291,0,291
HumanEval/141,competitive,gemma-1b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.002,,291,0,291
HumanEval/141,competitive,gemma-12b:few_shot,8,1,0,9,0.889,98.0,,1.0,4.11,43.1,1.73,0.026,,0,0,0
HumanEval/142,competitive,gemma-1b:zero_shot,0,0,0,0,0,9.0,,1.0,7.0,86.31,1.11,0.901,,0,0,0
HumanEval/142,competitive,gemma-1b:cot,0,0,0,0,0,9.0,,1.0,6.0,87.39,1.0,0.93,,235,0,235
HumanEval/142,competitive,gemma-1b:few_shot,0,0,0,0,0,9.0,,1.0,7.0,86.31,1.11,0.901,,0,0,0
HumanEval/142,competitive,gemma-1b:scot,0,0,0,0,0,9.0,,1.0,6.0,87.39,1.0,0.93,,0,0,0
HumanEval/142,competitive,gemma-4b:zero_shot,2,7,0,9,0.222,71.0,,1.0,2.3,73.0,1.89,0.612,,1175,0,1175
HumanEval/142,competitive,gemma-4b:cot,1,7,0,8,0.125,70.0,,1.0,2.33,74.33,1.79,0.622,,1175,0,1175
HumanEval/142,competitive,gemma-4b:scot,1,7,0,8,0.125,70.0,,1.0,2.33,74.33,1.79,0.622,,1175,0,1175
HumanEval/142,competitive,gemma-4b:few_shot,1,7,0,8,0.125,70.0,,1.0,2.33,74.33,1.79,0.622,,1175,0,1175
HumanEval/142,competitive,gemma-12b:zero_shot,5,5,0,10,0.5,74.0,,1.0,2.33,70.75,2.16,0.563,,0,0,0
HumanEval/142,competitive,gemma-12b:cot,5,5,0,10,0.5,74.0,,1.0,2.33,70.75,2.16,0.563,,0,0,0
HumanEval/142,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.039,,0,0,0
HumanEval/142,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.039,,0,0,0
HumanEval/142,competitive,gemma-12b:scot,5,5,0,10,0.5,74.0,,1.0,2.33,70.75,2.16,0.563,,0,0,0
HumanEval/142,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.039,,0,0,0
HumanEval/143,competitive,gemma-1b:zero_shot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,,446,554,1000
HumanEval/143,competitive,gemma-1b:cot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,,446,554,1000
HumanEval/142,competitive,gemma-12b:few_shot,6,5,0,11,0.545,75.0,,1.0,2.31,69.76,2.26,0.548,,0,0,0
HumanEval/142,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.039,,0,0,0
HumanEval/143,competitive,gemma-1b:scot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,,446,554,1000
HumanEval/143,competitive,gemma-1b:few_shot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,,0,0,0
HumanEval/143,competitive,gemma-4b:cot,7,4,0,11,0.636,94.0,,1.0,2.23,75.14,2.65,0.454,,0,0,0
HumanEval/143,competitive,gemma-4b:zero_shot,7,4,0,11,0.636,94.0,,1.0,2.23,75.14,2.65,0.454,,0,0,0
HumanEval/143,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.031,,0,0,0
HumanEval/143,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.031,,0,0,0
HumanEval/143,competitive,gemma-4b:scot,4,6,0,10,0.4,94.0,,1.0,2.25,76.25,2.55,0.476,,892,0,892
HumanEval/143,competitive,gemma-4b:few_shot,7,4,0,11,0.636,94.0,,1.0,2.23,75.14,2.65,0.454,,892,0,892
HumanEval/143,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.031,,0,0,0
HumanEval/143,competitive,gemma-12b:zero_shot,4,9,0,13,0.308,94.0,,1.0,2.25,71.24,2.85,0.408,,0,0,0
HumanEval/143,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.031,,0,0,0
HumanEval/143,competitive,gemma-12b:scot,4,9,0,13,0.308,94.0,,1.0,2.25,71.24,2.85,0.408,,217,160,377
HumanEval/143,competitive,gemma-12b:cot,4,9,0,13,0.308,94.0,,1.0,2.25,71.24,2.85,0.408,,217,81,298
HumanEval/143,competitive,gemma-12b:few_shot,4,8,0,12,0.333,94.0,,1.0,2.27,72.44,2.75,0.422,,217,81,298
HumanEval/144,competitive,gemma-1b:zero_shot,0,0,0,0,0,13.0,,1.0,3.5,56.11,1.62,0.055,,0,0,0
HumanEval/144,competitive,gemma-1b:cot,0,0,0,0,0,16.0,,1.0,4.0,66.27,0.77,0.098,,0,0,0
HumanEval/144,competitive,gemma-1b:scot,0,0,0,0,0,16.0,,1.0,4.0,66.27,0.77,0.098,,217,0,217
HumanEval/144,competitive,gemma-1b:few_shot,0,0,0,0,0,16.0,,1.0,4.0,66.27,0.77,0.098,,217,0,217
HumanEval/144,competitive,gemma-4b:zero_shot,2,1,0,3,0.667,78.0,,1.0,5.75,73.09,3.08,0.51,,434,0,434
HumanEval/144,competitive,gemma-4b:few_shot,2,1,0,3,0.667,81.0,,1.0,5.5,73.92,3.0,0.518,,434,0,434
HumanEval/144,competitive,gemma-4b:scot,2,1,0,3,0.667,78.0,,1.0,5.75,73.09,3.08,0.51,,434,0,434
HumanEval/144,competitive,gemma-4b:cot,2,1,0,3,0.667,78.0,,1.0,5.75,73.09,3.08,0.508,,434,0,434
HumanEval/144,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.009,,0,0,0
HumanEval/144,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.009,,0,0,0
HumanEval/144,competitive,gemma-12b:zero_shot,2,1,0,3,0.667,80.0,,1.0,14.6,53.59,5.38,0.321,,434,0,434
HumanEval/144,competitive,gemma-12b:cot,1,2,0,3,0.333,67.0,,1.0,11.6,59.37,4.54,0.355,,434,0,434
HumanEval/144,competitive,gemma-12b:few_shot,1,2,0,3,0.333,70.0,,1.0,8.6,66.24,3.69,0.42,,0,0,0
HumanEval/144,competitive,gemma-12b:scot,1,2,0,3,0.333,64.0,,1.0,11.8,58.81,4.62,0.354,,0,0,0
HumanEval/144,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.009,,0,0,0
HumanEval/144,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.009,,0,0,0
HumanEval/145,competitive,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,1.0,95.12,0.8,0.634,,0,0,0
HumanEval/145,competitive,gemma-1b:cot,0,0,0,0,0,14.0,,1.0,1.0,95.12,0.8,0.634,,0,0,0
HumanEval/145,competitive,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,1.0,95.12,0.8,0.634,,0,0,0
HumanEval/145,competitive,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,1.0,95.12,0.8,0.634,,0,0,0
HumanEval/145,competitive,gemma-4b:zero_shot,3,5,0,8,0.375,72.0,,1.0,1.89,78.19,1.65,0.393,,0,0,0
HumanEval/145,competitive,gemma-4b:cot,4,4,0,8,0.5,72.0,,1.0,1.89,78.19,1.65,0.398,,0,0,0
HumanEval/145,competitive,gemma-4b:scot,4,4,0,8,0.5,72.0,,1.0,1.89,78.19,1.65,0.398,,191,0,191
HumanEval/145,competitive,gemma-4b:few_shot,3,5,0,8,0.375,72.0,,1.0,1.89,78.19,1.65,0.393,,191,0,191
HumanEval/145,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.022,,0,0,0
HumanEval/145,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.022,,0,0,0
HumanEval/145,competitive,gemma-12b:zero_shot,4,6,0,10,0.4,75.0,,1.0,2.0,73.43,1.9,0.374,,191,0,191
HumanEval/145,competitive,gemma-12b:cot,4,6,0,10,0.4,75.0,,1.0,2.0,73.43,1.9,0.374,,191,0,191
HumanEval/145,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.022,,0,0,0
HumanEval/145,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.022,,0,0,0
HumanEval/145,competitive,gemma-12b:scot,5,5,0,10,0.5,75.0,,1.0,2.0,73.63,1.9,0.364,,0,0,0
HumanEval/145,competitive,gemma-12b:few_shot,5,5,0,10,0.5,75.0,,1.0,2.0,73.63,1.9,0.364,,0,0,0
HumanEval/146,competitive,gemma-1b:zero_shot,0,0,0,0,0,10.0,,1.0,7.0,87.41,1.54,0.626,,192,0,192
HumanEval/146,competitive,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,5.0,91.26,1.08,0.751,,384,0,384
HumanEval/146,competitive,gemma-1b:cot,0,0,0,0,0,14.0,,1.0,5.0,91.26,1.08,0.751,,384,0,384
HumanEval/146,competitive,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,5.0,91.26,1.08,0.751,,0,0,0
HumanEval/146,competitive,gemma-4b:zero_shot,10,2,0,12,0.833,82.0,,1.0,2.31,67.9,3.31,0.354,,0,0,0
HumanEval/146,competitive,gemma-4b:cot,10,2,0,12,0.833,82.0,,1.0,2.31,67.9,3.31,0.354,,192,0,192
HumanEval/146,competitive,gemma-4b:scot,10,2,0,12,0.833,82.0,,1.0,2.31,67.9,3.31,0.354,,0,0,0
HumanEval/146,competitive,gemma-4b:few_shot,11,1,0,12,0.917,82.0,,1.0,2.31,67.9,3.31,0.354,,192,0,192
HumanEval/146,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/146,competitive,gemma-12b:zero_shot,7,5,0,12,0.583,82.0,,1.0,2.29,67.03,3.15,0.357,,192,0,192
HumanEval/146,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/146,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/146,competitive,gemma-12b:cot,7,3,0,10,0.7,81.0,,1.0,2.33,70.46,2.85,0.384,,192,0,192
HumanEval/146,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.026,,0,0,0
HumanEval/146,competitive,gemma-12b:scot,9,4,0,13,0.692,83.0,,1.0,2.27,65.73,3.31,0.321,,192,0,192
HumanEval/146,competitive,gemma-12b:few_shot,7,3,0,10,0.7,81.0,,1.0,2.33,69.99,2.85,0.353,,0,0,0
HumanEval/147,competitive,gemma-1b:zero_shot,0,0,0,0,0,16.0,,1.0,5.0,80.46,1.24,0.675,,0,0,0
HumanEval/147,competitive,gemma-1b:cot,0,0,0,0,0,16.0,,1.0,7.0,79.56,1.24,0.681,,0,0,0
HumanEval/147,competitive,gemma-1b:scot,0,0,0,0,0,16.0,,1.0,7.0,79.56,1.24,0.681,,0,0,0
HumanEval/147,competitive,gemma-1b:few_shot,0,0,0,0,0,16.0,,1.0,7.0,79.56,1.24,0.681,,244,0,244
HumanEval/147,competitive,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,,244,0,244
HumanEval/147,competitive,gemma-4b:cot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,,488,0,488
HumanEval/147,competitive,gemma-4b:few_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,,0,0,0
HumanEval/147,competitive,gemma-4b:scot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,,0,0,0
HumanEval/147,competitive,gemma-12b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.42,74.07,2.53,0.445,,0,0,0
HumanEval/147,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.03,,0,0,0
HumanEval/147,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.03,,0,0,0
HumanEval/147,competitive,gemma-12b:cot,4,6,0,10,0.4,87.0,,1.0,2.42,74.07,2.53,0.445,,488,0,488
HumanEval/147,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.03,,0,0,0
HumanEval/147,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.03,,0,0,0
HumanEval/147,competitive,gemma-12b:scot,4,6,0,10,0.4,87.0,,1.0,2.42,74.07,2.53,0.445,,0,0,0
HumanEval/147,competitive,gemma-12b:few_shot,4,6,0,10,0.4,87.0,,1.0,2.42,74.07,2.53,0.445,,536,1136,1672
HumanEval/148,competitive,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,5.0,90.48,2.19,0.596,,0,0,0
HumanEval/148,competitive,gemma-1b:zero_shot,0,0,0,0,0,11.0,,1.0,5.0,90.48,2.19,0.596,,0,0,0
HumanEval/148,competitive,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,5.0,90.48,2.19,0.596,,268,0,268
HumanEval/148,competitive,gemma-1b:few_shot,0,0,0,0,0,11.0,,1.0,5.0,90.48,2.19,0.57,,0,0,0
HumanEval/148,competitive,gemma-4b:zero_shot,9,3,0,12,0.75,86.0,,1.0,2.15,75.13,2.52,0.557,,536,0,536
HumanEval/148,competitive,gemma-4b:cot,5,7,0,12,0.417,86.0,,1.0,2.15,75.13,2.52,0.544,,536,0,536
HumanEval/148,competitive,gemma-4b:scot,11,3,0,14,0.786,87.0,,1.0,2.13,72.87,2.71,0.535,,0,0,0
HumanEval/148,competitive,gemma-4b:few_shot,7,7,0,14,0.5,87.0,,1.0,2.13,72.87,2.71,0.535,,268,0,268
HumanEval/148,competitive,gemma-12b:zero_shot,11,2,0,13,0.846,100.0,,1.0,2.0,51.01,1.29,0.017,,268,0,268
HumanEval/148,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.021,,0,0,0
HumanEval/148,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.021,,0,0,0
HumanEval/148,competitive,gemma-12b:cot,9,2,0,11,0.818,84.0,,1.0,2.15,74.88,2.33,0.522,,536,0,536
HumanEval/148,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.021,,0,0,0
HumanEval/148,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.021,,0,0,0
HumanEval/148,competitive,gemma-12b:few_shot,12,2,0,14,0.857,100.0,,1.0,2.0,49.91,1.38,0.019,,0,0,0
HumanEval/148,competitive,gemma-12b:scot,11,2,0,13,0.846,100.0,,1.0,2.0,51.01,1.29,0.019,,261,269,530
HumanEval/149,competitive,gemma-1b:zero_shot,0,0,0,0,0,18.0,,1.0,3.0,80.85,1.05,0.791,,0,0,0
HumanEval/149,competitive,gemma-1b:cot,0,0,0,0,0,18.0,,1.0,3.0,80.85,1.05,0.791,,261,0,261
HumanEval/149,competitive,gemma-1b:scot,0,0,0,0,0,18.0,,1.0,3.0,81.84,1.05,0.8,,261,0,261
HumanEval/149,competitive,gemma-1b:few_shot,0,0,0,0,0,18.0,,1.0,3.0,81.84,1.05,0.8,,261,0,261
HumanEval/149,competitive,gemma-4b:zero_shot,6,3,0,9,0.667,80.0,,1.0,2.1,80.76,1.9,0.55,,0,0,0
HumanEval/149,competitive,gemma-4b:cot,8,1,0,9,0.889,80.0,,1.0,2.1,80.76,1.9,0.56,,261,0,261
HumanEval/149,competitive,gemma-4b:scot,7,1,0,8,0.875,79.0,,1.0,2.11,82.0,1.81,0.578,,261,0,261
HumanEval/149,competitive,gemma-4b:few_shot,7,1,0,8,0.875,79.0,,1.0,2.11,82.0,1.81,0.578,,522,0,522
HumanEval/149,competitive,gemma-12b:zero_shot,9,1,0,10,0.9,78.0,,1.0,2.17,78.94,1.9,0.515,,261,0,261
HumanEval/149,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.025,,0,0,0
HumanEval/149,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.025,,0,0,0
HumanEval/149,competitive,gemma-12b:cot,10,0,0,10,1.0,78.0,,0.0,2.17,78.94,1.9,0.517,,0,0,0
HumanEval/149,competitive,gemma-12b:scot,10,0,0,10,1.0,78.0,,0.0,2.17,78.94,1.9,0.515,,0,0,0
HumanEval/149,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.025,,0,0,0
HumanEval/149,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.025,,0,0,0
HumanEval/149,competitive,gemma-12b:few_shot,10,1,0,11,0.909,79.0,,1.0,2.15,77.58,2.0,0.491,,0,0,0
HumanEval/150,competitive,gemma-1b:zero_shot,0,0,0,0,0,20.0,,1.0,3.0,97.23,1.2,0.754,,159,147,306
HumanEval/150,competitive,gemma-1b:cot,0,0,0,0,0,20.0,,1.0,3.0,97.23,1.2,0.754,,0,0,0
HumanEval/150,competitive,gemma-1b:scot,0,0,0,0,0,17.0,,1.0,4.0,97.14,1.4,0.672,,159,0,159
HumanEval/150,competitive,gemma-1b:few_shot,0,0,0,0,0,17.0,,1.0,4.0,97.14,1.4,0.672,,159,0,159
HumanEval/150,competitive,gemma-4b:cot,8,0,0,8,1.0,91.0,,0.25,2.22,76.44,3.1,0.41,,159,0,159
HumanEval/150,competitive,gemma-4b:zero_shot,8,0,0,8,1.0,91.0,,0.25,2.22,76.44,3.1,0.434,,159,0,159
HumanEval/150,competitive,gemma-4b:scot,8,0,0,8,1.0,91.0,,0.25,2.22,76.44,3.1,0.434,,318,0,318
HumanEval/150,competitive,gemma-4b:few_shot,8,0,0,8,1.0,91.0,,0.25,2.22,76.44,3.1,0.434,,0,0,0
HumanEval/150,competitive,gemma-12b:zero_shot,5,0,0,5,1.0,94.0,,0.25,4.25,64.64,4.4,0.128,,0,0,0
HumanEval/150,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.034,,0,0,0
HumanEval/150,competitive,gemma-12b:cot,5,0,0,5,1.0,94.0,,0.25,4.25,64.64,4.4,0.128,,0,0,0
HumanEval/150,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.034,,0,0,0
HumanEval/150,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.034,,0,0,0
HumanEval/150,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.034,,0,0,0
HumanEval/150,competitive,gemma-12b:scot,5,0,0,5,1.0,93.0,,0.25,3.88,67.24,4.1,0.276,,426,112,538
HumanEval/150,competitive,gemma-12b:few_shot,5,0,0,5,1.0,93.0,,0.25,3.88,67.24,4.1,0.276,,426,112,538
HumanEval/151,competitive,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,4.0,70.27,0.4,0.351,,213,56,269
HumanEval/151,competitive,gemma-1b:cot,0,0,0,0,0,14.0,,1.0,4.0,70.27,0.4,0.351,,0,0,0
HumanEval/151,competitive,gemma-1b:scot,0,0,0,0,0,12.0,,1.0,5.0,66.87,0.53,0.135,,0,0,0
HumanEval/151,competitive,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,4.0,70.27,0.4,0.351,,426,0,426
HumanEval/151,competitive,gemma-4b:zero_shot,6,5,0,11,0.545,80.0,,1.0,2.17,74.49,2.53,0.425,,852,0,852
HumanEval/151,competitive,gemma-4b:cot,7,4,0,11,0.636,80.0,,1.0,2.17,74.38,2.53,0.422,,852,0,852
HumanEval/151,competitive,gemma-4b:few_shot,7,4,0,11,0.636,80.0,,1.0,2.17,74.38,2.53,0.422,,0,0,0
HumanEval/151,competitive,gemma-4b:scot,7,4,0,11,0.636,80.0,,1.0,2.17,74.38,2.53,0.422,,0,0,0
HumanEval/151,competitive,gemma-12b:cot,12,0,0,12,1.0,81.0,,0.167,2.29,69.98,2.73,0.43,,213,0,213
HumanEval/151,competitive,gemma-12b:zero_shot,16,1,0,17,0.941,100.0,,1.0,2.0,44.31,2.33,0.011,,213,0,213
HumanEval/151,competitive,gemma-27b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.02,,0,0,0
HumanEval/151,competitive,gemma-27b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.02,,0,0,0
HumanEval/151,competitive,gemma-12b:scot,16,1,0,17,0.941,100.0,,1.0,2.0,44.31,2.33,0.011,,0,0,0
HumanEval/151,competitive,gemma-12b:few_shot,13,1,0,14,0.929,100.0,,1.0,2.0,46.68,1.93,0.061,,0,0,0
HumanEval/151,competitive,gemma-27b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.02,,0,0,0
HumanEval/151,competitive,gemma-27b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.02,,0,0,0
HumanEval/152,competitive,gemma-1b:zero_shot,0,0,0,0,0,27.0,,1.0,3.0,70.77,0.69,0.086,,0,0,0
HumanEval/152,competitive,gemma-1b:cot,0,0,0,0,0,27.0,,1.0,3.0,70.77,0.69,0.086,,0,0,0
HumanEval/152,competitive,gemma-1b:scot,0,0,0,0,0,27.0,,1.0,3.0,70.77,0.69,0.086,,0,0,0
HumanEval/152,competitive,gemma-1b:few_shot,0,0,0,0,0,27.0,,1.0,3.0,70.77,0.69,0.086,,0,0,0
HumanEval/152,competitive,gemma-4b:zero_shot,6,0,0,6,1.0,96.0,,0.0,2.14,81.91,2.46,0.649,,299,0,299
