task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,elapsed_s,prompt_tokens,completion_tokens,total_tokens
HumanEval/160,coa,gemma-27b,6,3,0,9,0.667,93.0,,1.0,2.0,66.39,1.35,0.04,119.12,1155,0,1155
HumanEval/160,coa,gemma-12b,8,1,0,9,0.889,100.0,,1.0,2.0,65.7,1.58,0.027,123.41,1151,0,1151
HumanEval/160,consensus,gemma-12b,9,2,0,11,0.818,89.0,,1.0,2.08,71.29,2.73,0.505,124.28,3240,0,3240
HumanEval/160,atomic_swarm,gemma-27b,1,2,0,3,0.333,31.0,,1.0,3.8,69.19,3.15,0.456,125.76,804,0,804
HumanEval/160,consensus,gemma-27b,19,9,0,28,0.679,92.0,,1.0,2.23,55.1,3.73,0.324,142.24,3156,0,3156
HumanEval/161,soa,gemma-27b,11,3,0,14,0.786,83.0,,1.0,2.27,67.2,2.84,0.342,78.95,341,0,341
HumanEval/161,soa,gemma-12b,6,3,0,9,0.667,80.0,,1.0,3.73,61.47,3.21,0.331,83.15,341,0,341
HumanEval/161,consensus,gemma-12b,9,2,0,11,0.818,100.0,,1.0,2.0,53.46,1.21,0.103,120.08,1546,0,1546
HumanEval/161,atomic_swarm,gemma-27b,3,0,0,3,1.0,74.0,,0.0,3.0,80.52,1.79,0.17,130.92,498,0,498
HumanEval/161,coa,gemma-27b,9,0,0,9,1.0,100.0,,0.667,2.0,76.88,1.21,0.116,139.77,754,0,754
HumanEval/161,consensus,gemma-27b,10,2,0,12,0.833,100.0,,1.0,2.0,52.19,1.32,0.108,140.48,1531,0,1531
HumanEval/161,atomic_swarm,gemma-12b,3,0,0,3,1.0,90.0,,0.333,2.0,68.83,0.47,0.092,141.89,498,0,498
HumanEval/161,coa,gemma-12b,8,1,0,9,0.889,100.0,,1.0,2.67,69.46,1.53,0.076,142.78,738,0,738
HumanEval/162,soa,gemma-27b,2,5,0,7,0.286,100.0,,1.0,2.0,58.61,1.55,0.137,76.73,289,0,289
HumanEval/162,soa,gemma-12b,2,7,0,9,0.222,82.0,,1.0,2.09,73.08,3.0,0.313,100.32,289,0,289
HumanEval/162,atomic_swarm,gemma-27b,3,0,0,3,1.0,58.0,,0.0,2.0,84.83,3.64,0.311,133.25,420,0,420
HumanEval/162,consensus,gemma-12b,3,4,0,7,0.429,100.0,,1.0,2.0,54.96,2.27,0.137,152.94,1941,0,1941
HumanEval/162,coa,gemma-27b,3,4,0,7,0.429,97.0,,1.0,1.88,78.1,2.09,0.105,153.22,648,0,648
HumanEval/162,atomic_swarm,gemma-12b,2,1,0,3,0.667,93.0,,1.0,1.67,76.6,1.82,0.057,153.28,420,0,420
HumanEval/162,coa,gemma-12b,6,3,0,9,0.667,100.0,,1.0,2.0,76.78,2.09,0.038,156.01,634,0,634
HumanEval/162,consensus,gemma-27b,2,7,0,9,0.222,82.0,,1.0,2.2,72.94,3.0,0.272,156.12,1774,0,1774
HumanEval/154,swarm,cot:gemma-27b/chatgpt-oss,1,0,0,1,1.0,50.0,,0.0,2.0,79.74,0.29,0.253,44.28,965,292,1257
HumanEval/155,swarm,cot:gemma-27b/chatgpt-oss,2,0,0,2,1.0,100.0,,0.2,2.0,78.02,1.09,0.068,53.67,771,350,1121
HumanEval/156,swarm,cot:gemma-27b/chatgpt-oss,1,0,0,1,1.0,100.0,,0.333,2.0,81.86,0.21,0.077,44.63,887,217,1104
HumanEval/157,swarm,cot:gemma-27b/chatgpt-oss,1,0,0,1,1.0,100.0,,0.2,4.0,73.24,0.55,0.11,49.67,1008,180,1188
HumanEval/158,swarm,cot:gemma-27b/chatgpt-oss,4,0,0,4,1.0,100.0,,0.667,2.0,74.61,0.87,0.052,44.02,1433,331,1764
HumanEval/159,swarm,cot:gemma-27b/chatgpt-oss,1,0,0,1,1.0,82.0,,0.0,2.0,100.0,0.17,0.065,37.69,1484,196,1680
HumanEval/160,swarm,cot:gemma-27b/chatgpt-oss,1,0,0,1,1.0,100.0,,0.0,2.0,98.44,0.27,0.058,36.12,1253,232,1485
HumanEval/161,swarm,cot:gemma-27b/chatgpt-oss,1,0,0,1,1.0,59.0,,0.0,2.0,81.86,0.21,0.112,30.54,827,177,1004
HumanEval/162,swarm,cot:gemma-27b/chatgpt-oss,4,0,0,4,1.0,100.0,,0.25,2.0,82.21,1.82,0.152,49.64,1170,360,1530
HumanEval/163,swarm,cot:gemma-27b/chatgpt-oss,1,0,0,1,1.0,100.0,,0.0,2.0,84.58,0.27,0.269,43.79,851,144,995
HumanEval/144,baseline,zs:gemma-27b,14,1,0,15,0.933,93.0,,1.0,1.94,70.93,3.54,0.456,71.59,197,0,197
HumanEval/144,baseline,cot:gemma-27b,16,1,0,17,0.941,100.0,,1.0,2.0,46.97,2.69,0.047,72.59,255,0,255
HumanEval/144,baseline,scot:gemma-27b,7,1,0,8,0.875,89.0,,1.0,4.0,70.84,5.23,0.293,78.97,278,0,278
HumanEval/144,swarm,cot:gemma-12b,3,0,0,3,1.0,100.0,,0.25,2.0,66.92,0.85,0.04,85.92,966,0,966
HumanEval/145,baseline,zs:gemma-27b,5,5,0,10,0.5,74.0,,1.0,1.91,75.07,1.85,0.376,71.34,171,0,171
HumanEval/145,baseline,cot:gemma-27b,7,5,0,12,0.583,100.0,,1.0,2.0,49.08,1.25,0.047,73.3,229,0,229
HumanEval/145,baseline,scot:gemma-27b,6,4,0,10,0.6,74.0,,1.0,1.91,70.96,3.0,0.252,74.29,252,0,252
HumanEval/145,swarm,cot:gemma-12b,0,1,0,1,0.0,79.0,,1.0,2.0,76.55,0.35,0.099,81.92,1053,0,1053
HumanEval/146,baseline,zs:gemma-27b,10,6,0,16,0.625,84.0,,1.0,2.24,63.03,3.92,0.294,81.86,172,0,172
HumanEval/146,baseline,scot:gemma-27b,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.258,84.5,253,0,253
HumanEval/146,baseline,cot:gemma-27b,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.077,84.64,230,0,230
HumanEval/146,swarm,cot:gemma-12b,8,4,0,12,0.667,100.0,,1.0,2.0,43.6,3.85,0.089,97.31,2194,0,2194
HumanEval/147,baseline,zs:gemma-27b,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.455,40.82,224,0,224
HumanEval/147,baseline,cot:gemma-27b,5,0,0,5,1.0,84.0,,0.0,4.0,76.54,2.29,0.52,1430.11,282,0,282
HumanEval/147,baseline,scot:gemma-27b,0,0,0,0,0.0,12.0,,1.0,6.0,82.2,1.24,0.691,1430.59,305,0,305
HumanEval/147,swarm,cot:gemma-12b,0,1,0,1,0.0,46.0,,1.0,2.0,100.0,0.35,0.088,1446.96,1103,0,1103
HumanEval/148,baseline,zs:gemma-27b,6,4,0,10,0.6,83.0,,1.0,2.09,77.89,2.19,0.61,58.08,255,0,255
HumanEval/148,baseline,cot:gemma-27b,0,1,0,1,0.0,47.0,,1.0,13.5,72.49,2.62,0.543,66.0,313,0,313
HumanEval/148,baseline,scot:gemma-27b,8,4,0,12,0.667,83.0,,1.0,2.25,77.02,3.62,0.415,66.28,336,0,336
HumanEval/148,swarm,cot:gemma-12b,0,1,0,1,0.0,40.0,,1.0,2.0,98.44,0.33,0.042,83.65,1167,0,1167
HumanEval/149,baseline,zs:gemma-27b,10,3,0,13,0.769,80.0,,1.0,2.07,77.03,2.14,0.498,62.63,241,0,241
HumanEval/149,baseline,cot:gemma-27b,9,2,0,11,0.818,78.0,,1.0,2.08,79.45,1.95,0.514,65.62,299,0,299
HumanEval/149,baseline,scot:gemma-27b,9,2,0,11,0.818,78.0,,1.0,2.08,68.76,3.1,0.379,67.65,322,0,322
HumanEval/149,swarm,cot:gemma-12b,1,0,0,1,1.0,64.0,,0.0,2.0,79.74,0.24,0.051,76.02,1107,0,1107
HumanEval/150,baseline,cot:gemma-27b,5,0,0,5,1.0,100.0,,0.5,5.4,65.2,2.8,0.111,75.44,197,0,197
HumanEval/150,baseline,scot:gemma-27b,7,0,0,7,1.0,71.0,,0.25,3.11,74.41,5.6,0.203,75.98,220,0,220
HumanEval/150,baseline,zs:gemma-27b,4,0,0,4,1.0,78.0,,0.25,7.29,58.6,5.6,0.274,76.0,139,0,139
HumanEval/150,swarm,cot:gemma-12b,1,0,0,1,1.0,100.0,,0.25,2.0,79.74,0.5,0.309,96.07,831,0,831
HumanEval/151,baseline,zs:gemma-27b,15,0,0,15,1.0,84.0,,0.167,2.25,66.73,3.2,0.376,80.67,193,0,193
HumanEval/151,baseline,cot:gemma-27b,11,0,0,11,1.0,100.0,,0.5,2.0,50.68,1.53,0.012,81.67,251,0,251
HumanEval/151,baseline,scot:gemma-27b,10,0,0,10,1.0,79.0,,0.167,2.27,69.97,3.93,0.294,88.15,274,0,274
HumanEval/151,swarm,cot:gemma-12b,0,1,0,1,0.0,33.0,,1.0,2.0,89.86,0.53,0.099,96.49,1161,0,1161
HumanEval/152,baseline,zs:gemma-27b,11,0,0,11,1.0,97.0,,0.0,2.0,77.58,3.0,0.589,55.99,280,0,280
HumanEval/152,baseline,scot:gemma-27b,7,0,0,7,1.0,97.0,,0.0,2.12,73.61,4.46,0.46,59.65,361,0,361
HumanEval/152,baseline,cot:gemma-27b,9,1,0,10,0.9,97.0,,1.0,2.27,74.15,3.38,0.546,64.25,338,0,338
HumanEval/152,swarm,cot:gemma-12b,1,0,0,1,1.0,100.0,,0.0,2.0,75.29,0.62,0.041,77.33,1233,0,1233
HumanEval/153,baseline,zs:gemma-27b,8,2,0,10,0.8,76.0,,1.0,2.42,73.3,2.0,0.493,70.72,327,0,327
HumanEval/153,baseline,scot:gemma-27b,7,2,0,9,0.778,71.0,,1.0,2.6,74.21,2.41,0.428,74.43,408,0,408
HumanEval/153,swarm,cot:gemma-12b,0,1,0,1,0.0,36.0,,1.0,2.0,79.74,0.19,0.068,77.37,1335,0,1335
HumanEval/153,baseline,cot:gemma-27b,14,1,0,15,0.933,76.0,,1.0,2.38,70.88,2.22,0.47,77.39,385,0,385
HumanEval/154,baseline,zs:gemma-27b,17,1,0,18,0.944,77.0,,1.0,2.15,62.39,3.18,0.322,62.55,179,0,179
HumanEval/154,baseline,scot:gemma-27b,13,1,0,14,0.929,74.0,,1.0,2.13,73.93,3.94,0.281,67.05,260,0,260
HumanEval/154,baseline,cot:gemma-27b,0,1,0,1,0.0,36.0,,1.0,17.5,69.17,3.29,0.355,67.45,237,0,237
HumanEval/154,swarm,cot:gemma-12b,0,1,0,1,0.0,50.0,,1.0,2.0,79.74,0.29,0.252,85.54,894,0,894
HumanEval/155,baseline,zs:gemma-27b,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.237,80.37,116,0,116
HumanEval/155,baseline,cot:gemma-27b,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.038,82.43,174,0,174
HumanEval/155,baseline,scot:gemma-27b,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.181,83.03,197,0,197
HumanEval/155,swarm,cot:gemma-12b,1,0,0,1,1.0,100.0,,0.4,2.0,79.74,0.45,0.123,91.65,711,0,711
HumanEval/156,baseline,cot:gemma-27b,4,2,0,6,0.667,98.0,,1.0,5.33,44.6,1.74,0.136,62.93,219,0,219
HumanEval/156,swarm,cot:gemma-12b,1,0,0,1,1.0,100.0,,0.333,2.0,79.74,0.26,0.191,82.38,891,0,891
HumanEval/156,baseline,zs:gemma-27b,7,1,0,8,0.875,82.0,,1.0,6.44,49.26,4.63,0.177,84.63,161,0,161
HumanEval/156,baseline,scot:gemma-27b,7,1,0,8,0.875,86.0,,1.0,6.11,61.44,5.0,0.15,89.44,242,0,242
HumanEval/157,baseline,zs:gemma-27b,4,2,0,6,0.667,89.0,,1.0,4.57,68.63,4.0,0.332,108.12,157,0,157
HumanEval/157,baseline,scot:gemma-27b,5,2,0,7,0.714,89.0,,1.0,3.88,72.15,5.55,0.243,113.39,238,0,238
HumanEval/157,baseline,cot:gemma-27b,4,4,0,8,0.5,85.0,,1.0,3.89,67.77,4.27,0.323,114.83,215,0,215
HumanEval/157,swarm,cot:gemma-12b,1,0,0,1,1.0,100.0,,0.2,5.0,69.18,0.73,0.117,131.62,945,0,945
HumanEval/158,baseline,scot:gemma-27b,11,0,0,11,1.0,82.0,,0.0,2.33,74.6,4.4,0.271,135.88,247,0,247
HumanEval/158,baseline,zs:gemma-27b,10,1,0,11,0.909,82.0,,1.0,2.33,70.91,2.93,0.39,136.73,166,0,166
HumanEval/158,baseline,cot:gemma-27b,9,3,0,12,0.75,84.0,,1.0,2.85,63.8,3.67,0.343,142.49,224,0,224
HumanEval/158,swarm,cot:gemma-12b,1,0,0,1,1.0,62.0,,0.0,2.0,79.74,0.33,0.175,172.69,888,0,888
HumanEval/159,baseline,cot:gemma-27b,14,0,0,14,1.0,100.0,,0.2,2.0,49.91,1.0,0.045,103.84,409,0,409
HumanEval/159,baseline,zs:gemma-27b,2,5,0,7,0.286,68.0,,1.0,3.5,74.22,1.93,0.693,106.55,351,0,351
HumanEval/159,baseline,scot:gemma-27b,0,0,11,11,0.0,47.0,,1.0,2.0,79.71,1.55,0.06,106.79,432,0,432
HumanEval/159,swarm,cot:gemma-12b,1,0,0,1,1.0,82.0,,0.2,2.0,79.74,0.17,0.156,114.49,1440,0,1440
HumanEval/160,baseline,zs:gemma-27b,13,3,0,16,0.812,89.0,,1.0,2.39,66.66,2.65,0.447,70.98,260,0,260
HumanEval/160,baseline,cot:gemma-27b,14,2,0,16,0.875,100.0,,1.0,2.12,52.42,1.5,0.016,71.45,318,0,318
HumanEval/160,baseline,scot:gemma-27b,0,0,0,0,0.0,9.0,,1.0,7.0,75.24,1.31,0.794,78.12,341,0,341
HumanEval/160,swarm,cot:gemma-12b,0,1,0,1,0.0,55.0,,1.0,4.0,88.28,0.46,0.071,82.96,1341,0,1341
HumanEval/161,baseline,zs:gemma-27b,10,4,0,14,0.714,83.0,,1.0,2.27,67.2,2.84,0.336,73.4,158,0,158
HumanEval/161,baseline,cot:gemma-27b,15,3,0,18,0.833,100.0,,1.0,2.0,43.75,2.16,0.055,75.12,216,0,216
HumanEval/161,baseline,scot:gemma-27b,10,1,0,11,0.909,83.0,,1.0,2.5,71.65,3.89,0.249,77.33,239,0,239
HumanEval/161,swarm,cot:gemma-12b,1,0,0,1,1.0,61.0,,1.0,2.0,78.02,0.32,0.212,85.7,822,0,822
HumanEval/162,baseline,zs:gemma-27b,1,5,0,6,0.167,78.0,,1.0,2.29,79.79,2.36,0.293,66.4,132,0,132
HumanEval/162,baseline,scot:gemma-27b,0,0,0,0,0.0,29.0,,1.0,2.0,100.0,1.0,0.743,68.26,213,0,213
HumanEval/162,baseline,cot:gemma-27b,2,6,0,8,0.25,80.0,,1.0,2.0,76.66,2.64,0.34,71.4,190,0,190
HumanEval/162,swarm,cot:gemma-12b,1,0,0,1,1.0,93.0,,0.25,2.0,98.44,0.64,0.088,83.24,964,0,964
HumanEval/163,baseline,zs:gemma-27b,8,4,0,12,0.667,95.0,,1.0,2.23,71.61,3.73,0.374,59.07,154,0,154
HumanEval/163,baseline,cot:gemma-27b,14,0,0,14,1.0,96.0,,0.0,2.2,69.38,4.09,0.369,61.98,212,0,212
HumanEval/163,baseline,scot:gemma-27b,8,2,0,10,0.8,95.0,,1.0,2.18,73.7,5.55,0.213,64.8,235,0,235
HumanEval/163,swarm,cot:gemma-12b,0,1,0,1,0.0,100.0,,0.5,2.0,76.0,0.45,0.122,72.28,855,0,855
HumanEval/154,swarm,cot:gemma-27b,1,0,0,1,1.0,48.0,,0.0,2.0,81.86,0.24,0.258,53.78,923,0,923
HumanEval/154,hybrid,cot:gemma-27b,12,2,0,14,0.857,95.0,,1.0,4.36,33.49,3.71,0.039,100.65,1797,0,1797
HumanEval/155,swarm,cot:gemma-27b,1,0,0,1,1.0,100.0,,0.2,3.0,74.01,0.45,0.161,60.09,740,0,740
HumanEval/155,hybrid,cot:gemma-27b,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.03,91.36,1344,0,1344
HumanEval/156,swarm,cot:gemma-27b,1,0,0,1,1.0,100.0,,0.333,2.0,84.58,0.16,0.078,55.16,854,0,854
HumanEval/156,hybrid,cot:gemma-27b,0,0,1,1,0.0,,,1.0,5.5,48.47,5.32,0.026,103.69,1915,0,1915
HumanEval/157,swarm,cot:gemma-27b,1,0,0,1,1.0,100.0,,0.2,4.0,73.24,0.55,0.121,59.52,975,0,975
HumanEval/157,hybrid,cot:gemma-27b,6,5,0,11,0.545,84.0,,1.0,4.82,35.74,4.91,0.036,108.21,1947,0,1947
HumanEval/158,swarm,cot:gemma-27b,4,0,0,4,1.0,76.0,,0.0,2.8,82.01,2.0,0.564,63.78,1475,0,1475
HumanEval/158,hybrid,cot:gemma-27b,18,2,0,20,0.9,98.0,,1.0,2.5,39.12,3.53,0.058,85.69,1483,0,1483
HumanEval/159,swarm,cot:gemma-27b,1,0,0,1,1.0,80.0,,0.0,2.0,81.86,0.14,0.158,71.12,1433,0,1433
HumanEval/159,hybrid,cot:gemma-27b,0,34,0,34,0.0,46.0,,1.0,2.0,86.72,1.62,0.039,108.9,1991,0,1991
HumanEval/160,swarm,cot:gemma-27b,1,0,0,1,1.0,100.0,,0.0,2.0,78.02,0.23,0.069,63.43,1208,0,1208
HumanEval/160,hybrid,cot:gemma-27b,25,5,0,30,0.833,91.0,,1.0,2.75,63.58,2.69,0.041,111.76,2127,0,2127
HumanEval/161,swarm,cot:gemma-27b,1,0,0,1,1.0,56.0,,0.0,2.0,84.58,0.16,0.114,48.33,773,0,773
HumanEval/161,hybrid,cot:gemma-27b,51,7,0,58,0.879,100.0,,1.0,2.0,89.35,3.37,0.027,86.71,1407,0,1407
HumanEval/162,swarm,cot:gemma-27b,2,0,0,2,1.0,59.0,,0.0,2.0,94.43,1.55,0.427,60.59,1252,0,1252
HumanEval/162,hybrid,cot:gemma-27b,0,0,14,14,0.0,42.0,,1.0,2.14,47.76,3.09,0.016,98.11,1594,0,1594
HumanEval/163,swarm,cot:gemma-27b,1,0,0,1,1.0,100.0,,0.0,2.0,84.58,0.27,0.269,52.39,806,0,806
HumanEval/163,hybrid,cot:gemma-27b,15,8,0,23,0.652,98.0,,1.0,2.3,36.85,5.64,0.023,104.24,1561,0,1561
HumanEval/154,swarm,cot:gemma-27b/llama3-70b,1,0,0,1,1.0,50.0,,0.0,2.0,79.74,0.29,0.254,242.88,928,47,975
HumanEval/155,swarm,cot:gemma-27b/llama3-70b,1,0,0,1,1.0,100.0,,0.2,2.0,79.14,0.36,0.256,99.64,706,36,742
HumanEval/156,swarm,cot:gemma-27b/llama3-70b,1,0,0,1,1.0,100.0,,0.333,2.0,81.86,0.21,0.077,272.96,844,37,881
HumanEval/157,swarm,cot:gemma-27b/llama3-70b,1,0,0,1,1.0,100.0,,0.2,4.0,71.78,0.64,0.12,2873.16,971,82,1053
HumanEval/158,swarm,cot:gemma-27b/llama3-70b,0,0,0,0,0.0,17.0,,1.0,0.0,100.0,0.07,0.027,227.8,0,0,0
HumanEval/159,swarm,cot:gemma-27b/llama3-70b,1,0,0,1,1.0,82.0,,0.0,2.0,79.74,0.17,0.157,62.12,1447,48,1495
HumanEval/160,swarm,cot:gemma-27b/llama3-70b,1,0,0,1,1.0,100.0,,0.0,2.0,76.55,0.27,0.068,62.28,1216,62,1278
HumanEval/161,swarm,cot:gemma-27b/llama3-70b,1,0,0,1,1.0,59.0,,0.0,2.0,81.86,0.21,0.112,48.35,790,22,812
HumanEval/162,swarm,cot:gemma-27b/llama3-70b,3,0,0,3,1.0,100.0,,0.25,2.0,62.48,1.36,0.035,69.19,1127,174,1301
HumanEval/163,swarm,cot:gemma-27b/llama3-70b,1,0,0,1,1.0,100.0,,0.0,2.0,81.86,0.36,0.262,48.6,808,32,840
HumanEval/139,baseline,gemma-12b:cot,3,3,0,6,0.5,91.0,,1.0,2.67,50.24,1.53,0.052,548.39,208,0,208
HumanEval/139,baseline,gemma-12b:few_shot,2,1,0,3,0.667,100.0,,1.0,3.33,79.91,0.73,0.119,548.65,534,0,534
HumanEval/139,baseline,gemma-12b:scot,5,1,0,6,0.833,86.0,,1.0,2.5,76.24,4.13,0.216,556.18,930,0,930
HumanEval/140,baseline,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,59.05,2.29,0.069,556.68,703,0,703
HumanEval/140,baseline,gemma-27b:few_shot,7,3,0,10,0.7,100.0,,1.0,2.0,54.83,1.5,0.059,568.19,1275,0,1275
HumanEval/139,baseline,gemma-12b:zero_shot,0,0,1,1,0.0,,,1.0,2.0,62.62,2.33,0.066,572.66,1425,0,1425
HumanEval/141,baseline,gemma-12b:scot,6,2,0,8,0.75,72.0,,1.0,4.5,64.29,2.82,0.47,576.24,2406,0,2406
HumanEval/140,baseline,gemma-27b:cot,14,1,0,15,0.933,100.0,,1.0,2.0,48.57,2.29,0.054,576.46,2633,0,2633
HumanEval/141,baseline,gemma-12b:cot,6,4,0,10,0.6,76.0,,1.0,5.3,36.19,2.45,0.01,576.8,1765,0,1765
HumanEval/140,baseline,gemma-12b:cot,6,7,0,13,0.462,90.0,,1.0,2.33,64.48,3.86,0.307,577.93,3086,0,3086
HumanEval/139,baseline,gemma-27b:few_shot,7,0,0,7,1.0,82.0,,0.0,2.25,79.57,2.27,0.446,579.91,3759,0,3759
HumanEval/140,baseline,gemma-12b:few_shot,6,5,0,11,0.545,100.0,,1.0,2.0,53.46,1.64,0.079,580.74,3431,0,3431
HumanEval/140,baseline,gemma-27b:scot,8,2,0,10,0.8,81.0,,1.0,2.09,77.76,2.64,0.438,585.95,4176,0,4176
HumanEval/141,baseline,gemma-12b:zero_shot,7,2,0,9,0.778,92.0,,1.0,4.22,42.61,1.77,0.024,586.0,2047,0,2047
HumanEval/140,baseline,gemma-27b:zero_shot,14,2,0,16,0.875,87.0,,1.0,2.0,70.66,3.36,0.34,586.3,3928,0,3928
HumanEval/140,baseline,gemma-12b:scot,5,5,0,10,0.5,78.0,,1.0,2.08,68.67,4.64,0.235,588.26,4883,0,4883
HumanEval/139,baseline,gemma-27b:zero_shot,3,1,0,4,0.75,80.0,,1.0,3.0,75.29,3.0,0.366,588.5,5035,0,5035
HumanEval/139,baseline,gemma-27b:scot,7,0,0,7,1.0,85.0,,0.0,2.0,76.71,2.67,0.379,592.06,5266,0,5266
HumanEval/141,baseline,gemma-27b:few_shot,9,0,0,9,1.0,100.0,,0.25,2.67,51.49,1.09,0.034,592.04,4637,0,4637
HumanEval/139,baseline,gemma-27b:cot,3,1,0,4,0.75,85.0,,1.0,2.8,78.09,3.07,0.33,593.98,5476,0,5476
HumanEval/141,baseline,gemma-27b:cot,7,0,0,7,1.0,78.0,,0.0,5.25,62.7,3.09,0.448,596.39,6183,0,6183
HumanEval/141,baseline,gemma-27b:scot,11,0,0,11,1.0,74.0,,0.0,2.42,73.63,2.32,0.553,596.42,5840,0,5840
HumanEval/141,baseline,gemma-27b:zero_shot,7,0,0,7,1.0,78.0,,0.0,5.0,63.85,3.0,0.46,599.12,6468,0,6468
HumanEval/142,baseline,gemma-12b:zero_shot,0,10,0,10,0.0,30.0,,1.0,2.0,58.38,3.74,0.057,608.92,2859,0,2859
