task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,elapsed_s,prompt_tokens,completion_tokens,total_tokens
HumanEval/139,swarm,gemma-1b:scot,0,0,0,0,0,5.0,,1.0,13.0,67.93,4.93,0.346,689.32,818,602,1420
HumanEval/139,swarm,gemma-1b:few_shot,6,1,0,7,0.857,81.0,,1.0,2.12,81.8,2.13,0.472,692.34,1319,914,2233
HumanEval/139,consensus,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,4.0,93.1,1.27,0.738,367.54,684,297,981
HumanEval/139,consensus,gemma-1b:scot,0,0,0,0,0,16.0,,1.0,4.0,93.19,1.33,0.754,378.72,1350,597,1947
HumanEval/139,consensus,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,4.0,66.58,0.67,0.436,401.61,1778,868,2646
HumanEval/139,baseline,gemma-4b:zero_shot,2,2,0,4,0.5,68.0,,1.0,4.4,72.21,2.53,0.35,222.62,1844,2316,4160
HumanEval/139,baseline,gemma-4b:cot,2,2,0,4,0.5,76.0,,1.0,3.2,76.82,2.13,0.416,226.58,2052,2316,4368
HumanEval/139,baseline,gemma-4b:scot,7,2,0,9,0.778,84.0,,1.0,2.2,76.96,3.6,0.28,242.27,2279,2316,4595
HumanEval/139,baseline,gemma-4b:few_shot,4,1,0,5,0.8,76.0,,1.0,2.88,71.73,3.0,0.378,247.06,2605,2316,4921
HumanEval/139,coa,gemma-1b:zero_shot,0,0,0,0,0,19.0,,1.0,2.33,72.43,3.27,0.406,811.05,150,133,283
HumanEval/139,coa,gemma-1b:cot,0,0,0,0,0,22.0,,1.0,2.0,70.49,3.13,0.413,810.85,358,266,624
HumanEval/139,atomic_swarm,gemma-1b:zero_shot,0,0,0,0,0,12.0,,1.0,4.33,77.35,3.93,0.354,606.93,504,440,944
HumanEval/139,coa,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,6.33,73.32,5.13,0.317,821.57,731,607,1338
HumanEval/139,coa,gemma-1b:few_shot,0,0,0,0,0,16.0,,1.0,3.0,75.29,3.53,0.386,824.4,1057,753,1810
HumanEval/139,atomic_swarm,gemma-1b:scot,0,0,0,0,0,20.0,,1.0,3.33,78.53,3.67,0.375,598.43,1806,1202,3008
HumanEval/139,atomic_swarm,gemma-1b:cot,0,2,0,2,0.0,58.0,,1.0,3.33,87.82,1.6,0.618,602.23,1261,886,2147
HumanEval/139,atomic_swarm,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.394,600.8,1583,1032,2615
HumanEval/139,hybrid,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,4.0,92.66,1.2,0.752,420.16,1490,764,2254
HumanEval/139,hybrid,gemma-1b:few_shot,3,6,0,9,0.333,82.0,,1.0,2.3,75.82,2.6,0.413,418.84,1080,604,1684
HumanEval/139,hybrid,gemma-1b:scot,5,1,0,6,0.833,81.0,,1.0,2.29,82.0,2.13,0.473,422.62,3045,1641,4686
HumanEval/139,hybrid,gemma-1b:zero_shot,13,2,0,15,0.867,87.0,,1.0,2.12,68.89,3.33,0.32,431.59,2350,1312,3662
HumanEval/139,actor_critic,gemma-4b:zero_shot,4,3,0,7,0.571,78.0,,1.0,3.0,71.75,2.67,0.354,417.49,603,0,603
HumanEval/139,actor_critic,gemma-4b:cot,2,3,0,5,0.4,76.0,,1.0,3.33,74.47,2.4,0.387,386.13,549,0,549
HumanEval/139,actor_critic,gemma-4b:scot,3,2,0,5,0.6,76.0,,1.0,3.33,77.66,3.27,0.286,387.92,655,0,655
HumanEval/139,actor_critic,gemma-4b:few_shot,9,2,0,11,0.818,79.0,,1.0,3.5,56.5,4.73,0.239,392.37,1534,0,1534
HumanEval/139,adversarial,gemma-4b:zero_shot,2,3,0,5,0.4,69.0,,1.0,4.5,70.67,2.87,0.347,395.43,2322,0,2322
HumanEval/139,adversarial,gemma-4b:cot,4,3,0,7,0.571,78.0,,1.0,2.88,74.75,2.6,0.388,392.61,2538,0,2538
HumanEval/139,adversarial,gemma-4b:scot,7,0,0,7,1.0,82.0,,0.0,2.25,74.27,3.67,0.266,375.27,2988,0,2988
HumanEval/139,adversarial,gemma-4b:few_shot,7,2,0,9,0.778,79.0,,1.0,3.75,60.56,4.47,0.243,389.63,135,0,135
HumanEval/139,soa,gemma-4b:zero_shot,2,3,0,5,0.4,69.0,,1.0,4.5,70.67,2.87,0.341,312.02,4348,0,4348
HumanEval/139,soa,gemma-4b:cot,0,4,0,4,0.0,66.0,,1.0,3.0,78.6,2.2,0.413,296.31,4846,0,4846
HumanEval/139,soa,gemma-4b:scot,2,2,0,4,0.5,73.0,,1.0,3.8,77.25,2.33,0.428,297.62,5829,0,5829
HumanEval/139,soa,gemma-4b:few_shot,7,1,0,8,0.875,80.0,,1.0,3.45,61.78,4.0,0.277,291.68,852,0,852
HumanEval/140,self_healing,gemma-1b:zero_shot,0,0,1,0,0,0,0,0,0,0,0,0,366.16,13124,3866,16990
HumanEval/140,self_healing,gemma-1b:scot,0,0,1,0,0,0,0,0,0,0,0,0,367.13,13124,3866,16990
HumanEval/140,baseline,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,4.0,90.63,1.29,0.433,369.97,2643,875,3518
HumanEval/140,baseline,gemma-1b:scot,0,0,0,0,0,15.0,,1.0,4.0,90.63,1.29,0.436,370.03,3502,1257,4759
HumanEval/140,baseline,gemma-1b:few_shot,0,0,0,0,0,25.0,,1.0,2.0,93.16,1.07,0.794,370.07,4993,2206,7199
HumanEval/140,self_healing,gemma-1b:cot,0,0,1,0,0,0,0,0,0,0,0,0,370.69,13124,3866,16990
HumanEval/140,baseline,gemma-1b:zero_shot,3,5,0,8,0.375,86.0,,1.0,2.22,77.06,2.71,0.432,376.15,4648,2048,6696
HumanEval/140,self_healing,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,4.0,91.79,1.5,0.685,395.63,13124,3866,16990
HumanEval/140,adversarial,gemma-1b:zero_shot,3,4,0,7,0.429,85.0,,1.0,2.25,78.07,2.64,0.439,623.3,620,1019,1639
HumanEval/140,actor_critic,gemma-1b:scot,2,10,0,12,0.167,82.0,,1.0,2.15,71.43,3.29,0.357,688.02,1885,1205,3090
HumanEval/140,adversarial,gemma-1b:scot,5,4,0,9,0.556,77.0,,1.0,2.5,72.86,3.07,0.384,726.13,489,150,639
HumanEval/140,soa,gemma-1b:zero_shot,3,5,0,8,0.375,86.0,,1.0,2.22,77.06,2.71,0.432,733.46,1784,567,2351
HumanEval/139,hybrid,gemma-4b:cot,2,3,0,5,0.4,77.0,,1.0,3.5,74.34,2.47,0.387,733.78,1613,150,1763
HumanEval/140,soa,gemma-1b:cot,0,0,0,0,0,15.0,,1.0,4.0,90.63,1.29,0.436,734.74,2218,692,2910
HumanEval/140,actor_critic,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,4.0,91.79,1.5,0.685,742.36,4188,1124,5312
HumanEval/140,actor_critic,gemma-1b:few_shot,2,0,0,2,1.0,71.0,,0.0,2.25,58.32,1.36,0.026,744.47,6053,1126,7179
HumanEval/139,hybrid,gemma-4b:zero_shot,2,7,0,9,0.222,74.0,,1.0,3.6,65.3,3.47,0.298,745.47,5819,1124,6943
HumanEval/140,actor_critic,gemma-1b:zero_shot,4,7,0,11,0.364,78.0,,1.0,2.42,70.27,3.36,0.348,745.79,3615,1006,4621
HumanEval/139,consensus,gemma-4b:scot,2,1,0,3,0.667,70.0,,1.0,4.5,77.84,2.27,0.437,752.35,7673,1308,8981
HumanEval/139,consensus,gemma-4b:cot,2,2,0,4,0.5,75.0,,1.0,3.6,78.21,2.27,0.44,754.76,9439,1308,10747
HumanEval/139,consensus,gemma-4b:few_shot,7,1,0,8,0.875,80.0,,1.0,3.45,61.78,4.0,0.277,756.97,11557,1308,12865
HumanEval/139,consensus,gemma-4b:zero_shot,2,2,0,4,0.5,67.0,,1.0,4.6,73.65,2.6,0.375,767.38,2269,125,2394
HumanEval/139,hybrid,gemma-4b:scot,3,2,0,5,0.6,81.0,,1.0,3.33,77.41,3.27,0.28,768.14,3528,125,3653
HumanEval/139,hybrid,gemma-4b:few_shot,9,4,0,13,0.692,87.0,,1.0,3.44,56.32,5.13,0.205,775.54,2052,0,2052
HumanEval/140,adversarial,gemma-1b:few_shot,2,0,0,2,1.0,71.0,,0.0,2.25,58.32,1.36,0.026,780.65,0,0,0
HumanEval/140,adversarial,gemma-1b:cot,0,0,0,0,0,15.0,,1.0,4.0,90.63,1.29,0.436,784.4,0,0,0
HumanEval/139,atomic_swarm,gemma-4b:few_shot,2,0,0,2,1.0,94.0,,0.25,2.0,70.19,0.53,0.13,1130.69,6576,1291,7867
HumanEval/139,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,57.0,,0.0,2.8,79.62,3.2,0.42,1138.21,7023,1416,8439
HumanEval/139,atomic_swarm,gemma-4b:zero_shot,2,1,0,3,0.667,54.0,,1.0,3.6,75.58,3.73,0.356,1140.77,7169,1416,8585
HumanEval/139,atomic_swarm,gemma-4b:scot,2,1,0,3,0.667,58.0,,1.0,2.6,79.86,3.27,0.393,1160.69,370,0,370
HumanEval/140,baseline,gemma-4b:cot,4,5,0,9,0.444,87.0,,1.0,2.2,74.28,3.0,0.404,501.07,2073,2837,4910
HumanEval/140,consensus,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,4.0,91.79,1.5,0.685,879.36,2677,3020,5697
HumanEval/140,baseline,gemma-4b:zero_shot,4,5,0,9,0.444,87.0,,1.0,2.2,74.28,3.0,0.398,514.35,2846,3020,5866
HumanEval/140,baseline,gemma-4b:scot,3,2,0,5,0.6,84.0,,1.0,2.33,77.21,3.71,0.317,516.48,3092,3020,6112
HumanEval/140,consensus,gemma-1b:scot,0,0,0,0,0,15.0,,1.0,4.0,89.98,1.71,0.668,892.84,3714,3215,6929
HumanEval/140,consensus,gemma-1b:zero_shot,2,7,0,9,0.222,77.0,,1.0,2.5,72.86,3.07,0.374,895.89,5169,3725,8894
HumanEval/140,baseline,gemma-4b:few_shot,7,4,0,11,0.636,90.0,,1.0,2.21,65.07,4.07,0.321,521.81,5514,3725,9239
HumanEval/140,soa,gemma-1b:scot,0,0,0,0,0,15.0,,1.0,4.0,91.47,1.57,0.678,948.72,248,187,435
HumanEval/140,soa,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,4.0,91.79,1.5,0.685,949.7,595,371,966
HumanEval/140,consensus,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,4.0,89.89,1.64,0.658,982.99,1375,759,2134
HumanEval/139,self_healing,gemma-4b:cot,2,2,0,4,0.5,74.0,,1.0,3.4,79.33,2.2,0.45,1476.5,0,0,0
HumanEval/139,self_healing,gemma-4b:scot,3,2,0,5,0.6,80.0,,1.0,3.17,77.61,2.33,0.43,1478.65,0,0,0
HumanEval/139,self_healing,gemma-4b:zero_shot,2,3,0,5,0.4,74.0,,1.0,4.0,71.89,2.67,0.361,1480.62,0,0,0
HumanEval/139,self_healing,gemma-4b:few_shot,7,2,0,9,0.778,83.0,,1.0,2.17,71.16,3.13,0.365,1485.77,0,0,0
HumanEval/140,coa,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,4.0,75.32,4.29,0.232,1514.83,227,131,358
HumanEval/140,coa,gemma-1b:zero_shot,0,0,0,0,0,11.0,,1.0,4.0,77.49,4.29,0.378,1574.16,169,122,291
HumanEval/140,swarm,gemma-1b:few_shot,1,0,0,1,1.0,75.0,,0.0,8.0,63.3,2.57,0.086,1582.32,601,505,1106
HumanEval/139,coa,gemma-4b:zero_shot,4,0,0,4,1.0,84.0,,0.25,2.0,74.76,1.73,0.071,1642.85,150,0,150
HumanEval/139,coa,gemma-4b:cot,4,2,0,6,0.667,52.0,,1.0,2.75,69.35,5.73,0.244,1654.71,358,0,358
HumanEval/140,coa,gemma-1b:few_shot,0,0,0,0,0,11.0,,1.0,4.0,75.92,4.86,0.335,1675.48,703,184,887
HumanEval/140,coa,gemma-1b:scot,0,0,0,0,0,23.0,,1.0,3.0,86.24,2.93,0.307,1711.72,949,292,1241
HumanEval/146,baseline,gemma-1b:scot,0,0,1,0,0,0,0,0,0,0,0,0,591.56,4826,4318,9144
HumanEval/142,baseline,gemma-1b:cot,0,0,1,0,0,0,0,0,0,0,0,0,591.78,5110,4571,9681
HumanEval/141,baseline,gemma-1b:scot,0,0,1,0,0,0,0,0,0,0,0,0,591.82,5828,5143,10971
HumanEval/146,baseline,gemma-1b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,591.57,5469,4786,10255
HumanEval/146,baseline,gemma-4b:scot,0,0,1,0,0,0,0,0,0,0,0,0,591.61,6472,5143,11615
HumanEval/141,baseline,gemma-1b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,591.9,3968,3649,7617
HumanEval/145,baseline,gemma-1b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,591.69,4566,4054,8620
HumanEval/145,baseline,gemma-1b:cot,0,0,1,0,0,0,0,0,0,0,0,0,591.74,4208,3854,8062
HumanEval/144,baseline,gemma-4b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,591.83,6212,5143,11355
HumanEval/144,baseline,gemma-1b:scot,0,0,1,0,0,0,0,0,0,0,0,0,591.91,6757,5374,12131
HumanEval/146,baseline,gemma-4b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,592.35,7809,6063,13872
HumanEval/146,baseline,gemma-1b:zero_shot,0,0,1,0,0,0,0,0,0,0,0,0,592.4,6940,5767,12707
HumanEval/144,baseline,gemma-1b:cot,0,0,1,0,0,0,0,0,0,0,0,0,592.52,8075,6333,14408
HumanEval/142,baseline,gemma-4b:cot,0,0,1,0,0,0,0,0,0,0,0,0,592.61,7224,5767,12991
HumanEval/142,baseline,gemma-1b:zero_shot,0,0,1,0,0,0,0,0,0,0,0,0,592.65,7450,6063,13513
HumanEval/146,baseline,gemma-1b:cot,0,0,1,0,0,0,0,0,0,0,0,0,592.49,8316,6594,14910
HumanEval/142,baseline,gemma-1b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,592.9,8718,6853,15571
HumanEval/146,baseline,gemma-4b:zero_shot,0,0,1,0,0,0,0,0,0,0,0,0,593.07,8901,6853,15754
HumanEval/146,baseline,gemma-4b:cot,0,0,1,0,0,0,0,0,0,0,0,0,593.43,3510,3283,6793
HumanEval/144,baseline,gemma-4b:cot,0,0,1,0,0,0,0,0,0,0,0,0,594.26,9167,6853,16020
HumanEval/142,baseline,gemma-4b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,594.5,9569,6853,16422
HumanEval/144,baseline,gemma-4b:scot,0,0,1,0,0,0,0,0,0,0,0,0,594.47,9854,6853,16707
HumanEval/142,baseline,gemma-1b:scot,0,0,1,0,0,0,0,0,0,0,0,0,594.68,3269,3283,6552
HumanEval/142,baseline,gemma-4b:scot,0,0,1,0,0,0,0,0,0,0,0,0,594.72,10157,6853,17010
HumanEval/142,baseline,gemma-4b:zero_shot,0,0,1,0,0,0,0,0,0,0,0,0,594.75,10383,6853,17236
HumanEval/145,baseline,gemma-4b:cot,0,0,1,0,0,0,0,0,0,0,0,0,594.6,10623,6853,17476
HumanEval/143,baseline,gemma-4b:zero_shot,0,0,1,0,0,0,0,0,0,0,0,0,595.45,10837,6853,17690
HumanEval/143,baseline,gemma-4b:cot,0,0,1,0,0,0,0,0,0,0,0,0,595.52,11109,6853,17962
HumanEval/145,baseline,gemma-4b:zero_shot,0,0,1,0,0,0,0,0,0,0,0,0,595.65,11291,6853,18144
HumanEval/145,baseline,gemma-4b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,596.08,11649,6853,18502
HumanEval/143,baseline,gemma-4b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,596.52,12039,6853,18892
HumanEval/145,baseline,gemma-4b:scot,0,0,1,0,0,0,0,0,0,0,0,0,597.64,12298,6853,19151
HumanEval/143,baseline,gemma-4b:scot,0,0,1,0,0,0,0,0,0,0,0,0,598.38,12589,6853,19442
HumanEval/141,baseline,gemma-4b:few_shot,0,0,1,0,0,0,0,0,0,0,0,0,598.54,13047,6853,19900
HumanEval/141,baseline,gemma-4b:zero_shot,0,0,1,0,0,0,0,0,0,0,0,0,598.58,13688,6853,20541
HumanEval/141,baseline,gemma-4b:scot,0,0,1,0,0,0,0,0,0,0,0,0,598.6,13406,6853,20259
HumanEval/141,baseline,gemma-4b:cot,0,0,1,0,0,0,0,0,0,0,0,0,598.69,14028,6853,20881
HumanEval/143,baseline,gemma-1b:scot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,293.21,3666,3849,7515
HumanEval/143,baseline,gemma-1b:cot,0,0,0,0,0,10.0,,1.0,3.0,85.1,1.5,0.794,293.67,2515,2634,5149
HumanEval/143,baseline,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,3.67,82.36,2.15,0.646,293.8,2243,2360,4603
HumanEval/143,baseline,gemma-1b:zero_shot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,303.42,1560,1675,3235
HumanEval/147,baseline,gemma-1b:few_shot,0,0,0,0,0,15.0,,1.0,6.0,83.77,1.29,0.678,366.66,411,299,710
HumanEval/141,baseline,gemma-1b:zero_shot,0,0,0,0,0,11.0,,1.0,6.0,83.63,1.05,0.763,366.99,3948,4220,8168
HumanEval/147,baseline,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,7.0,77.25,1.18,0.687,367.25,1853,1980,3833
HumanEval/147,baseline,gemma-1b:zero_shot,0,0,0,0,0,16.0,,1.0,7.0,79.56,1.24,0.681,368.0,1087,1163,2250
HumanEval/147,baseline,gemma-1b:scot,0,0,0,0,0,16.0,,1.0,7.0,79.56,1.24,0.681,368.0,3666,3849,7515
HumanEval/145,baseline,gemma-1b:zero_shot,0,0,0,0,0,16.0,,1.0,3.0,81.49,0.65,0.717,368.04,1087,1163,2250
HumanEval/148,baseline,gemma-1b:zero_shot,0,0,0,0,0,13.0,,1.0,6.0,85.59,1.38,0.681,368.0,670,679,1349
HumanEval/145,baseline,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,3.0,96.16,1.0,0.554,369.21,1346,1398,2744
HumanEval/141,baseline,gemma-1b:cot,0,0,0,0,0,7.0,,1.0,6.0,87.62,1.18,0.87,376.91,2855,2979,5834
HumanEval/144,baseline,gemma-1b:zero_shot,0,0,0,0,0,19.0,,1.0,2.5,88.59,2.0,0.69,379.04,3063,3264,6327
HumanEval/144,baseline,gemma-4b:zero_shot,3,0,0,3,1.0,91.0,,0.0,5.0,76.32,2.92,0.534,382.17,4684,4220,8904
HumanEval/147,baseline,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.461,390.19,4183,4220,8403
HumanEval/147,baseline,gemma-4b:few_shot,10,3,0,13,0.769,90.0,,1.0,2.25,67.11,3.41,0.362,390.17,5095,4220,9315
HumanEval/147,baseline,gemma-4b:cot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,390.21,4476,4220,8696
HumanEval/147,baseline,gemma-4b:scot,4,6,0,10,0.4,87.0,,1.0,2.36,72.26,3.65,0.331,392.21,5407,4220,9627
HumanEval/144,baseline,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.059,401.21,5791,12410,18201
HumanEval/148,baseline,gemma-1b:few_shot,0,0,0,0,0,9.0,,1.0,17.0,79.73,1.62,0.666,144.15,752,798,1550
HumanEval/148,baseline,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,5.0,83.43,1.24,0.722,144.98,317,337,654
HumanEval/148,baseline,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,5.0,89.81,2.24,0.573,144.66,1088,1397,2485
HumanEval/148,baseline,gemma-4b:zero_shot,11,5,0,16,0.688,88.0,,1.0,2.12,70.73,2.9,0.503,143.4,259,0,259
HumanEval/148,baseline,gemma-4b:few_shot,9,3,0,12,0.75,89.0,,1.0,2.13,70.53,3.0,0.512,207.79,435,0,435
HumanEval/149,baseline,gemma-1b:cot,0,0,0,0,0,25.0,,1.0,1.0,100.0,0.14,0.214,211.2,745,47,792
HumanEval/149,baseline,gemma-1b:few_shot,0,1,0,1,0.0,64.0,,1.0,4.5,83.74,1.38,0.669,235.58,1173,429,1602
HumanEval/149,baseline,gemma-1b:scot,3,3,0,6,0.5,68.0,,1.0,1.86,59.45,0.76,0.007,247.98,2155,655,2810
HumanEval/148,baseline,gemma-4b:cot,10,6,0,16,0.625,88.0,,1.0,2.06,70.81,2.86,0.489,251.35,1490,429,1919
HumanEval/149,baseline,gemma-1b:zero_shot,4,2,0,6,0.667,76.0,,1.0,2.14,84.35,1.62,0.627,254.19,2407,1099,3506
HumanEval/149,baseline,gemma-4b:cot,7,2,0,9,0.778,76.0,,1.0,2.1,81.84,1.76,0.537,245.31,2717,1099,3816
HumanEval/148,baseline,gemma-4b:scot,7,7,0,14,0.5,87.0,,1.0,2.13,73.83,3.48,0.448,256.65,1826,429,2255
HumanEval/150,baseline,gemma-1b:few_shot,0,0,0,0,0,17.0,,1.0,4.0,95.13,1.4,0.671,244.97,3580,1400,4980
HumanEval/150,baseline,gemma-1b:cot,0,0,0,0,0,17.0,,1.0,4.0,97.14,1.4,0.672,247.31,2925,1246,4171
HumanEval/150,baseline,gemma-1b:zero_shot,0,0,0,0,0,25.0,,1.0,3.0,97.82,1.3,0.741,254.36,3730,1536,5266
HumanEval/149,baseline,gemma-4b:scot,8,1,0,9,0.889,76.0,,1.0,2.1,72.26,2.57,0.425,270.56,3254,1246,4500
HumanEval/149,baseline,gemma-4b:few_shot,8,2,0,10,0.8,82.0,,1.0,2.08,75.46,2.33,0.498,271.31,4637,2551,7188
HumanEval/150,baseline,gemma-1b:scot,0,2,0,2,0.0,33.0,,1.0,14.0,57.62,5.3,0.253,263.28,4209,2551,6760
HumanEval/149,baseline,gemma-4b:zero_shot,12,2,0,14,0.857,84.0,,1.0,2.07,74.65,2.38,0.477,284.4,3982,1536,5518
HumanEval/150,baseline,gemma-4b:scot,7,0,0,7,1.0,91.0,,0.25,2.25,75.65,5.0,0.261,220.64,5426,3126,8552
HumanEval/150,baseline,gemma-4b:zero_shot,2,1,0,3,0.667,87.0,,1.0,6.0,67.2,4.1,0.412,261.59,4787,2551,7338
HumanEval/150,baseline,gemma-4b:cot,2,1,0,3,0.667,92.0,,1.0,6.0,70.79,3.5,0.407,227.92,5199,3126,8325
HumanEval/150,baseline,gemma-4b:few_shot,7,2,0,9,0.778,89.0,,1.0,3.42,57.68,5.8,0.237,232.67,5752,3126,8878
HumanEval/151,baseline,gemma-1b:zero_shot,1,3,0,4,0.25,60.0,,1.0,4.4,75.26,2.33,0.43,240.94,4991,3126,8117
HumanEval/151,baseline,gemma-1b:cot,0,0,0,0,0,14.0,,1.0,4.0,85.42,1.0,0.868,126.75,262,198,460
HumanEval/151,baseline,gemma-1b:scot,0,0,0,0,0,15.0,,1.0,5.0,90.4,1.2,0.777,126.53,543,426,969
HumanEval/151,baseline,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,4.0,85.42,1.0,0.888,106.86,380,210,590
HumanEval/152,baseline,gemma-1b:zero_shot,0,0,0,0,0,27.0,,1.0,3.0,91.76,1.54,0.874,88.47,670,302,972
HumanEval/151,baseline,gemma-4b:zero_shot,7,5,0,12,0.583,80.0,,1.0,2.15,72.9,2.67,0.405,106.62,204,0,204
HumanEval/151,baseline,gemma-4b:cot,10,2,0,12,0.833,80.0,,1.0,2.23,71.69,2.67,0.399,107.2,262,0,262
HumanEval/151,baseline,gemma-4b:few_shot,10,1,0,11,0.909,83.0,,1.0,2.14,69.11,3.2,0.363,113.65,380,0,380
HumanEval/152,baseline,gemma-1b:cot,0,0,0,0,0,20.0,,1.0,3.0,71.56,0.62,0.062,106.95,348,68,416
HumanEval/152,baseline,gemma-1b:scot,0,0,0,0,0,27.0,,1.0,3.0,91.76,1.54,0.872,116.28,715,370,1085
HumanEval/151,baseline,gemma-4b:scot,11,1,0,12,0.917,80.0,,1.0,2.23,72.38,3.93,0.32,133.32,281,0,281
HumanEval/152,baseline,gemma-1b:few_shot,0,0,0,0,0,27.0,,1.0,3.0,91.43,1.54,0.88,113.12,466,307,773
