task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,elapsed_s,prompt_tokens,completion_tokens,total_tokens
HumanEval/139,hybrid,gemma-4b:scot,3,2,0,5,0.6,81.0,,1.0,3.33,77.41,3.27,0.28,768.14,3528.0,125.0,3653.0
HumanEval/139,hybrid,gemma-4b:few_shot,9,4,0,13,0.692,87.0,,1.0,3.44,56.32,5.13,0.205,775.54,2052.0,0.0,2052.0
HumanEval/139,atomic_swarm,gemma-4b:few_shot,2,0,0,2,1.0,94.0,,0.25,2.0,70.19,0.53,0.13,1130.69,6576.0,1291.0,7867.0
HumanEval/139,atomic_swarm,gemma-4b:cot,3,0,0,3,1.0,57.0,,0.0,2.8,79.62,3.2,0.42,1138.21,7023.0,1416.0,8439.0
HumanEval/139,atomic_swarm,gemma-4b:zero_shot,2,1,0,3,0.667,54.0,,1.0,3.6,75.58,3.73,0.356,1140.77,7169.0,1416.0,8585.0
HumanEval/139,atomic_swarm,gemma-4b:scot,2,1,0,3,0.667,58.0,,1.0,2.6,79.86,3.27,0.393,1160.69,370.0,0.0,370.0
HumanEval/140,baseline,gemma-4b:cot,4,5,0,9,0.444,87.0,,1.0,2.2,74.28,3.0,0.404,501.07,2073.0,2837.0,4910.0
HumanEval/140,baseline,gemma-4b:zero_shot,4,5,0,9,0.444,87.0,,1.0,2.2,74.28,3.0,0.398,514.35,2846.0,3020.0,5866.0
HumanEval/140,baseline,gemma-4b:scot,3,2,0,5,0.6,84.0,,1.0,2.33,77.21,3.71,0.317,516.48,3092.0,3020.0,6112.0
HumanEval/140,baseline,gemma-4b:few_shot,7,4,0,11,0.636,90.0,,1.0,2.21,65.07,4.07,0.321,521.81,5514.0,3725.0,9239.0
HumanEval/139,self_healing,gemma-4b:cot,2,2,0,4,0.5,74.0,,1.0,3.4,79.33,2.2,0.45,1476.5,0.0,0.0,0.0
HumanEval/139,self_healing,gemma-4b:scot,3,2,0,5,0.6,80.0,,1.0,3.17,77.61,2.33,0.43,1478.65,0.0,0.0,0.0
HumanEval/139,self_healing,gemma-4b:zero_shot,2,3,0,5,0.4,74.0,,1.0,4.0,71.89,2.67,0.361,1480.62,0.0,0.0,0.0
HumanEval/139,self_healing,gemma-4b:few_shot,7,2,0,9,0.778,83.0,,1.0,2.17,71.16,3.13,0.365,1485.77,0.0,0.0,0.0
HumanEval/139,coa,gemma-4b:zero_shot,4,0,0,4,1.0,84.0,,0.25,2.0,74.76,1.73,0.071,1642.85,150.0,0.0,150.0
HumanEval/139,coa,gemma-4b:cot,4,2,0,6,0.667,52.0,,1.0,2.75,69.35,5.73,0.244,1654.71,358.0,0.0,358.0
HumanEval/146,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.61,6472.0,5143.0,11615.0
HumanEval/144,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.83,6212.0,5143.0,11355.0
HumanEval/146,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.35,7809.0,6063.0,13872.0
HumanEval/142,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.61,7224.0,5767.0,12991.0
HumanEval/146,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.07,8901.0,6853.0,15754.0
HumanEval/146,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.43,3510.0,3283.0,6793.0
HumanEval/144,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.26,9167.0,6853.0,16020.0
HumanEval/142,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.5,9569.0,6853.0,16422.0
HumanEval/144,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.47,9854.0,6853.0,16707.0
HumanEval/142,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.72,10157.0,6853.0,17010.0
HumanEval/142,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.75,10383.0,6853.0,17236.0
HumanEval/145,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.6,10623.0,6853.0,17476.0
HumanEval/143,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.45,10837.0,6853.0,17690.0
HumanEval/143,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.52,11109.0,6853.0,17962.0
HumanEval/145,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.65,11291.0,6853.0,18144.0
HumanEval/145,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.08,11649.0,6853.0,18502.0
HumanEval/143,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.52,12039.0,6853.0,18892.0
HumanEval/145,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.64,12298.0,6853.0,19151.0
HumanEval/143,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.38,12589.0,6853.0,19442.0
HumanEval/141,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.54,13047.0,6853.0,19900.0
HumanEval/141,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.58,13688.0,6853.0,20541.0
HumanEval/141,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.6,13406.0,6853.0,20259.0
HumanEval/141,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.69,14028.0,6853.0,20881.0
HumanEval/144,baseline,gemma-4b:zero_shot,3,0,0,3,1.0,91.0,,0.0,5.0,76.32,2.92,0.534,382.17,4684.0,4220.0,8904.0
HumanEval/147,baseline,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.461,390.19,4183.0,4220.0,8403.0
HumanEval/147,baseline,gemma-4b:few_shot,10,3,0,13,0.769,90.0,,1.0,2.25,67.11,3.41,0.362,390.17,5095.0,4220.0,9315.0
HumanEval/147,baseline,gemma-4b:cot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,390.21,4476.0,4220.0,8696.0
HumanEval/147,baseline,gemma-4b:scot,4,6,0,10,0.4,87.0,,1.0,2.36,72.26,3.65,0.331,392.21,5407.0,4220.0,9627.0
HumanEval/148,baseline,gemma-4b:zero_shot,11,5,0,16,0.688,88.0,,1.0,2.12,70.73,2.9,0.503,143.4,259.0,0.0,259.0
HumanEval/148,baseline,gemma-4b:few_shot,9,3,0,12,0.75,89.0,,1.0,2.13,70.53,3.0,0.512,207.79,435.0,0.0,435.0
HumanEval/148,baseline,gemma-4b:cot,10,6,0,16,0.625,88.0,,1.0,2.06,70.81,2.86,0.489,251.35,1490.0,429.0,1919.0
HumanEval/149,baseline,gemma-4b:cot,7,2,0,9,0.778,76.0,,1.0,2.1,81.84,1.76,0.537,245.31,2717.0,1099.0,3816.0
HumanEval/148,baseline,gemma-4b:scot,7,7,0,14,0.5,87.0,,1.0,2.13,73.83,3.48,0.448,256.65,1826.0,429.0,2255.0
HumanEval/149,baseline,gemma-4b:scot,8,1,0,9,0.889,76.0,,1.0,2.1,72.26,2.57,0.425,270.56,3254.0,1246.0,4500.0
HumanEval/149,baseline,gemma-4b:few_shot,8,2,0,10,0.8,82.0,,1.0,2.08,75.46,2.33,0.498,271.31,4637.0,2551.0,7188.0
HumanEval/149,baseline,gemma-4b:zero_shot,12,2,0,14,0.857,84.0,,1.0,2.07,74.65,2.38,0.477,284.4,3982.0,1536.0,5518.0
HumanEval/150,baseline,gemma-4b:scot,7,0,0,7,1.0,91.0,,0.25,2.25,75.65,5.0,0.261,220.64,5426.0,3126.0,8552.0
HumanEval/150,baseline,gemma-4b:zero_shot,2,1,0,3,0.667,87.0,,1.0,6.0,67.2,4.1,0.412,261.59,4787.0,2551.0,7338.0
HumanEval/150,baseline,gemma-4b:cot,2,1,0,3,0.667,92.0,,1.0,6.0,70.79,3.5,0.407,227.92,5199.0,3126.0,8325.0
HumanEval/150,baseline,gemma-4b:few_shot,7,2,0,9,0.778,89.0,,1.0,3.42,57.68,5.8,0.237,232.67,5752.0,3126.0,8878.0
HumanEval/151,baseline,gemma-4b:zero_shot,7,5,0,12,0.583,80.0,,1.0,2.15,72.9,2.67,0.405,106.62,204.0,0.0,204.0
HumanEval/151,baseline,gemma-4b:cot,10,2,0,12,0.833,80.0,,1.0,2.23,71.69,2.67,0.399,107.2,262.0,0.0,262.0
HumanEval/151,baseline,gemma-4b:few_shot,10,1,0,11,0.909,83.0,,1.0,2.14,69.11,3.2,0.363,113.65,380.0,0.0,380.0
HumanEval/151,baseline,gemma-4b:scot,11,1,0,12,0.917,80.0,,1.0,2.23,72.38,3.93,0.32,133.32,281.0,0.0,281.0
HumanEval/152,baseline,gemma-4b:zero_shot,7,0,0,7,1.0,97.0,,0.0,2.25,79.19,2.69,0.612,120.52,290.0,0.0,290.0
HumanEval/152,baseline,gemma-4b:cot,7,0,0,7,1.0,97.0,,0.0,2.25,79.19,2.69,0.612,117.56,348.0,0.0,348.0
HumanEval/152,baseline,gemma-4b:scot,6,1,0,7,0.857,96.0,,1.0,1.88,74.02,3.77,0.47,134.49,367.0,0.0,367.0
HumanEval/152,baseline,gemma-4b:few_shot,4,1,0,5,0.8,92.0,,1.0,2.88,74.67,3.38,0.581,151.84,466.0,0.0,466.0
HumanEval/153,baseline,gemma-4b:zero_shot,10,1,0,11,0.909,71.0,,1.0,2.42,76.86,1.85,0.511,189.38,333.0,0.0,333.0
HumanEval/153,baseline,gemma-4b:scot,7,3,0,10,0.7,70.0,,1.0,2.45,73.14,2.48,0.412,221.84,410.0,0.0,410.0
HumanEval/153,baseline,gemma-4b:cot,8,2,0,10,0.8,70.0,,1.0,2.45,78.03,1.78,0.527,230.37,801.0,0.0,801.0
HumanEval/153,baseline,gemma-4b:few_shot,10,0,0,10,1.0,75.0,,0.2,2.38,73.23,2.15,0.512,231.75,1493.0,290.0,1783.0
HumanEval/154,baseline,gemma-4b:zero_shot,4,3,0,7,0.571,62.0,,1.0,4.38,67.01,2.65,0.353,246.3,542.0,130.0,672.0
HumanEval/154,baseline,gemma-4b:few_shot,12,0,0,12,1.0,76.0,,0.0,2.27,66.11,3.06,0.358,235.53,1402.0,130.0,1532.0
HumanEval/154,baseline,gemma-4b:scot,0,1,0,1,0.0,33.0,,1.0,10.5,65.03,3.47,0.276,238.43,802.0,130.0,932.0
HumanEval/154,baseline,gemma-4b:cot,6,1,0,7,0.857,69.0,,1.0,4.11,66.55,2.88,0.36,240.34,1043.0,130.0,1173.0
HumanEval/155,baseline,gemma-4b:zero_shot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,748.85,127.0,0.0,127.0
HumanEval/155,baseline,gemma-4b:cot,10,0,0,10,1.0,86.0,,0.0,2.25,65.6,3.73,0.273,1675.11,389.0,0.0,389.0
HumanEval/155,baseline,gemma-4b:few_shot,12,0,0,12,1.0,89.0,,0.0,2.27,59.24,5.0,0.215,1673.21,692.0,0.0,692.0
HumanEval/155,baseline,gemma-4b:scot,8,2,0,10,0.8,84.0,,1.0,2.09,77.67,4.73,0.212,1677.57,204.0,0.0,204.0
HumanEval/156,baseline,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,1635.73,419.0,753.0,1172.0
HumanEval/156,baseline,gemma-4b:cot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,1628.42,648.0,753.0,1401.0
HumanEval/156,baseline,gemma-4b:scot,17,2,0,19,0.895,86.0,,1.0,2.05,69.67,3.95,0.189,1633.64,896.0,753.0,1649.0
HumanEval/156,baseline,gemma-4b:few_shot,12,1,0,13,0.923,86.0,,1.0,2.06,64.96,3.11,0.233,1633.33,347.0,0.0,347.0
HumanEval/158,baseline,gemma-4b:zero_shot,12,0,0,12,1.0,83.0,,0.0,2.31,69.78,3.07,0.388,149.1,657.0,238.0,895.0
HumanEval/157,baseline,gemma-4b:cot,2,4,0,6,0.333,76.0,,1.0,3.86,72.44,3.55,0.367,1655.76,226.0,0.0,226.0
HumanEval/157,baseline,gemma-4b:zero_shot,3,2,0,5,0.6,88.0,,1.0,4.33,73.03,3.45,0.38,1664.97,394.0,0.0,394.0
HumanEval/158,baseline,gemma-4b:cot,13,0,0,13,1.0,83.0,,0.0,2.29,68.37,3.2,0.362,145.23,1499.0,709.0,2208.0
HumanEval/158,baseline,gemma-4b:scot,10,0,0,10,1.0,81.0,,0.0,2.36,75.9,4.07,0.3,146.37,1753.0,709.0,2462.0
HumanEval/157,baseline,gemma-4b:few_shot,8,2,0,10,0.8,97.0,,1.0,1.92,72.97,3.91,0.398,1105.26,1259.0,399.0,1658.0
HumanEval/158,baseline,gemma-4b:few_shot,14,1,0,15,0.933,86.0,,1.0,2.22,61.32,4.13,0.324,132.38,715.0,351.0,1066.0
HumanEval/157,baseline,gemma-4b:scot,4,0,0,4,1.0,95.0,,0.2,3.0,73.21,3.91,0.316,1125.53,480.0,238.0,718.0
HumanEval/159,baseline,gemma-4b:zero_shot,4,7,0,11,0.364,85.0,,1.0,1.92,77.53,1.79,0.689,110.0,2474.0,1174.0,3648.0
HumanEval/159,baseline,gemma-4b:cot,3,7,0,10,0.3,84.0,,1.0,1.91,77.06,1.76,0.681,112.26,420.0,0.0,420.0
HumanEval/159,baseline,gemma-4b:scot,0,4,0,4,0.0,57.0,,1.0,3.4,60.87,2.1,0.585,112.36,439.0,0.0,439.0
HumanEval/159,baseline,gemma-4b:few_shot,5,6,0,11,0.455,89.0,,1.0,1.93,75.49,2.1,0.035,164.88,538.0,0.0,538.0
HumanEval/160,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.47,1245.0,742.0,1987.0
HumanEval/160,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.37,1594.0,742.0,2336.0
HumanEval/160,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.14,272.0,0.0,272.0
HumanEval/160,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94,602.0,0.0,602.0
HumanEval/161,baseline,gemma-4b:zero_shot,8,5,0,13,0.615,81.0,,1.0,2.29,69.72,2.58,0.341,335.33,514.0,0.0,514.0
HumanEval/161,baseline,gemma-4b:few_shot,11,1,0,12,0.917,83.0,,1.0,2.2,66.94,2.95,0.318,330.5,345.0,0.0,345.0
HumanEval/161,baseline,gemma-4b:scot,6,4,0,10,0.6,79.0,,1.0,2.36,74.09,3.26,0.258,349.87,760.0,0.0,760.0
HumanEval/161,baseline,gemma-4b:cot,10,5,0,15,0.667,83.0,,1.0,2.25,67.48,2.79,0.324,360.55,227.0,0.0,227.0
HumanEval/162,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.15,143.0,0.0,143.0
HumanEval/162,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.77,344.0,0.0,344.0
HumanEval/162,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.27,319.0,0.0,319.0
HumanEval/162,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.7,700.0,190.0,890.0
HumanEval/163,baseline,gemma-4b:cot,10,0,0,10,1.0,94.0,,0.0,2.18,76.43,3.27,0.368,356.31,219.0,0.0,219.0
HumanEval/163,baseline,gemma-4b:scot,3,3,0,6,0.5,91.0,,1.0,2.43,76.28,4.55,0.256,380.04,457.0,0.0,457.0
HumanEval/163,baseline,gemma-4b:zero_shot,5,7,0,12,0.417,96.0,,1.0,2.23,71.45,3.91,0.304,469.88,955.0,646.0,1601.0
HumanEval/163,baseline,gemma-4b:few_shot,6,4,0,10,0.6,96.0,,1.0,2.15,70.52,4.18,0.312,388.56,337.0,0.0,337.0
HumanEval/141,adversarial,gemma-4b:zero_shot,6,1,0,7,0.857,76.0,,1.0,4.38,68.49,2.55,0.512,631.7,3002.0,2640.0,5642.0
HumanEval/140,adversarial,gemma-4b:zero_shot,5,4,0,9,0.556,87.0,,1.0,2.2,74.28,3.0,0.399,711.99,4458.0,3513.0,7971.0
HumanEval/145,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.65,356.0,45.0,401.0
HumanEval/144,adversarial,gemma-4b:zero_shot,3,0,0,3,1.0,91.0,,0.0,4.5,78.08,2.77,0.555,712.56,6306.0,5135.0,11441.0
HumanEval/143,adversarial,gemma-4b:zero_shot,5,8,0,13,0.385,95.0,,1.0,2.2,73.51,3.0,0.418,724.66,163.0,0.0,163.0
HumanEval/149,adversarial,gemma-4b:zero_shot,8,3,0,11,0.727,82.0,,1.0,2.08,78.26,2.1,0.534,507.12,0.0,0.0,0.0
HumanEval/150,adversarial,gemma-4b:zero_shot,3,0,0,3,1.0,93.0,,0.25,6.5,69.1,3.7,0.397,211.91,0.0,0.0,0.0
HumanEval/148,adversarial,gemma-4b:zero_shot,8,5,0,13,0.615,87.0,,1.0,2.14,74.32,2.67,0.538,563.97,0.0,0.0,0.0
HumanEval/146,adversarial,gemma-4b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.283,682.68,0.0,0.0,0.0
HumanEval/147,adversarial,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,611.06,1274.0,444.0,1718.0
HumanEval/142,adversarial,gemma-4b:zero_shot,2,8,0,10,0.2,73.0,,1.0,2.27,69.25,2.0,0.527,862.15,303.0,0.0,303.0
HumanEval/152,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.69,181.0,69.0,250.0
HumanEval/151,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.07,181.0,69.0,250.0
HumanEval/154,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.51,1192.0,746.0,1938.0
HumanEval/159,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.13,2604.0,1692.0,4296.0
HumanEval/156,adversarial,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,336.82,0.0,0.0,0.0
HumanEval/153,adversarial,gemma-4b:zero_shot,10,2,0,12,0.833,72.0,,1.0,2.38,75.72,1.93,0.507,501.66,0.0,0.0,0.0
HumanEval/155,adversarial,gemma-4b:zero_shot,11,0,0,11,1.0,84.0,,0.0,2.08,68.87,3.45,0.279,446.37,984.0,918.0,1902.0
HumanEval/160,adversarial,gemma-4b:zero_shot,5,8,0,13,0.385,89.0,,1.0,2.21,72.16,2.42,0.503,456.84,3745.0,2987.0,6732.0
HumanEval/158,adversarial,gemma-4b:zero_shot,12,1,0,13,0.923,83.0,,1.0,2.29,68.37,3.2,0.38,510.95,3745.0,2987.0,6732.0
HumanEval/157,adversarial,gemma-4b:zero_shot,2,4,0,6,0.333,76.0,,1.0,4.0,71.65,3.64,0.358,574.32,3745.0,2987.0,6732.0
HumanEval/161,adversarial,gemma-4b:zero_shot,9,2,0,11,0.818,80.0,,1.0,2.38,70.21,2.42,0.348,482.51,3745.0,2987.0,6732.0
HumanEval/162,adversarial,gemma-4b:zero_shot,2,7,0,9,0.222,81.0,,1.0,2.0,75.57,2.82,0.316,492.38,3745.0,2987.0,6732.0
HumanEval/163,adversarial,gemma-4b:zero_shot,1,5,0,6,0.167,82.0,,1.0,3.71,69.2,4.09,0.305,441.44,3745.0,2987.0,6732.0
HumanEval/154,baseline,cot:gemma-4b,0,0,0,0,0.0,12.0,,1.0,5.0,92.16,1.0,0.809,69.98,230.0,0.0,230.0
HumanEval/154,hybrid,cot:gemma-4b,11,3,0,14,0.786,75.0,,1.0,3.19,57.83,3.53,0.312,118.36,1536.0,0.0,1536.0
HumanEval/154,swarm,cot:gemma-4b,15,0,0,15,1.0,45.0,,0.0,2.25,85.89,2.18,0.533,138.38,1517.0,0.0,1517.0
HumanEval/155,baseline,cot:gemma-4b,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.222,75.86,174.0,0.0,174.0
HumanEval/155,hybrid,cot:gemma-4b,0,0,1,1,0.0,,,1.0,9.5,59.78,3.91,0.033,113.51,1309.0,0.0,1309.0
HumanEval/155,swarm,cot:gemma-4b,0,1,0,1,0.0,48.0,,1.0,2.5,61.69,1.27,0.027,120.45,672.0,0.0,672.0
HumanEval/156,baseline,cot:gemma-4b,3,3,0,6,0.5,67.0,,1.0,7.29,54.53,3.74,0.221,120.34,218.0,0.0,218.0
HumanEval/156,hybrid,cot:gemma-4b,1,3,0,4,0.25,71.0,,1.0,6.5,46.78,1.58,0.057,158.43,1564.0,0.0,1564.0
HumanEval/156,swarm,cot:gemma-4b,18,1,0,19,0.947,87.0,,1.0,2.05,62.84,3.26,0.263,164.88,1707.0,0.0,1707.0
HumanEval/157,baseline,cot:gemma-4b,2,4,0,6,0.333,76.0,,1.0,4.43,69.81,3.91,0.335,77.98,215.0,0.0,215.0
HumanEval/157,swarm,cot:gemma-4b,4,1,0,5,0.8,94.0,,1.0,1.83,87.31,2.18,0.593,104.43,1251.0,0.0,1251.0
HumanEval/157,hybrid,cot:gemma-4b,18,4,0,22,0.818,96.0,,1.0,2.04,62.31,5.64,0.272,104.44,1638.0,0.0,1638.0
HumanEval/158,baseline,cot:gemma-4b,0,0,0,0,0.0,12.0,,1.0,6.0,90.28,1.47,0.705,75.41,224.0,0.0,224.0
HumanEval/158,swarm,cot:gemma-4b,7,0,0,7,1.0,80.0,,0.0,2.5,76.18,2.47,0.525,93.91,1401.0,0.0,1401.0
HumanEval/158,hybrid,cot:gemma-4b,8,4,0,12,0.667,83.0,,1.0,2.31,69.78,3.07,0.409,94.46,1742.0,0.0,1742.0
HumanEval/159,baseline,cot:gemma-4b,5,6,0,11,0.455,85.0,,1.0,1.92,77.99,1.76,0.676,103.02,409.0,0.0,409.0
HumanEval/159,swarm,cot:gemma-4b,1,6,0,7,0.143,81.0,,1.0,1.88,77.94,1.52,0.773,123.54,2301.0,0.0,2301.0
HumanEval/159,hybrid,cot:gemma-4b,5,13,0,18,0.278,77.0,,1.0,2.58,67.46,2.66,0.531,125.8,2462.0,0.0,2462.0
HumanEval/160,baseline,cot:gemma-4b,4,9,0,13,0.308,91.0,,1.0,2.36,65.07,3.35,0.428,65.22,319.0,0.0,319.0
HumanEval/160,swarm,cot:gemma-4b,2,4,0,6,0.333,87.0,,1.0,2.71,74.55,2.31,0.576,89.88,2067.0,0.0,2067.0
