task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens
HumanEval/145,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11649.0,6853.0,18502.0
HumanEval/143,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.0,6853.0,18892.0
HumanEval/145,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12298.0,6853.0,19151.0
HumanEval/143,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12589.0,6853.0,19442.0
HumanEval/141,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13047.0,6853.0,19900.0
HumanEval/141,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13688.0,6853.0,20541.0
HumanEval/141,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13406.0,6853.0,20259.0
HumanEval/141,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14028.0,6853.0,20881.0
HumanEval/144,baseline,gemma-4b:zero_shot,3,0,0,3,1.0,91.0,,0.0,5.0,76.32,2.92,0.534,4684.0,4220.0,8904.0
HumanEval/147,baseline,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.461,4183.0,4220.0,8403.0
HumanEval/147,baseline,gemma-4b:few_shot,10,3,0,13,0.769,90.0,,1.0,2.25,67.11,3.41,0.362,5095.0,4220.0,9315.0
HumanEval/147,baseline,gemma-4b:cot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,4476.0,4220.0,8696.0
HumanEval/147,baseline,gemma-4b:scot,4,6,0,10,0.4,87.0,,1.0,2.36,72.26,3.65,0.331,5407.0,4220.0,9627.0
HumanEval/148,baseline,gemma-4b:zero_shot,11,5,0,16,0.688,88.0,,1.0,2.12,70.73,2.9,0.503,259.0,0.0,259.0
HumanEval/148,baseline,gemma-4b:few_shot,9,3,0,12,0.75,89.0,,1.0,2.13,70.53,3.0,0.512,435.0,0.0,435.0
HumanEval/148,baseline,gemma-4b:cot,10,6,0,16,0.625,88.0,,1.0,2.06,70.81,2.86,0.489,1490.0,429.0,1919.0
HumanEval/149,baseline,gemma-4b:cot,7,2,0,9,0.778,76.0,,1.0,2.1,81.84,1.76,0.537,2717.0,1099.0,3816.0
HumanEval/148,baseline,gemma-4b:scot,7,7,0,14,0.5,87.0,,1.0,2.13,73.83,3.48,0.448,1826.0,429.0,2255.0
HumanEval/149,baseline,gemma-4b:scot,8,1,0,9,0.889,76.0,,1.0,2.1,72.26,2.57,0.425,3254.0,1246.0,4500.0
HumanEval/149,baseline,gemma-4b:few_shot,8,2,0,10,0.8,82.0,,1.0,2.08,75.46,2.33,0.498,4637.0,2551.0,7188.0
HumanEval/149,baseline,gemma-4b:zero_shot,12,2,0,14,0.857,84.0,,1.0,2.07,74.65,2.38,0.477,3982.0,1536.0,5518.0
HumanEval/150,baseline,gemma-4b:scot,7,0,0,7,1.0,91.0,,0.25,2.25,75.65,5.0,0.261,5426.0,3126.0,8552.0
HumanEval/150,baseline,gemma-4b:zero_shot,2,1,0,3,0.667,87.0,,1.0,6.0,67.2,4.1,0.412,4787.0,2551.0,7338.0
HumanEval/150,baseline,gemma-4b:cot,2,1,0,3,0.667,92.0,,1.0,6.0,70.79,3.5,0.407,5199.0,3126.0,8325.0
HumanEval/150,baseline,gemma-4b:few_shot,7,2,0,9,0.778,89.0,,1.0,3.42,57.68,5.8,0.237,5752.0,3126.0,8878.0
HumanEval/151,baseline,gemma-4b:zero_shot,7,5,0,12,0.583,80.0,,1.0,2.15,72.9,2.67,0.405,204.0,0.0,204.0
HumanEval/151,baseline,gemma-4b:cot,10,2,0,12,0.833,80.0,,1.0,2.23,71.69,2.67,0.399,262.0,0.0,262.0
HumanEval/151,baseline,gemma-4b:few_shot,10,1,0,11,0.909,83.0,,1.0,2.14,69.11,3.2,0.363,380.0,0.0,380.0
HumanEval/151,baseline,gemma-4b:scot,11,1,0,12,0.917,80.0,,1.0,2.23,72.38,3.93,0.32,281.0,0.0,281.0
HumanEval/152,baseline,gemma-4b:zero_shot,7,0,0,7,1.0,97.0,,0.0,2.25,79.19,2.69,0.612,290.0,0.0,290.0
HumanEval/152,baseline,gemma-4b:cot,7,0,0,7,1.0,97.0,,0.0,2.25,79.19,2.69,0.612,348.0,0.0,348.0
HumanEval/152,baseline,gemma-4b:scot,6,1,0,7,0.857,96.0,,1.0,1.88,74.02,3.77,0.47,367.0,0.0,367.0
HumanEval/152,baseline,gemma-4b:few_shot,4,1,0,5,0.8,92.0,,1.0,2.88,74.67,3.38,0.581,466.0,0.0,466.0
HumanEval/153,baseline,gemma-4b:zero_shot,10,1,0,11,0.909,71.0,,1.0,2.42,76.86,1.85,0.511,333.0,0.0,333.0
HumanEval/153,baseline,gemma-4b:scot,7,3,0,10,0.7,70.0,,1.0,2.45,73.14,2.48,0.412,410.0,0.0,410.0
HumanEval/153,baseline,gemma-4b:cot,8,2,0,10,0.8,70.0,,1.0,2.45,78.03,1.78,0.527,801.0,0.0,801.0
HumanEval/153,baseline,gemma-4b:few_shot,10,0,0,10,1.0,75.0,,0.2,2.38,73.23,2.15,0.512,1493.0,290.0,1783.0
HumanEval/154,baseline,gemma-4b:zero_shot,4,3,0,7,0.571,62.0,,1.0,4.38,67.01,2.65,0.353,542.0,130.0,672.0
HumanEval/154,baseline,gemma-4b:few_shot,12,0,0,12,1.0,76.0,,0.0,2.27,66.11,3.06,0.358,1402.0,130.0,1532.0
HumanEval/154,baseline,gemma-4b:scot,0,1,0,1,0.0,33.0,,1.0,10.5,65.03,3.47,0.276,802.0,130.0,932.0
HumanEval/154,baseline,gemma-4b:cot,6,1,0,7,0.857,69.0,,1.0,4.11,66.55,2.88,0.36,1043.0,130.0,1173.0
HumanEval/155,baseline,gemma-4b:zero_shot,10,0,0,10,1.0,84.0,,0.0,2.09,70.47,3.27,0.294,127.0,0.0,127.0
HumanEval/155,baseline,gemma-4b:cot,10,0,0,10,1.0,86.0,,0.0,2.25,65.6,3.73,0.273,389.0,0.0,389.0
HumanEval/155,baseline,gemma-4b:few_shot,12,0,0,12,1.0,89.0,,0.0,2.27,59.24,5.0,0.215,692.0,0.0,692.0
HumanEval/155,baseline,gemma-4b:scot,8,2,0,10,0.8,84.0,,1.0,2.09,77.67,4.73,0.212,204.0,0.0,204.0
HumanEval/156,baseline,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,419.0,753.0,1172.0
HumanEval/156,baseline,gemma-4b:cot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,648.0,753.0,1401.0
HumanEval/156,baseline,gemma-4b:scot,17,2,0,19,0.895,86.0,,1.0,2.05,69.67,3.95,0.189,896.0,753.0,1649.0
HumanEval/156,baseline,gemma-4b:few_shot,12,1,0,13,0.923,86.0,,1.0,2.06,64.96,3.11,0.233,347.0,0.0,347.0
HumanEval/158,baseline,gemma-4b:zero_shot,12,0,0,12,1.0,83.0,,0.0,2.31,69.78,3.07,0.388,657.0,238.0,895.0
HumanEval/157,baseline,gemma-4b:cot,2,4,0,6,0.333,76.0,,1.0,3.86,72.44,3.55,0.367,226.0,0.0,226.0
HumanEval/157,baseline,gemma-4b:zero_shot,3,2,0,5,0.6,88.0,,1.0,4.33,73.03,3.45,0.38,394.0,0.0,394.0
HumanEval/158,baseline,gemma-4b:cot,13,0,0,13,1.0,83.0,,0.0,2.29,68.37,3.2,0.362,1499.0,709.0,2208.0
HumanEval/158,baseline,gemma-4b:scot,10,0,0,10,1.0,81.0,,0.0,2.36,75.9,4.07,0.3,1753.0,709.0,2462.0
HumanEval/157,baseline,gemma-4b:few_shot,8,2,0,10,0.8,97.0,,1.0,1.92,72.97,3.91,0.398,1259.0,399.0,1658.0
HumanEval/158,baseline,gemma-4b:few_shot,14,1,0,15,0.933,86.0,,1.0,2.22,61.32,4.13,0.324,715.0,351.0,1066.0
HumanEval/157,baseline,gemma-4b:scot,4,0,0,4,1.0,95.0,,0.2,3.0,73.21,3.91,0.316,480.0,238.0,718.0
HumanEval/159,baseline,gemma-4b:zero_shot,4,7,0,11,0.364,85.0,,1.0,1.92,77.53,1.79,0.689,2474.0,1174.0,3648.0
HumanEval/159,baseline,gemma-4b:cot,3,7,0,10,0.3,84.0,,1.0,1.91,77.06,1.76,0.681,420.0,0.0,420.0
HumanEval/159,baseline,gemma-4b:scot,0,4,0,4,0.0,57.0,,1.0,3.4,60.87,2.1,0.585,439.0,0.0,439.0
HumanEval/159,baseline,gemma-4b:few_shot,5,6,0,11,0.455,89.0,,1.0,1.93,75.49,2.1,0.035,538.0,0.0,538.0
HumanEval/160,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,742.0,1987.0
HumanEval/160,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,742.0,2336.0
HumanEval/160,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,272.0
HumanEval/160,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,0.0,602.0
HumanEval/161,baseline,gemma-4b:zero_shot,8,5,0,13,0.615,81.0,,1.0,2.29,69.72,2.58,0.341,514.0,0.0,514.0
HumanEval/161,baseline,gemma-4b:few_shot,11,1,0,12,0.917,83.0,,1.0,2.2,66.94,2.95,0.318,345.0,0.0,345.0
HumanEval/161,baseline,gemma-4b:scot,6,4,0,10,0.6,79.0,,1.0,2.36,74.09,3.26,0.258,760.0,0.0,760.0
HumanEval/161,baseline,gemma-4b:cot,10,5,0,15,0.667,83.0,,1.0,2.25,67.48,2.79,0.324,227.0,0.0,227.0
HumanEval/162,baseline,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,143.0
HumanEval/162,baseline,gemma-4b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,344.0
HumanEval/162,baseline,gemma-4b:few_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,319.0
HumanEval/162,baseline,gemma-4b:scot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,190.0,890.0
HumanEval/163,baseline,gemma-4b:cot,10,0,0,10,1.0,94.0,,0.0,2.18,76.43,3.27,0.368,219.0,0.0,219.0
HumanEval/163,baseline,gemma-4b:scot,3,3,0,6,0.5,91.0,,1.0,2.43,76.28,4.55,0.256,457.0,0.0,457.0
HumanEval/163,baseline,gemma-4b:zero_shot,5,7,0,12,0.417,96.0,,1.0,2.23,71.45,3.91,0.304,955.0,646.0,1601.0
HumanEval/163,baseline,gemma-4b:few_shot,6,4,0,10,0.6,96.0,,1.0,2.15,70.52,4.18,0.312,337.0,0.0,337.0
HumanEval/141,adversarial,gemma-4b:zero_shot,6,1,0,7,0.857,76.0,,1.0,4.38,68.49,2.55,0.512,3002.0,2640.0,5642.0
HumanEval/140,adversarial,gemma-4b:zero_shot,5,4,0,9,0.556,87.0,,1.0,2.2,74.28,3.0,0.399,4458.0,3513.0,7971.0
HumanEval/145,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,45.0,401.0
HumanEval/144,adversarial,gemma-4b:zero_shot,3,0,0,3,1.0,91.0,,0.0,4.5,78.08,2.77,0.555,6306.0,5135.0,11441.0
HumanEval/143,adversarial,gemma-4b:zero_shot,5,8,0,13,0.385,95.0,,1.0,2.2,73.51,3.0,0.418,163.0,0.0,163.0
HumanEval/149,adversarial,gemma-4b:zero_shot,8,3,0,11,0.727,82.0,,1.0,2.08,78.26,2.1,0.534,0.0,0.0,0.0
HumanEval/150,adversarial,gemma-4b:zero_shot,3,0,0,3,1.0,93.0,,0.25,6.5,69.1,3.7,0.397,0.0,0.0,0.0
HumanEval/148,adversarial,gemma-4b:zero_shot,8,5,0,13,0.615,87.0,,1.0,2.14,74.32,2.67,0.538,0.0,0.0,0.0
HumanEval/146,adversarial,gemma-4b:zero_shot,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.283,0.0,0.0,0.0
HumanEval/147,adversarial,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,1274.0,444.0,1718.0
HumanEval/142,adversarial,gemma-4b:zero_shot,2,8,0,10,0.2,73.0,,1.0,2.27,69.25,2.0,0.527,303.0,0.0,303.0
HumanEval/152,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,69.0,250.0
HumanEval/151,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,69.0,250.0
HumanEval/154,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,746.0,1938.0
HumanEval/159,adversarial,gemma-4b:zero_shot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2604.0,1692.0,4296.0
HumanEval/156,adversarial,gemma-4b:zero_shot,26,3,0,29,0.897,90.0,,1.0,2.03,54.89,4.26,0.193,0.0,0.0,0.0
HumanEval/153,adversarial,gemma-4b:zero_shot,10,2,0,12,0.833,72.0,,1.0,2.38,75.72,1.93,0.507,0.0,0.0,0.0
HumanEval/155,adversarial,gemma-4b:zero_shot,11,0,0,11,1.0,84.0,,0.0,2.08,68.87,3.45,0.279,984.0,918.0,1902.0
HumanEval/160,adversarial,gemma-4b:zero_shot,5,8,0,13,0.385,89.0,,1.0,2.21,72.16,2.42,0.503,3745.0,2987.0,6732.0
HumanEval/158,adversarial,gemma-4b:zero_shot,12,1,0,13,0.923,83.0,,1.0,2.29,68.37,3.2,0.38,3745.0,2987.0,6732.0
HumanEval/157,adversarial,gemma-4b:zero_shot,2,4,0,6,0.333,76.0,,1.0,4.0,71.65,3.64,0.358,3745.0,2987.0,6732.0
HumanEval/161,adversarial,gemma-4b:zero_shot,9,2,0,11,0.818,80.0,,1.0,2.38,70.21,2.42,0.348,3745.0,2987.0,6732.0
HumanEval/162,adversarial,gemma-4b:zero_shot,2,7,0,9,0.222,81.0,,1.0,2.0,75.57,2.82,0.316,3745.0,2987.0,6732.0
HumanEval/163,adversarial,gemma-4b:zero_shot,1,5,0,6,0.167,82.0,,1.0,3.71,69.2,4.09,0.305,3745.0,2987.0,6732.0
HumanEval/154,baseline,cot:gemma-4b,0,0,0,0,0.0,12.0,,1.0,5.0,92.16,1.0,0.809,230.0,0.0,230.0
HumanEval/154,hybrid,cot:gemma-4b,11,3,0,14,0.786,75.0,,1.0,3.19,57.83,3.53,0.312,1536.0,0.0,1536.0
HumanEval/154,swarm,cot:gemma-4b,15,0,0,15,1.0,45.0,,0.0,2.25,85.89,2.18,0.533,1517.0,0.0,1517.0
HumanEval/155,baseline,cot:gemma-4b,0,0,1,1,0.0,,,1.0,0.0,0.0,0.0,0.222,174.0,0.0,174.0
HumanEval/155,hybrid,cot:gemma-4b,0,0,1,1,0.0,,,1.0,9.5,59.78,3.91,0.033,1309.0,0.0,1309.0
HumanEval/155,swarm,cot:gemma-4b,0,1,0,1,0.0,48.0,,1.0,2.5,61.69,1.27,0.027,672.0,0.0,672.0
HumanEval/156,baseline,cot:gemma-4b,3,3,0,6,0.5,67.0,,1.0,7.29,54.53,3.74,0.221,218.0,0.0,218.0
HumanEval/156,hybrid,cot:gemma-4b,1,3,0,4,0.25,71.0,,1.0,6.5,46.78,1.58,0.057,1564.0,0.0,1564.0
HumanEval/156,swarm,cot:gemma-4b,18,1,0,19,0.947,87.0,,1.0,2.05,62.84,3.26,0.263,1707.0,0.0,1707.0
HumanEval/157,baseline,cot:gemma-4b,2,4,0,6,0.333,76.0,,1.0,4.43,69.81,3.91,0.335,215.0,0.0,215.0
HumanEval/157,swarm,cot:gemma-4b,4,1,0,5,0.8,94.0,,1.0,1.83,87.31,2.18,0.593,1251.0,0.0,1251.0
HumanEval/157,hybrid,cot:gemma-4b,18,4,0,22,0.818,96.0,,1.0,2.04,62.31,5.64,0.272,1638.0,0.0,1638.0
HumanEval/158,baseline,cot:gemma-4b,0,0,0,0,0.0,12.0,,1.0,6.0,90.28,1.47,0.705,224.0,0.0,224.0
HumanEval/158,swarm,cot:gemma-4b,7,0,0,7,1.0,80.0,,0.0,2.5,76.18,2.47,0.525,1401.0,0.0,1401.0
HumanEval/158,hybrid,cot:gemma-4b,8,4,0,12,0.667,83.0,,1.0,2.31,69.78,3.07,0.409,1742.0,0.0,1742.0
HumanEval/159,baseline,cot:gemma-4b,5,6,0,11,0.455,85.0,,1.0,1.92,77.99,1.76,0.676,409.0,0.0,409.0
HumanEval/159,swarm,cot:gemma-4b,1,6,0,7,0.143,81.0,,1.0,1.88,77.94,1.52,0.773,2301.0,0.0,2301.0
HumanEval/159,hybrid,cot:gemma-4b,5,13,0,18,0.278,77.0,,1.0,2.58,67.46,2.66,0.531,2462.0,0.0,2462.0
HumanEval/160,baseline,cot:gemma-4b,4,9,0,13,0.308,91.0,,1.0,2.36,65.07,3.35,0.428,319.0,0.0,319.0
HumanEval/160,swarm,cot:gemma-4b,2,4,0,6,0.333,87.0,,1.0,2.71,74.55,2.31,0.576,2067.0,0.0,2067.0
HumanEval/160,hybrid,cot:gemma-4b,0,0,1,1,0.0,,,1.0,2.0,88.36,1.85,0.041,1811.0,0.0,1811.0
HumanEval/161,baseline,cot:gemma-4b,19,2,0,21,0.905,100.0,,1.0,2.0,90.54,1.58,0.064,216.0,0.0,216.0
HumanEval/161,hybrid,cot:gemma-4b,11,3,0,14,0.786,82.0,,1.0,2.31,66.52,2.74,0.324,1531.0,0.0,1531.0
HumanEval/161,swarm,cot:gemma-4b,7,2,0,9,0.778,79.0,,1.0,2.4,74.26,2.21,0.446,1365.0,0.0,1365.0
HumanEval/162,baseline,cot:gemma-4b,2,10,0,12,0.167,84.0,,1.0,2.0,70.52,3.36,0.23,190.0,0.0,190.0
HumanEval/162,swarm,cot:gemma-4b,2,0,0,2,1.0,67.0,,0.0,2.0,96.16,1.36,0.663,1080.0,0.0,1080.0
HumanEval/162,hybrid,cot:gemma-4b,5,12,0,17,0.294,87.0,,1.0,2.0,63.44,4.27,0.227,1605.0,0.0,1605.0
HumanEval/163,baseline,cot:gemma-4b,7,7,0,14,0.5,96.0,,1.0,2.53,63.61,5.09,0.244,208.0,0.0,208.0
HumanEval/163,hybrid,cot:gemma-4b,4,6,0,10,0.4,86.0,,1.0,3.0,65.89,4.27,0.268,1536.0,0.0,1536.0
HumanEval/163,swarm,cot:gemma-4b,3,3,0,6,0.5,94.0,,1.0,2.43,80.27,2.91,0.399,1351.0,0.0,1351.0
