task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,norm_config
HumanEval/163,adversarial,gemma-27b:cot,11,4,0,15,0.733,100.0,0.0,1.0,2.0,48.87,2.82,0.163,599.0,0.0,599.0,
HumanEval/139,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,49.0,0.0,0.0,2.57,74.73,4.53,0.328,3688.0,0.0,3688.0,
HumanEval/140,atomic_swarm,gemma-27b:cot,1,2,0,3,0.333,80.0,0.0,1.0,4.0,57.39,1.21,0.06,3487.0,0.0,3487.0,
HumanEval/141,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,59.0,0.0,0.0,3.5,80.81,1.91,0.652,800.0,0.0,800.0,
HumanEval/142,atomic_swarm,gemma-27b:cot,6,5,0,11,0.545,76.0,0.0,1.0,2.08,68.32,2.63,0.514,280.0,0.0,280.0,
HumanEval/143,atomic_swarm,gemma-27b:cot,11,2,0,13,0.846,47.0,0.0,1.0,3.05,58.85,7.05,0.239,1636.0,0.0,1636.0,
HumanEval/144,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,91.0,0.0,1.0,6.67,48.59,2.38,0.027,656.0,0.0,656.0,
HumanEval/145,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,47.0,0.0,1.0,1.5,76.87,2.95,0.31,1446.0,0.0,1446.0,
HumanEval/146,atomic_swarm,gemma-27b:cot,10,1,0,11,0.909,65.0,0.0,1.0,2.86,62.89,5.38,0.233,237.0,0.0,237.0,
HumanEval/147,atomic_swarm,gemma-27b:cot,1,2,0,3,0.333,46.0,0.0,1.0,4.67,68.48,4.71,0.299,4994.0,0.0,4994.0,
HumanEval/148,atomic_swarm,gemma-27b:cot,2,0,0,2,1.0,88.0,0.0,0.25,3.33,58.14,0.86,0.025,320.0,0.0,320.0,
HumanEval/149,atomic_swarm,gemma-27b:cot,9,2,0,11,0.818,71.0,0.0,1.0,2.2,69.17,3.95,0.33,975.0,0.0,975.0,
HumanEval/150,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,43.0,0.0,0.0,3.11,67.84,7.1,0.24,1446.0,0.0,1446.0,
HumanEval/151,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,45.0,0.0,0.167,3.67,73.66,3.87,0.369,655.0,0.0,655.0,
HumanEval/152,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,56.0,0.0,0.0,2.17,75.36,4.77,0.413,1462.0,0.0,1462.0,
HumanEval/153,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,42.0,0.0,1.0,4.0,74.63,2.7,0.446,2357.0,0.0,2357.0,
HumanEval/154,atomic_swarm,gemma-27b:cot,1,2,0,3,0.333,46.0,0.0,1.0,2.4,82.98,2.35,0.474,3048.0,0.0,3048.0,
HumanEval/155,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,100.0,0.0,0.4,2.0,65.94,1.0,0.151,2729.0,0.0,2729.0,
HumanEval/156,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,78.0,0.0,1.0,4.25,75.59,2.16,0.311,226.0,0.0,226.0,
HumanEval/157,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,79.0,0.0,0.2,1.33,73.54,4.36,0.408,222.0,0.0,222.0,
HumanEval/158,atomic_swarm,gemma-27b:cot,2,0,0,2,1.0,48.0,0.0,0.0,3.6,76.49,3.47,0.144,2719.0,0.0,2719.0,
HumanEval/159,atomic_swarm,gemma-27b:cot,3,0,0,3,1.0,100.0,0.0,0.2,2.0,66.92,0.38,0.067,5414.0,0.0,5414.0,
HumanEval/160,atomic_swarm,gemma-27b:cot,1,2,0,3,0.333,46.0,0.0,1.0,3.8,69.21,3.19,0.457,2182.0,0.0,2182.0,
HumanEval/161,atomic_swarm,gemma-27b:cot,11,2,0,13,0.846,83.0,0.0,1.0,2.29,67.12,2.89,0.099,385.0,0.0,385.0,
HumanEval/162,atomic_swarm,gemma-27b:cot,2,0,0,2,1.0,60.0,0.0,0.0,2.0,86.58,2.91,0.401,1083.0,0.0,1083.0,
HumanEval/163,atomic_swarm,gemma-27b:cot,2,1,0,3,0.667,60.0,0.0,1.0,3.0,79.67,3.91,0.437,1028.0,0.0,1028.0,
HumanEval/139,baseline,gemma-27b:cot,3,1,0,4,0.75,85.0,0.0,1.0,2.8,78.09,3.07,0.33,5476.0,0.0,5476.0,
HumanEval/140,baseline,gemma-27b:cot,14,1,0,15,0.933,100.0,0.0,1.0,2.0,48.57,2.29,0.054,2633.0,0.0,2633.0,
HumanEval/141,baseline,gemma-27b:cot,7,0,0,7,1.0,78.0,0.0,0.0,5.25,62.7,3.09,0.448,6183.0,0.0,6183.0,
HumanEval/142,baseline,gemma-27b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,686.0,
HumanEval/143,baseline,gemma-27b:cot,8,4,0,12,0.667,84.0,0.0,1.0,2.08,71.67,2.9,0.427,272.0,0.0,272.0,
HumanEval/144,baseline,gemma-27b:cot,16,1,0,17,0.941,100.0,0.0,1.0,2.0,46.97,2.69,0.047,255.0,0.0,255.0,
HumanEval/145,baseline,gemma-27b:cot,7,5,0,12,0.583,100.0,0.0,1.0,2.0,49.08,1.25,0.047,229.0,0.0,229.0,
HumanEval/146,baseline,gemma-27b:cot,13,3,0,16,0.812,84.0,0.0,1.0,2.24,63.58,3.92,0.275,241.0,0.0,241.0,
HumanEval/147,baseline,gemma-27b:cot,5,0,0,5,1.0,84.0,0.0,0.0,4.0,76.54,2.29,0.52,282.0,0.0,282.0,
HumanEval/148,baseline,gemma-27b:cot,11,1,0,12,0.917,85.0,0.0,1.0,2.08,75.6,2.38,0.587,2953.0,0.0,2953.0,
HumanEval/149,baseline,gemma-27b:cot,9,2,0,11,0.818,78.0,0.0,1.0,2.08,79.45,1.95,0.514,299.0,0.0,299.0,
HumanEval/150,baseline,gemma-27b:cot,5,0,0,5,1.0,79.0,0.0,0.25,6.75,58.29,6.0,0.257,2593.0,0.0,2593.0,
HumanEval/151,baseline,gemma-27b:cot,15,0,0,15,1.0,84.0,0.0,0.167,2.25,66.73,3.2,0.376,846.0,0.0,846.0,
HumanEval/152,baseline,gemma-27b:cot,11,0,0,11,1.0,97.0,0.0,0.0,2.0,77.58,3.0,0.589,1473.0,0.0,1473.0,
HumanEval/153,baseline,gemma-27b:cot,14,1,0,15,0.933,76.0,0.0,1.0,2.38,70.88,2.22,0.47,385.0,0.0,385.0,
HumanEval/154,baseline,gemma-27b:cot,0,1,0,1,0.0,49.0,0.0,1.0,18.0,63.67,2.88,0.37,248.0,0.0,248.0,
HumanEval/155,baseline,gemma-27b:cot,13,0,0,13,1.0,100.0,0.0,0.4,2.0,50.29,2.45,0.027,1166.0,0.0,1166.0,
HumanEval/156,baseline,gemma-27b:cot,1,0,0,1,1.0,90.0,0.0,0.0,30.5,50.57,4.37,0.174,972.0,0.0,972.0,
HumanEval/157,baseline,gemma-27b:cot,5,2,0,7,0.714,89.0,0.0,1.0,3.88,69.56,3.91,0.34,2038.0,0.0,2038.0,
HumanEval/158,baseline,gemma-27b:cot,14,0,0,14,1.0,84.0,0.0,0.0,2.27,67.19,3.33,0.354,235.0,0.0,235.0,
HumanEval/159,baseline,gemma-27b:cot,16,0,0,16,1.0,100.0,0.0,0.2,2.0,47.9,1.14,0.025,420.0,0.0,420.0,
HumanEval/160,baseline,gemma-27b:cot,14,2,0,16,0.875,100.0,0.0,1.0,2.12,52.42,1.5,0.016,318.0,0.0,318.0,
HumanEval/161,baseline,gemma-27b:cot,14,1,0,15,0.933,83.0,0.0,1.0,2.25,65.03,2.95,0.33,227.0,0.0,227.0,
HumanEval/162,baseline,gemma-27b:cot,4,4,0,8,0.5,80.0,0.0,1.0,2.0,77.51,2.64,0.34,344.0,0.0,344.0,
HumanEval/163,baseline,gemma-27b:cot,14,0,0,14,1.0,96.0,0.0,0.0,2.2,69.38,4.09,0.369,212.0,0.0,212.0,
HumanEval/139,coa,gemma-27b:cot,9,1,0,10,0.9,65.0,0.0,1.0,2.29,65.1,6.13,0.213,1101.0,0.0,1101.0,
HumanEval/140,coa,gemma-27b:cot,17,4,0,21,0.81,97.0,0.0,1.0,2.0,55.53,3.86,0.029,392.0,0.0,392.0,
HumanEval/141,coa,gemma-27b:cot,15,0,0,15,1.0,100.0,0.0,0.0,3.6,49.3,2.82,0.007,1511.0,0.0,1511.0,
HumanEval/142,coa,gemma-27b:cot,4,5,0,9,0.444,98.0,0.0,1.0,1.9,68.58,1.53,0.039,4678.0,0.0,4678.0,
HumanEval/143,coa,gemma-27b:cot,10,1,0,11,0.909,45.0,0.0,1.0,3.17,60.36,6.7,0.253,2246.0,0.0,2246.0,
HumanEval/144,coa,gemma-27b:cot,8,1,0,9,0.889,98.0,0.0,1.0,3.33,59.33,3.62,0.024,3333.0,0.0,3333.0,
HumanEval/145,coa,gemma-27b:cot,8,4,0,12,0.667,70.0,0.0,1.0,1.75,71.22,3.4,0.261,948.0,0.0,948.0,
HumanEval/146,coa,gemma-27b:cot,16,1,0,17,0.941,92.0,0.0,1.0,1.91,55.16,4.15,0.082,1298.0,0.0,1298.0,
HumanEval/147,coa,gemma-27b:cot,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.0,0.0,2062.0,
HumanEval/148,coa,gemma-27b:cot,11,2,0,13,0.846,98.0,0.0,1.0,2.85,57.7,2.29,0.027,2830.0,0.0,2830.0,
HumanEval/149,coa,gemma-27b:cot,16,2,0,18,0.889,81.0,0.0,1.0,2.1,70.54,3.81,0.325,883.0,0.0,883.0,
HumanEval/150,coa,gemma-27b:cot,9,0,0,9,1.0,73.0,0.0,0.25,5.75,47.01,9.6,0.16,3198.0,0.0,3198.0,
HumanEval/151,coa,gemma-27b:cot,13,1,0,14,0.929,100.0,0.0,1.0,1.79,62.64,2.6,0.079,5552.0,0.0,5552.0,
HumanEval/152,coa,gemma-27b:cot,12,1,0,13,0.923,88.0,0.0,1.0,1.87,71.62,6.08,0.356,7967.0,0.0,7967.0,
HumanEval/153,coa,gemma-27b:cot,12,2,0,14,0.857,62.0,0.0,1.0,2.5,68.25,3.78,0.341,3364.0,0.0,3364.0,
HumanEval/154,coa,gemma-27b:cot,16,0,0,16,1.0,68.0,0.0,0.0,2.17,68.98,4.18,0.312,440.0,0.0,440.0,
HumanEval/155,coa,gemma-27b:cot,13,2,0,15,0.867,98.0,0.0,1.0,2.0,62.12,3.64,0.065,2223.0,0.0,2223.0,
HumanEval/156,coa,gemma-27b:cot,13,1,0,14,0.929,100.0,0.0,1.0,4.5,57.56,3.89,0.089,5789.0,0.0,5789.0,
HumanEval/157,coa,gemma-27b:cot,6,3,0,9,0.667,88.0,0.0,1.0,3.5,65.35,5.73,0.267,3828.0,0.0,3828.0,
HumanEval/158,coa,gemma-27b:cot,17,0,0,17,1.0,69.0,0.0,0.0,2.63,61.95,5.87,0.232,489.0,0.0,489.0,
HumanEval/159,coa,gemma-27b:cot,15,0,0,15,1.0,93.0,0.0,0.4,2.47,56.24,1.72,0.05,2380.0,0.0,2380.0,
HumanEval/160,coa,gemma-27b:cot,7,3,0,10,0.7,100.0,0.0,1.0,1.6,58.55,1.92,0.038,2136.0,0.0,2136.0,
HumanEval/161,coa,gemma-27b:cot,12,0,0,12,1.0,98.0,0.0,0.667,2.0,67.31,1.79,0.098,233.0,0.0,233.0,
HumanEval/162,coa,gemma-27b:cot,5,4,0,9,0.556,69.0,0.0,1.0,2.08,74.78,5.64,0.216,4245.0,0.0,4245.0,
HumanEval/163,coa,gemma-27b:cot,9,3,0,12,0.75,90.0,0.0,1.0,2.23,72.17,4.91,0.274,1965.0,0.0,1965.0,
HumanEval/139,competitive,gemma-27b:cot,2,1,0,3,0.667,78.0,0.0,1.0,3.25,56.59,1.13,0.167,1674.0,488.0,2162.0,
HumanEval/140,competitive,gemma-27b:cot,10,3,0,13,0.769,100.0,0.0,1.0,2.0,51.01,1.93,0.062,0.0,0.0,0.0,
HumanEval/141,competitive,gemma-27b:cot,9,0,0,9,1.0,100.0,0.0,0.25,4.33,42.12,1.82,0.013,0.0,0.0,0.0,
HumanEval/142,competitive,gemma-27b:cot,7,5,0,12,0.583,100.0,0.0,1.0,2.17,45.27,1.53,0.068,446.0,554.0,1000.0,
HumanEval/143,competitive,gemma-27b:cot,9,3,0,12,0.75,84.0,0.0,1.0,2.5,70.72,2.9,0.436,0.0,0.0,0.0,
HumanEval/144,competitive,gemma-27b:cot,13,4,0,17,0.765,100.0,0.0,1.0,2.0,46.97,2.69,0.046,0.0,0.0,0.0,
HumanEval/145,competitive,gemma-27b:cot,6,7,0,13,0.462,100.0,0.0,1.0,2.0,47.78,1.35,0.019,192.0,203.0,395.0,
HumanEval/146,competitive,gemma-27b:cot,0,0,1,1,0.0,,0.0,1.0,0.0,0.0,0.0,0.109,244.0,308.0,552.0,
HumanEval/147,competitive,gemma-27b:cot,4,14,0,18,0.222,100.0,0.0,1.0,2.0,46.09,2.18,0.014,0.0,0.0,0.0,
HumanEval/148,competitive,gemma-27b:cot,10,2,0,12,0.833,100.0,0.0,1.0,2.08,51.37,1.24,0.027,1072.0,526.0,1598.0,
HumanEval/149,competitive,gemma-27b:cot,11,2,0,13,0.846,100.0,0.0,1.0,2.0,51.01,1.29,0.044,0.0,0.0,0.0,
HumanEval/150,competitive,gemma-27b:cot,3,0,0,3,1.0,63.0,0.0,0.5,9.75,38.26,4.5,0.107,372.0,69.0,441.0,
HumanEval/151,competitive,gemma-27b:cot,14,1,0,15,0.933,100.0,0.0,1.0,2.0,45.94,2.07,0.064,299.0,72.0,371.0,
HumanEval/152,competitive,gemma-27b:cot,11,0,0,11,1.0,100.0,0.0,0.0,2.09,49.94,2.0,0.018,1284.0,811.0,2095.0,
HumanEval/153,competitive,gemma-27b:cot,13,2,0,15,0.867,98.0,0.0,1.0,2.0,48.87,1.15,0.034,731.0,410.0,1141.0,
HumanEval/154,competitive,gemma-27b:cot,17,1,0,18,0.944,100.0,0.0,1.0,2.0,46.09,2.18,0.035,534.0,145.0,679.0,
HumanEval/155,competitive,gemma-27b:cot,11,0,0,11,1.0,100.0,0.0,0.4,2.0,52.8,2.09,0.071,136.0,0.0,136.0,
HumanEval/156,competitive,gemma-27b:cot,31,2,0,33,0.939,100.0,0.0,1.0,2.0,36.14,3.53,0.028,177.0,0.0,177.0,
HumanEval/157,competitive,gemma-27b:cot,3,2,0,5,0.6,82.0,0.0,1.0,5.8,45.97,2.73,0.08,372.0,482.0,854.0,
HumanEval/158,competitive,gemma-27b:cot,13,2,0,15,0.867,100.0,0.0,1.0,2.0,48.87,2.07,0.129,0.0,0.0,0.0,
HumanEval/159,competitive,gemma-27b:cot,14,1,0,15,0.933,100.0,0.0,1.0,2.0,48.87,1.07,0.02,0.0,0.0,0.0,
HumanEval/160,competitive,gemma-27b:cot,10,6,0,16,0.625,100.0,0.0,1.0,2.0,47.58,1.27,0.063,178.0,189.0,367.0,
HumanEval/161,competitive,gemma-27b:cot,13,2,0,15,0.867,100.0,0.0,1.0,2.0,48.87,1.63,0.087,0.0,0.0,0.0,
HumanEval/162,competitive,gemma-27b:cot,3,4,0,7,0.429,100.0,0.0,1.0,2.0,58.61,1.55,0.018,474.0,206.0,680.0,
HumanEval/163,competitive,gemma-27b:cot,9,5,0,14,0.643,100.0,0.0,1.0,2.0,49.91,2.64,0.037,0.0,0.0,0.0,
HumanEval/139,consensus,gemma-27b:cot,3,1,0,4,0.75,85.0,0.0,1.0,2.8,75.73,2.8,0.366,1653.0,0.0,1653.0,
HumanEval/140,consensus,gemma-27b:cot,13,2,0,15,0.867,87.0,0.0,1.0,2.0,71.94,3.21,0.346,2400.0,0.0,2400.0,
HumanEval/141,consensus,gemma-27b:cot,10,0,0,10,1.0,100.0,0.0,0.25,5.9,33.9,2.73,0.022,3524.0,0.0,3524.0,
HumanEval/142,consensus,gemma-27b:cot,6,7,0,13,0.462,81.0,0.0,1.0,2.5,61.59,2.89,0.461,7622.0,0.0,7622.0,
HumanEval/143,consensus,gemma-27b:cot,23,2,0,25,0.92,94.0,0.0,1.0,2.26,59.62,4.2,0.338,3464.0,0.0,3464.0,
HumanEval/144,consensus,gemma-27b:cot,21,4,0,25,0.84,95.0,0.0,1.0,1.96,60.49,5.08,0.361,2905.0,0.0,2905.0,
HumanEval/145,consensus,gemma-27b:cot,7,7,0,14,0.5,78.0,0.0,1.0,1.93,69.3,2.25,0.332,2359.0,0.0,2359.0,
HumanEval/146,consensus,gemma-27b:cot,14,2,0,16,0.875,84.0,0.0,1.0,2.24,63.33,3.92,0.304,4653.0,0.0,4653.0,
HumanEval/147,consensus,gemma-27b:cot,4,8,0,12,0.333,88.0,0.0,1.0,2.31,73.43,2.71,0.43,6796.0,0.0,6796.0,
HumanEval/148,consensus,gemma-27b:cot,5,2,0,7,0.714,83.0,0.0,1.0,5.43,41.77,1.86,0.035,1465.0,0.0,1465.0,
HumanEval/149,consensus,gemma-27b:cot,13,4,0,17,0.765,84.0,0.0,1.0,2.06,72.42,2.52,0.434,2138.0,0.0,2138.0,
HumanEval/150,consensus,gemma-27b:cot,7,0,0,7,1.0,74.0,0.0,0.5,8.0,39.94,7.0,0.062,4945.0,0.0,4945.0,
HumanEval/151,consensus,gemma-27b:cot,14,1,0,15,0.933,84.0,0.0,1.0,2.25,68.0,3.2,0.381,8229.0,0.0,8229.0,
HumanEval/152,consensus,gemma-27b:cot,12,0,0,12,1.0,98.0,0.0,0.0,2.0,74.3,3.46,0.55,7085.0,0.0,7085.0,
HumanEval/153,consensus,gemma-27b:cot,13,0,0,13,1.0,76.0,0.0,0.2,2.25,69.9,2.33,0.447,8599.0,0.0,8599.0,
HumanEval/154,consensus,gemma-27b:cot,17,2,0,19,0.895,78.0,0.0,1.0,2.05,62.73,3.41,0.335,3286.0,0.0,3286.0,
HumanEval/155,consensus,gemma-27b:cot,16,0,0,16,1.0,100.0,0.0,0.4,2.12,45.75,3.18,0.051,2058.0,0.0,2058.0,
HumanEval/156,consensus,gemma-27b:cot,7,1,0,8,0.875,81.0,0.0,1.0,6.33,50.17,4.47,0.179,12068.0,0.0,12068.0,
HumanEval/157,consensus,gemma-27b:cot,6,2,0,8,0.75,91.0,0.0,1.0,4.33,64.31,4.64,0.293,3372.0,0.0,3372.0,
HumanEval/158,consensus,gemma-27b:cot,18,0,0,18,1.0,83.0,0.0,0.0,2.18,60.06,4.27,0.284,4675.0,0.0,4675.0,
HumanEval/159,consensus,gemma-27b:cot,20,1,0,21,0.952,100.0,0.0,1.0,2.0,43.67,1.48,0.039,2854.0,0.0,2854.0,
HumanEval/160,consensus,gemma-27b:cot,18,5,0,23,0.783,91.0,0.0,1.0,2.29,61.53,3.42,0.36,6967.0,0.0,6967.0,
HumanEval/161,consensus,gemma-27b:cot,13,2,0,15,0.867,83.0,0.0,1.0,2.25,66.16,2.95,0.322,5231.0,0.0,5231.0,
HumanEval/162,consensus,gemma-27b:cot,5,7,0,12,0.417,84.0,0.0,1.0,2.0,69.66,3.45,0.231,2982.0,0.0,2982.0,
HumanEval/163,consensus,gemma-27b:cot,18,6,0,24,0.75,97.0,0.0,1.0,2.12,58.67,5.91,0.237,6156.0,0.0,6156.0,
HumanEval/139,hybrid,gemma-27b:cot,4,3,0,7,0.571,85.0,0.0,1.0,2.71,58.22,3.4,0.071,4832.0,0.0,4832.0,
HumanEval/140,hybrid,gemma-27b:cot,12,6,0,18,0.667,100.0,0.0,1.0,2.0,46.09,2.64,0.036,1945.0,0.0,1945.0,
HumanEval/141,hybrid,gemma-27b:cot,10,1,0,11,0.909,97.0,0.0,1.0,4.73,36.8,2.41,0.008,3143.0,0.0,3143.0,
HumanEval/142,hybrid,gemma-27b:cot,9,14,0,23,0.391,100.0,0.0,1.0,2.13,32.54,3.58,0.047,1746.0,0.0,1746.0,
HumanEval/143,hybrid,gemma-27b:cot,22,10,0,32,0.688,91.0,0.0,1.0,2.21,54.89,4.9,0.259,2448.0,0.0,2448.0,
