task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,prompt_tokens,completion_tokens,total_tokens,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score
HumanEval/139,consensus,gemma-4b:cot,2,2,0,4,0.5,73.33,75.0,1.0,3.83,74.09,3.2,0.3,2314,630,2944,14,1,3,0.0,0.692
HumanEval/139,hybrid,gemma-4b:scot,3,2,0,5,0.6,80.0,75.0,1.0,3.29,72.66,4.07,0.227,1459,168,1627,11,1,3,0.0,0.692
HumanEval/139,baseline,gemma-4b:few_shot,4,1,0,5,0.8,78.85,70.0,1.0,2.67,74.79,3.67,0.323,3948,2296,6244,11,2,3,0.0,0.733
HumanEval/139,soa,gemma-4b:scot,2,2,0,4,0.5,73.33,75.0,1.0,3.83,74.09,3.2,0.3,1021,557,1578,14,1,3,0.0,0.692
HumanEval/139,competitive,gemma-4b:few_shot,2,2,0,4,0.5,78.05,75.0,1.0,3.17,78.72,2.93,0.364,0,0,0,10,1,3,0.0,0.692
HumanEval/139,atomic_swarm,gemma-4b:scot,2,1,0,3,0.667,54.84,43.75,1.0,3.17,75.08,4.4,0.307,1564,0,1564,5,1,4,0.0,0.617
HumanEval/139,actor_critic,gemma-4b:few_shot,11,1,0,12,0.917,89.04,80.0,1.0,2.81,64.24,5.07,0.219,1418,0,1418,24,3,3,0.0,0.775
HumanEval/139,swarm,gemma-4b:scot,5,1,0,6,0.833,82.5,75.0,1.0,2.12,80.98,2.87,0.39,651,0,651,6,1,3,0.0,0.592
HumanEval/139,consensus,gemma-4b:scot,2,2,0,4,0.5,73.33,75.0,1.0,3.83,74.09,3.2,0.3,1881,0,1881,14,1,3,0.0,0.692
HumanEval/139,coa,gemma-4b:few_shot,0,4,0,4,0.0,63.64,0.0,1.0,1.9,83.15,2.4,0.421,0,0,0,3,1,3,0.667,0.35
HumanEval/139,adversarial,gemma-4b:cot,4,3,0,7,0.571,82.61,75.0,1.0,2.67,76.89,3.27,0.327,826,0,826,11,1,3,0.0,0.692
HumanEval/139,soa,gemma-4b:few_shot,2,3,0,5,0.4,74.0,75.0,1.0,4.0,73.69,3.53,0.294,974,0,974,15,1,3,0.0,0.692
HumanEval/139,swarm,gemma-4b:few_shot,0,1,0,1,0.0,50.0,0.0,1.0,1.5,88.36,0.93,0.773,2134,0,2134,1,0,3,0.0,0.425
HumanEval/139,hybrid,gemma-4b:few_shot,2,1,0,3,0.667,81.43,70.0,1.0,6.0,64.12,4.87,0.232,1987,0,1987,30,4,3,0.0,0.817
HumanEval/139,adversarial,gemma-4b:scot,7,0,0,7,1.0,82.93,75.0,0.0,2.11,67.0,4.4,0.234,0,0,0,7,1,3,0.0,0.617
HumanEval/139,atomic_swarm,gemma-4b:few_shot,2,1,0,3,0.667,54.84,43.75,1.0,3.17,75.08,4.4,0.307,285,0,285,5,1,4,0.0,0.617
HumanEval/139,consensus,gemma-4b:few_shot,2,2,0,4,0.5,71.74,75.0,1.0,4.0,75.79,3.27,0.318,1956,0,1956,15,1,3,0.0,0.692
HumanEval/139,adversarial,gemma-4b:few_shot,8,3,0,11,0.727,85.71,70.0,1.0,3.27,62.79,5.33,0.208,419,0,419,25,3,3,0.0,0.775
HumanEval/139,self_healing,gemma-4b:zero_shot,3,3,0,6,0.5,76.6,75.0,1.0,3.12,73.75,3.33,0.294,0,0,0,12,1,3,0.0,0.692
HumanEval/139,self_healing,gemma-4b:cot,2,2,0,4,0.5,71.74,75.0,1.0,4.0,75.79,3.27,0.317,146,0,146,15,1,3,0.0,0.692
HumanEval/139,self_healing,gemma-4b:scot,2,2,0,4,0.5,71.74,75.0,1.0,4.0,75.79,3.27,0.318,0,0,0,15,1,3,0.0,0.692
HumanEval/139,self_healing,gemma-4b:few_shot,2,2,0,4,0.5,71.74,75.0,1.0,4.0,75.79,3.27,0.318,3957,0,3957,15,1,3,0.0,0.692
HumanEval/140,competitive,gemma-4b:zero_shot,4,4,0,8,0.5,86.36,75.0,1.0,2.1,78.11,3.57,0.364,0,0,0,8,1,3,0.0,0.642
HumanEval/140,baseline,gemma-4b:zero_shot,4,5,0,9,0.444,86.96,75.0,1.0,2.09,77.1,3.71,0.341,690,304,994,9,1,3,0.0,0.667
HumanEval/140,actor_critic,gemma-4b:zero_shot,8,5,0,13,0.615,88.89,75.0,1.0,2.07,73.12,4.29,0.288,892,0,892,13,1,3,0.0,0.692
HumanEval/140,competitive,gemma-4b:cot,4,4,0,8,0.5,86.36,75.0,1.0,2.1,78.11,3.57,0.364,0,0,0,8,1,3,0.0,0.642
HumanEval/140,coa,gemma-4b:zero_shot,0,6,0,6,0.0,71.88,0.0,1.0,1.9,83.0,2.57,0.457,169,0,169,3,0,3,0.667,0.308
HumanEval/140,soa,gemma-4b:zero_shot,4,7,0,11,0.364,88.0,75.0,1.0,2.08,75.09,4.0,0.308,501,0,501,11,1,3,0.0,0.692
HumanEval/140,baseline,gemma-4b:cot,5,5,0,10,0.5,87.5,75.0,1.0,2.08,76.09,3.86,0.331,392,0,392,10,1,3,0.0,0.692
HumanEval/140,hybrid,gemma-4b:zero_shot,7,6,0,13,0.538,88.89,75.0,1.0,2.07,73.12,4.29,0.289,1526,0,1526,13,1,3,0.0,0.692
HumanEval/140,atomic_swarm,gemma-4b:zero_shot,0,3,0,3,0.0,68.42,0.0,1.0,1.75,94.0,1.43,0.687,165,0,165,2,1,3,0.333,0.408
HumanEval/140,actor_critic,gemma-4b:cot,4,7,0,11,0.364,88.0,75.0,1.0,2.08,75.09,4.0,0.318,731,0,731,11,1,3,0.0,0.692
HumanEval/140,swarm,gemma-4b:zero_shot,5,2,0,7,0.714,86.05,75.0,1.0,2.11,78.82,3.5,0.357,987,0,987,7,1,3,0.0,0.617
HumanEval/140,coa,gemma-4b:cot,0,6,0,6,0.0,71.88,0.0,1.0,1.9,83.0,2.57,0.457,545,0,545,3,0,3,0.667,0.308
HumanEval/140,soa,gemma-4b:cot,5,6,0,11,0.455,88.0,75.0,1.0,2.08,75.09,4.0,0.313,1712,0,1712,11,1,3,0.0,0.692
HumanEval/140,consensus,gemma-4b:zero_shot,5,5,0,10,0.5,87.5,75.0,1.0,2.08,76.09,3.86,0.327,2072,0,2072,10,1,3,0.0,0.692
HumanEval/140,hybrid,gemma-4b:cot,4,8,0,12,0.333,83.33,75.0,1.0,2.06,70.3,4.71,0.264,1232,0,1232,14,1,3,0.062,0.676
HumanEval/140,competitive,gemma-4b:scot,4,4,0,8,0.5,86.36,75.0,1.0,2.1,78.11,3.57,0.364,0,0,0,8,1,3,0.0,0.642
HumanEval/140,swarm,gemma-4b:cot,3,1,0,4,0.75,83.78,75.0,1.0,2.17,81.69,3.07,0.42,735,0,735,4,0,3,0.0,0.5
HumanEval/140,baseline,gemma-4b:scot,5,3,0,8,0.625,86.36,75.0,1.0,2.1,68.58,5.36,0.245,246,0,246,8,1,3,0.0,0.642
HumanEval/140,atomic_swarm,gemma-4b:cot,0,3,0,3,0.0,68.42,0.0,1.0,1.75,94.0,1.43,0.687,738,0,738,2,1,3,0.333,0.408
HumanEval/140,consensus,gemma-4b:cot,4,6,0,10,0.4,87.5,75.0,1.0,2.08,76.09,3.86,0.329,1544,0,1544,10,1,3,0.0,0.692
HumanEval/140,soa,gemma-4b:scot,4,7,0,11,0.364,88.0,75.0,1.0,2.08,75.09,4.0,0.319,490,0,490,11,1,3,0.0,0.692
HumanEval/140,competitive,gemma-4b:few_shot,4,4,0,8,0.5,86.05,75.0,1.0,2.1,78.93,3.43,0.373,0,0,0,8,1,3,0.0,0.642
HumanEval/140,baseline,gemma-4b:few_shot,8,3,0,11,0.727,90.77,83.33,1.0,2.2,68.91,4.93,0.275,1257,0,1257,12,2,3,0.0,0.733
HumanEval/140,actor_critic,gemma-4b:few_shot,17,0,0,17,1.0,92.5,83.33,0.0,2.29,62.14,6.0,0.228,870,0,870,21,2,3,0.0,0.733
HumanEval/140,swarm,gemma-4b:scot,3,2,0,5,0.6,84.21,75.0,1.0,2.14,81.5,3.07,0.419,727,0,727,5,0,3,0.0,0.525
HumanEval/140,coa,gemma-4b:few_shot,0,6,0,6,0.0,71.88,0.0,1.0,1.9,83.0,2.57,0.457,1170,0,1170,3,0,3,0.667,0.308
HumanEval/140,soa,gemma-4b:few_shot,4,6,0,10,0.4,87.5,75.0,1.0,2.08,76.09,3.86,0.326,1001,0,1001,10,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-4b:zero_shot,5,4,0,9,0.556,86.96,75.0,1.0,2.09,77.1,3.71,0.341,1170,0,1170,9,1,3,0.0,0.667
HumanEval/140,atomic_swarm,gemma-4b:few_shot,0,3,0,3,0.0,70.0,0.0,1.0,1.75,93.85,1.5,0.678,495,0,495,2,1,3,0.333,0.408
HumanEval/140,swarm,gemma-4b:few_shot,1,0,0,1,1.0,60.0,0.0,0.0,1.33,96.1,1.14,0.748,1184,0,1184,1,0,3,0.0,0.425
HumanEval/140,coa,gemma-4b:scot,0,6,0,6,0.0,71.88,0.0,1.0,1.9,83.0,2.57,0.457,1875,0,1875,3,0,3,0.667,0.308
HumanEval/140,hybrid,gemma-4b:few_shot,12,6,0,18,0.667,93.48,80.0,1.0,2.86,55.86,7.0,0.193,1706,0,1706,33,3,3,0.0,0.775
HumanEval/140,atomic_swarm,gemma-4b:scot,0,3,0,3,0.0,68.42,0.0,1.0,1.75,94.0,1.43,0.687,165,0,165,2,1,3,0.333,0.408
HumanEval/140,adversarial,gemma-4b:cot,5,4,0,9,0.556,86.96,75.0,1.0,2.09,77.1,3.71,0.34,169,0,169,9,1,3,0.0,0.667
HumanEval/140,consensus,gemma-4b:few_shot,5,5,0,10,0.5,87.5,75.0,1.0,2.08,76.09,3.86,0.327,3401,0,3401,10,1,3,0.0,0.692
HumanEval/140,hybrid,gemma-4b:scot,4,2,0,6,0.667,78.57,50.0,1.0,1.88,53.14,4.5,0.286,2611,0,2611,6,1,3,0.0,0.592
HumanEval/140,consensus,gemma-4b:scot,4,6,0,10,0.4,87.5,75.0,1.0,2.08,76.09,3.86,0.327,4410,0,4410,10,1,3,0.0,0.692
HumanEval/140,adversarial,gemma-4b:scot,3,3,0,6,0.5,85.0,75.0,1.0,2.12,70.39,4.71,0.269,1232,0,1232,6,0,3,0.0,0.55
HumanEval/140,actor_critic,gemma-4b:scot,4,5,0,9,0.444,86.67,75.0,1.0,2.09,73.4,4.71,0.235,815,0,815,9,1,3,0.0,0.667
HumanEval/140,adversarial,gemma-4b:few_shot,12,2,0,14,0.857,92.59,83.33,1.0,2.72,60.91,6.07,0.228,2549,0,2549,25,2,3,0.0,0.733
HumanEval/140,self_healing,gemma-4b:zero_shot,4,5,0,9,0.444,86.96,75.0,1.0,2.09,77.1,3.71,0.342,165,0,165,9,1,3,0.0,0.667
HumanEval/140,self_healing,gemma-4b:cot,5,4,0,9,0.556,86.96,75.0,1.0,2.09,77.1,3.71,0.341,382,0,382,9,1,3,0.0,0.667
HumanEval/140,self_healing,gemma-4b:scot,5,4,0,9,0.556,86.96,75.0,1.0,2.09,77.1,3.71,0.343,1931,0,1931,9,1,3,0.0,0.667
HumanEval/140,self_healing,gemma-4b:few_shot,5,4,0,9,0.556,86.96,75.0,1.0,2.09,77.1,3.71,0.341,1904,0,1904,9,1,3,0.0,0.667
HumanEval/141,competitive,gemma-4b:zero_shot,6,6,0,12,0.5,63.64,31.82,1.0,2.43,72.26,3.23,0.411,0,0,0,11,0,3,0.083,0.629
HumanEval/141,baseline,gemma-4b:zero_shot,11,2,0,13,0.846,76.0,54.55,1.0,2.33,72.84,3.14,0.442,1015,445,1460,12,0,3,0.077,0.631
HumanEval/141,soa,gemma-4b:zero_shot,12,4,0,16,0.75,79.78,58.33,1.0,2.39,67.93,3.68,0.386,1283,8192,9475,14,0,3,0.0,0.65
HumanEval/141,competitive,gemma-4b:cot,11,1,0,12,0.917,75.34,54.55,1.0,2.36,73.54,3.05,0.446,0,0,0,12,0,3,0.0,0.65
HumanEval/141,coa,gemma-4b:zero_shot,0,21,0,21,0.0,71.79,0.0,1.0,2.41,63.88,3.36,0.38,2635,0,2635,25,0,3,0.095,0.626
HumanEval/141,baseline,gemma-4b:cot,11,3,0,14,0.786,73.42,45.45,1.0,2.38,71.75,3.32,0.396,1061,600,1661,12,1,3,0.143,0.656
HumanEval/141,hybrid,gemma-4b:zero_shot,14,2,0,16,0.875,79.78,58.33,1.0,2.39,68.19,3.68,0.38,2277,0,2277,13,0,3,0.125,0.619
HumanEval/141,actor_critic,gemma-4b:cot,13,3,0,16,0.812,70.93,40.91,1.0,2.39,68.38,3.64,0.373,934,0,934,15,0,3,0.062,0.635
HumanEval/141,atomic_swarm,gemma-4b:zero_shot,16,1,0,17,0.941,56.45,30.56,1.0,2.7,62.58,5.32,0.287,2868,0,2868,15,1,3,0.118,0.662
HumanEval/141,swarm,gemma-4b:zero_shot,8,0,0,8,1.0,69.7,50.0,0.0,2.5,75.93,2.73,0.487,1491,0,1491,7,0,3,0.125,0.544
HumanEval/141,consensus,gemma-4b:zero_shot,12,3,0,15,0.8,77.22,54.55,1.0,2.29,71.4,3.32,0.416,2455,0,2455,14,0,3,0.067,0.633
HumanEval/141,competitive,gemma-4b:scot,6,6,0,12,0.5,63.64,31.82,1.0,2.43,72.26,3.23,0.411,0,0,0,11,0,3,0.083,0.629
HumanEval/141,soa,gemma-4b:cot,11,4,0,15,0.733,65.48,31.82,1.0,2.41,69.09,3.55,0.376,1181,0,1181,15,0,3,0.0,0.65
HumanEval/141,coa,gemma-4b:cot,0,20,0,20,0.0,71.05,0.0,1.0,2.43,64.72,3.27,0.384,1181,0,1181,22,0,3,0.15,0.613
HumanEval/141,actor_critic,gemma-4b:zero_shot,14,0,0,14,1.0,80.0,54.55,0.0,3.06,66.17,3.82,0.349,1130,0,1130,22,1,3,0.0,0.692
HumanEval/141,baseline,gemma-4b:scot,5,3,1,9,0.556,70.0,50.0,1.0,2.45,74.68,5.82,0.266,637,0,637,8,0,3,0.0,0.6
HumanEval/141,swarm,gemma-4b:cot,5,2,0,7,0.714,58.82,31.82,1.0,2.78,74.4,2.82,0.443,1643,0,1643,7,0,3,0.0,0.575
HumanEval/141,competitive,gemma-4b:few_shot,6,6,0,12,0.5,63.64,31.82,1.0,2.43,72.26,3.23,0.412,0,0,0,11,0,3,0.083,0.629
HumanEval/141,baseline,gemma-4b:few_shot,11,2,0,13,0.846,77.55,53.85,1.0,2.76,64.57,4.09,0.357,740,0,740,21,2,3,0.0,0.733
HumanEval/141,adversarial,gemma-4b:zero_shot,11,2,0,13,0.846,76.0,54.55,1.0,2.33,72.84,3.14,0.446,0,0,0,13,1,3,0.0,0.692
HumanEval/141,atomic_swarm,gemma-4b:scot,12,1,0,13,0.923,55.36,30.56,1.0,2.81,65.54,4.77,0.324,278,0,278,11,1,3,0.154,0.653
HumanEval/141,swarm,gemma-4b:few_shot,1,0,0,1,1.0,39.39,8.33,0.0,2.33,84.99,1.27,0.726,270,0,270,3,0,3,0.0,0.475
HumanEval/141,atomic_swarm,gemma-4b:cot,14,1,0,15,0.933,46.85,22.92,1.0,3.0,61.12,6.23,0.261,836,0,836,12,1,3,0.133,0.658
HumanEval/141,soa,gemma-4b:few_shot,15,2,0,17,0.882,67.05,31.82,1.0,2.37,67.42,3.73,0.362,280,0,280,15,0,3,0.059,0.635
HumanEval/141,coa,gemma-4b:few_shot,0,21,0,21,0.0,71.43,0.0,1.0,2.36,64.42,3.32,0.376,1897,0,1897,21,0,3,0.143,0.614
HumanEval/141,actor_critic,gemma-4b:few_shot,15,0,0,15,1.0,83.05,57.69,0.0,3.42,57.44,5.0,0.303,2007,0,2007,30,2,3,0.067,0.717
HumanEval/141,coa,gemma-4b:scot,0,25,0,25,0.0,76.32,0.0,1.0,1.96,65.95,3.27,0.385,1567,0,1567,17,0,3,0.28,0.58
HumanEval/141,soa,gemma-4b:scot,15,1,0,16,0.938,79.78,58.33,1.0,2.39,68.19,3.68,0.377,575,0,575,11,0,3,0.25,0.588
HumanEval/141,atomic_swarm,gemma-4b:few_shot,14,1,0,15,0.933,53.66,28.95,1.0,2.83,62.83,5.18,0.29,5031,0,5031,13,1,3,0.133,0.658
HumanEval/141,consensus,gemma-4b:scot,13,1,0,14,0.929,74.03,50.0,1.0,2.31,72.12,3.23,0.428,4397,0,4397,14,0,3,0.0,0.65
HumanEval/141,hybrid,gemma-4b:cot,12,2,0,14,0.857,69.51,40.91,1.0,2.44,69.79,3.45,0.382,1735,0,1735,14,0,3,0.0,0.65
HumanEval/141,adversarial,gemma-4b:cot,9,2,0,11,0.818,68.0,40.91,1.0,2.54,72.07,3.14,0.423,553,0,553,11,0,3,0.0,0.65
HumanEval/141,adversarial,gemma-4b:few_shot,12,1,0,13,0.923,84.21,61.54,1.0,3.59,58.79,4.86,0.313,278,0,278,32,2,3,0.0,0.733
HumanEval/141,adversarial,gemma-4b:scot,8,1,0,9,0.889,69.14,45.83,1.0,3.36,64.86,4.41,0.314,0,0,0,17,1,3,0.0,0.692
HumanEval/141,hybrid,gemma-4b:few_shot,14,2,0,16,0.875,84.55,61.54,1.0,3.6,55.52,5.32,0.286,0,0,0,38,3,3,0.0,0.775
HumanEval/141,actor_critic,gemma-4b:scot,7,3,0,10,0.7,70.11,45.83,1.0,3.58,65.27,4.5,0.297,3967,0,3967,20,2,3,0.0,0.733
HumanEval/141,consensus,gemma-4b:few_shot,12,3,0,15,0.8,77.22,54.55,1.0,2.29,71.4,3.32,0.416,2543,0,2543,14,0,3,0.067,0.633
HumanEval/141,swarm,gemma-4b:scot,9,0,0,9,1.0,73.53,54.55,0.0,2.45,74.39,3.0,0.428,3918,0,3918,9,0,3,0.0,0.625
HumanEval/141,hybrid,gemma-4b:scot,8,0,0,8,1.0,80.85,61.54,0.0,4.5,63.28,4.91,0.288,1583,0,1583,22,1,3,0.0,0.692
HumanEval/141,consensus,gemma-4b:cot,11,2,0,13,0.846,73.33,50.0,1.0,2.33,72.84,3.14,0.435,2481,0,2481,13,0,3,0.0,0.65
HumanEval/141,self_healing,gemma-4b:zero_shot,12,3,0,15,0.8,77.22,54.55,1.0,2.29,71.4,3.32,0.419,0,0,0,13,0,3,0.133,0.617
HumanEval/141,self_healing,gemma-4b:scot,14,3,0,17,0.824,78.31,54.55,1.0,2.26,69.94,3.5,0.402,1012,0,1012,17,0,3,0.0,0.65
HumanEval/141,self_healing,gemma-4b:few_shot,10,3,0,13,0.769,76.0,54.55,1.0,2.33,72.84,3.14,0.436,286,0,286,13,0,3,0.0,0.65
HumanEval/141,self_healing,gemma-4b:cot,14,4,0,18,0.778,78.82,54.55,1.0,2.25,69.22,3.59,0.389,0,0,0,18,0,3,0.0,0.65
HumanEval/142,competitive,gemma-4b:zero_shot,2,7,0,9,0.222,72.0,50.0,1.0,2.18,74.26,2.42,0.467,0,0,0,9,2,3,0.0,0.708
HumanEval/142,baseline,gemma-4b:zero_shot,3,9,0,12,0.25,75.0,50.0,1.0,2.14,71.39,2.74,0.427,1979,967,2946,10,2,3,0.0,0.733
HumanEval/142,actor_critic,gemma-4b:zero_shot,3,11,0,14,0.214,77.05,50.0,1.0,2.19,68.78,3.0,0.39,2206,269,2475,11,2,3,0.0,0.733
HumanEval/142,competitive,gemma-4b:cot,1,7,0,8,0.125,70.83,50.0,1.0,2.2,74.84,2.32,0.472,0,0,0,8,2,3,0.0,0.683
HumanEval/142,coa,gemma-4b:zero_shot,0,4,0,4,0.0,52.5,0.0,1.0,1.9,83.07,1.89,0.556,0,0,0,4,1,3,0.556,0.403
HumanEval/142,soa,gemma-4b:zero_shot,2,12,0,14,0.143,76.67,50.0,1.0,2.12,72.3,2.95,0.426,224,0,224,12,2,3,0.0,0.733
HumanEval/142,baseline,gemma-4b:cot,4,8,0,12,0.333,79.71,66.67,1.0,2.43,68.79,3.11,0.42,2091,0,2091,11,2,3,0.0,0.733
HumanEval/142,atomic_swarm,gemma-4b:zero_shot,0,3,0,3,0.0,50.0,0.0,1.0,1.75,93.85,1.11,0.767,6519,0,6519,2,1,3,0.333,0.408
HumanEval/142,hybrid,gemma-4b:zero_shot,5,13,0,18,0.278,82.72,66.67,1.0,2.3,64.92,3.74,0.375,6297,0,6297,16,2,3,0.056,0.719
HumanEval/142,swarm,gemma-4b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.517,2529,0,2529,0,0,0,1.0,0.0
HumanEval/142,coa,gemma-4b:cot,0,4,0,4,0.0,52.5,0.0,1.0,1.9,83.07,1.89,0.556,4577,0,4577,4,1,3,0.556,0.403
HumanEval/142,consensus,gemma-4b:zero_shot,3,9,0,12,0.25,75.0,50.0,1.0,2.14,71.6,2.74,0.43,6880,0,6880,10,2,3,0.0,0.733
HumanEval/142,actor_critic,gemma-4b:cot,2,8,0,10,0.2,73.08,50.0,1.0,2.17,71.24,2.53,0.413,1095,0,1095,8,2,3,0.0,0.683
HumanEval/142,soa,gemma-4b:cot,2,12,0,14,0.143,76.67,50.0,1.0,2.12,72.3,2.95,0.442,224,0,224,12,2,3,0.0,0.733
HumanEval/142,competitive,gemma-4b:scot,1,6,0,7,0.143,69.57,50.0,1.0,2.22,75.6,2.21,0.492,0,0,0,7,2,3,0.0,0.658
HumanEval/142,atomic_swarm,gemma-4b:cot,0,3,0,3,0.0,50.0,0.0,1.0,1.75,93.85,1.11,0.767,505,0,505,2,1,3,0.333,0.408
HumanEval/142,baseline,gemma-4b:scot,2,6,0,8,0.25,70.83,50.0,1.0,2.2,69.0,3.16,0.363,303,0,303,8,2,3,0.0,0.683
HumanEval/142,swarm,gemma-4b:cot,8,8,0,16,0.5,61.11,50.0,1.0,2.67,86.72,2.58,0.558,2122,0,2122,2,0,4,0.0,0.5
HumanEval/142,hybrid,gemma-4b:cot,2,9,0,11,0.182,74.07,50.0,1.0,2.15,72.63,2.63,0.455,2633,0,2633,9,2,3,0.0,0.708
HumanEval/142,competitive,gemma-4b:few_shot,1,7,0,8,0.125,70.83,50.0,1.0,2.2,74.84,2.32,0.472,0,0,0,8,2,3,0.0,0.683
HumanEval/142,soa,gemma-4b:scot,2,11,0,13,0.154,76.27,50.0,1.0,2.13,69.7,2.89,0.416,224,0,224,11,2,3,0.0,0.733
HumanEval/142,coa,gemma-4b:scot,0,4,0,4,0.0,52.5,0.0,1.0,1.9,83.07,1.89,0.556,3384,0,3384,4,1,3,0.556,0.403
HumanEval/142,consensus,gemma-4b:cot,2,9,0,11,0.182,76.67,50.0,1.0,2.62,69.42,2.95,0.418,2632,0,2632,10,2,3,0.0,0.733
HumanEval/142,baseline,gemma-4b:few_shot,5,4,0,9,0.556,76.67,57.14,1.0,2.15,71.74,2.95,0.459,402,0,402,8,3,3,0.0,0.725
HumanEval/142,actor_critic,gemma-4b:scot,2,9,0,11,0.182,74.07,50.0,1.0,2.15,67.3,3.47,0.349,3078,0,3078,11,2,3,0.0,0.733
HumanEval/142,atomic_swarm,gemma-4b:scot,0,3,0,3,0.0,50.0,0.0,1.0,1.75,93.85,1.11,0.767,1666,0,1666,2,1,3,0.333,0.408
HumanEval/142,actor_critic,gemma-4b:few_shot,1,6,0,7,0.143,69.57,50.0,1.0,2.22,75.35,2.21,0.481,4613,0,4613,7,2,3,0.0,0.658
HumanEval/142,hybrid,gemma-4b:scot,3,8,0,11,0.273,74.07,50.0,1.0,2.15,68.4,3.68,0.323,3896,0,3896,11,2,3,0.0,0.733
HumanEval/142,swarm,gemma-4b:scot,2,3,0,5,0.4,67.44,50.0,1.0,2.29,78.76,2.05,0.542,1753,0,1753,5,1,3,0.0,0.567
